排名,代號,名稱,市場,產業,新部位建議,既有部位狀態,持有判斷模式,今天動作,下一次確認,既有部位說明,主要原因,短期時機分數,中期研究分數,長期初篩分數,長期方法覆蓋率%,資料健康度,資料健康狀態,收盤價,即時價,營收YoY%,累計營收YoY%,營益率%,負債比%,流動比率%,EPS,本益比,股價淨值比,殖利率%,ETF家數,ETF_1日增減張,ETF_3日增減張,ETF_5日增減張,ETF_10日增減張,ETF_20日增減張,主動ETF_5日增減張,法人1日張,法人5日張,法人10日張,法人20日張,投信買賣超1日張,投信買賣超5日張,投信買賣超10日張,投信買賣超20日張,投信5日買超天數,投信5日賣超天數,投信5日估算金額,自營商買賣超5日張,自營商買賣超10日張,外資持股比率%,外資持股1日增減張,外資持股5日增減張,外資持股10日增減張,外資持股20日增減張,外資買賣超1日張,外資買賣超5日張,外資買賣超10日張,外資買賣超20日張,RSI14,KD-K,KD-D,KD-J,KD近3日黃金交叉,KD近3日死亡交叉,距20EMA%,5日報酬%,淘汰原因
1,2382,廣達,TWSE,電腦及週邊設備業,可開始承接,符合加碼條件,add,只在回測承接區且法人未轉弱時分2–3批,回測時與每個交易日收盤後,已有部位可續抱；回測20日EMA約 336.02 且ETF、外資與投信未轉弱時，才考慮下一批。,未觸發明確減碼訊號,84.9,77.1,47.3,85,100,可用,343,342.25,177.45,102.63,3.1,87.6,112.75,12.93,14.99,5.44,4.53,48,3082,7639,8803,9222,13727,52,7974.559,15636.667,26012.888,47091.660999999986,3040,8461.581,9071.993,14103.676000000001,5,0,2910783864,1054.562,606.144,24.01,4804,5641,18214,,4789.559,6120.523999999999,16334.751,31972.283,55.85,59.63,49.88,79.11,true,false,2.08,1.93,
2,2347,聯強,TWSE,電子通路業,可開始承接,符合加碼條件,add,只在回測承接區且法人未轉弱時分2–3批,回測時與每個交易日收盤後,已有部位可續抱；回測20日EMA約 88.64 且ETF、外資與投信未轉弱時，才考慮下一批。,未觸發明確減碼訊號,78.1,75.7,55.4,85,100,可用,89.6,89.65,122.02,89.66,2.49,70.33,142.57,4.12,12.24,1.72,4.69,23,-311,653,1573,4021,3533,73,392.957,2091.471,5406.522,3137.1609999999996,24,1595.693,3385.6130000000003,2655.3440000000005,4,1,142814524,136.792,216.732,29.86,382,369,1460,,387.2,358.98599999999993,1804.1769999999997,842.508999999999,54.44,72.22,70.74,75.18,true,true,1.08,0.67,
3,3034,聯詠,TWSE,半導體業,可開始承接,符合加碼條件,add,只在回測承接區且法人未轉弱時分2–3批,回測時與每個交易日收盤後,已有部位可續抱；回測20日EMA約 541.49 且ETF、外資與投信未轉弱時，才考慮下一批。,未觸發明確減碼訊號,77.9,69.3,57.9,85,100,可用,550,547,26.33,4.11,20.26,42.09,222.47,16.59,19.02,4.81,4.22,50,-139,404,516,689,1442,16,200.729,3526.063,7042.268000000001,16962.683,-22,516.342,730.9159999999999,1711.707,4,1,281406390,150.706,131.483,44.35,-276,434,3830,,219.882,2859.0150000000003,6179.869000000001,14997.725999999999,55.35,63.94,60.33,71.17,false,false,1.57,0.55,
4,4967,十銓,TWSE,半導體業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 264.87 且法人籌碼轉弱，先減碼三分之一。,未觸發明確減碼訊號,70.2,83,72.4,85,100,完整,273.5,273.75,275.06,87.02,35.94,50.67,191.64,53.44,4.02,2.07,3.18,3,0,0,0,21,235,0,-365.01,-129.94299999999987,2470.791,2645.9480000000003,0,-0.4,20.6,234.2,0,1,-108400,-95.62199999999999,-158.48399999999998,11.46,-159,250,3129,,-309.991,-33.92100000000005,2608.6749999999997,2721.307,52.07,31.12,33.98,25.41,false,false,0.26,-2.5,
5,2605,新興,TWSE,航運業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 34.27 且法人籌碼轉弱，先減碼三分之一。,未觸發明確減碼訊號,73,82.5,82,85,100,完整,36.95,36.85,58.75,38.72,33.49,26.88,212.23,3.67,7.58,1.13,2.69,1,0,0,0,0,0,0,7393.49,10738.95,11812.645000000002,6341.363,0,-156,-180,-178,0,2,-5795400,1707.378,2178.568,49.94,6569,9188,8161,,6569.328,9187.572,9814.077,5238.1579999999985,59.79,46.46,42.99,53.41,true,false,3.3,1.23,單季稅前獲利對營業外貢獻依賴偏高
6,2637,慧洋-KY,TWSE,航運業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 90.10 且法人籌碼轉弱，先減碼三分之一。,未觸發明確減碼訊號,79,81.9,68.2,85,100,可用,102,101.75,34.96,35.38,33.36,41.18,92.13,4.1,11.35,1.54,3.43,9,-411,-151,761,1302,1022,914,-149.733,4631.508,6605.224,12725.297999999999,-291,2986,3884.161,-7831.901,3,2,304572000,-123.894,-65.05200000000002,28.39,150,1676,2456,,148.901,1769.4019999999998,2786.115,20401.612999999998,62.25,62.04,59.07,68,true,false,4.25,0.99,ETF 1/3日已轉為減碼
7,3006,晶豪科,TWSE,半導體業,等待確認,保護持有,protect,今天不新增部位；未完成確認前不機械式賣出,今天收盤後；若跌破，再看下一交易日是否收復,已有部位暫停加碼；若收盤跌破60日EMA約 255.50，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。,外資持股5/10日下降且外資5日賣超,70.3,81.9,74.9,85,100,可用,288,286.5,605.24,324.38,44.44,36.84,267.13,27.58,8.78,4.17,0.36,6,0,31,31,-9,187,0,-1348.662,-11819.005000000001,-5114.073,-5983.431,0,36,29,231,2,1,10026000,-812.922,-259.7600000000001,40.36,-999,-9793,-3657,,-1276.211,-11042.083,-4883.313,-6606.149000000001,55.31,35.82,39.71,28.04,false,false,3.31,-0.86,外資持股5/10日下降，且外資5日賣超；借券賣出與借券賣出餘額壓力升高
8,2855,統一證,TWSE,金融保險業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 48.10 且法人籌碼轉弱，先減碼三分之一。,未觸發明確減碼訊號,74.7,80.3,73.3,85,100,可用,52.4,52.45,109.88,217.4,,87.34,112.56,6.96,5.45,1.75,4.02,12,447,3471,5788,10742,18735,1378,1667.019,4385.944,7421.113,12149.19,447,5781.1,10945.747,18942.807999999997,5,0,303507750,0,0,6.91,1910,368,2613,,1220.019,-1395.1559999999997,-3524.634000000001,-6793.618000000003,64.73,64.86,70.91,52.75,false,false,3.57,0.96,
9,2408,南亞科,TWSE,半導體業,等待確認,保護持有,protect,今天不新增部位；未完成確認前不機械式賣出,今天收盤後；若跌破，再看下一交易日是否收復,已有部位暫停加碼；若收盤跌破60日EMA約 463.16，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。,投信5/10日持續且具金額意義地賣超,68.5,78.7,82.1,85,100,可用,521,520.5,560.85,638.19,69.08,16.78,691.01,23.38,18.94,5.22,0.28,37,166,1265,1051,470,-2588,1153,1006.351,-25723.601,14972.712999999998,-30433.286999999997,554,-3802.464,-5825.437,-9056.769000000002,2,3,-1855602432,-442.74699999999996,783.3090000000001,15.75,1507,-23074,9678,,308.582,-21478.39,20014.840999999997,-18020.476000000006,55.53,42.75,33.76,60.74,true,false,4.3,5.68,投信5/10日持續且具金額意義的賣超；20日趨勢尚未上彎
10,6206,飛捷,TWSE,電腦及週邊設備業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 135.56 且法人籌碼轉弱，先減碼三分之一。,未觸發明確減碼訊號,78.1,78.3,78.6,85,100,完整,139.5,139.75,62.18,30.08,29.65,29.6,275.95,5.93,15.64,3.86,3.89,7,0,0,28,308,292,28,465.609,1036.458,1294.7170000000003,385.60700000000037,0,284.207,564.48,548.6270000000001,2,1,40215290,105.594,80.113,19.99,448,721,858,,364.884,646.657,650.124,-96.86599999999993,51.9,66.56,56.21,87.26,false,false,0.9,1.09,20日趨勢尚未上彎；ETF加碼金額或跨基金共識不足
