排名,代號,名稱,市場,產業,新部位建議,既有部位建議,既有部位說明,分數,信心度,收盤價,即時價,營收YoY%,累計營收YoY%,營益率%,負債比%,流動比率%,EPS,本益比,股價淨值比,殖利率%,ETF家數,ETF_1日增減張,ETF_3日增減張,ETF_5日增減張,ETF_10日增減張,ETF_20日增減張,主動ETF_5日增減張,法人1日張,法人5日張,法人10日張,法人20日張,投信買賣超1日張,投信買賣超5日張,投信買賣超10日張,投信買賣超20日張,投信5日買超天數,投信5日賣超天數,投信5日估算金額,自營商買賣超5日張,自營商買賣超10日張,外資持股比率%,外資持股1日增減張,外資持股5日增減張,外資持股10日增減張,外資持股20日增減張,外資買賣超1日張,外資買賣超5日張,外資買賣超10日張,外資買賣超20日張,RSI14,KD-K,KD-D,KD-J,KD近3日黃金交叉,KD近3日死亡交叉,距20EMA%,5日報酬%,淘汰原因
11,2376,技嘉,TWSE,電腦及週邊設備業,等待確認,暫停加碼／守防線,已有部位暫停加碼，以60日EMA約 324.15 為趨勢防守參考；若收盤持續跌破且籌碼再惡化，轉為減碼。,70.3,100,341,341,68.55,48.36,7.06,72.95,137.4,7.86,15.46,3.43,3.63,32,854,2188,1575,2760,13272,227,-170.509,-1773.342,-406.33500000000026,-921.0320000000008,654.99,787.9920000000001,1634.3430000000003,11300.1,3,2,268705272,1313.4630000000002,1482.6620000000003,20.84,-906,-2713,-3928,,-1017.044,-3874.7970000000005,-3523.34,-13960.248999999998,52.85,58.22,52.71,69.23,true,true,1.42,2.1,外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；內部人最高設質比例達50%以上；官方資料出現裁處或資訊申報違規紀錄
12,6277,宏正,TWSE,電腦及週邊設備業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若跌破60日EMA約 72.23 且法人籌碼轉弱，再改為減碼。,70.3,100,79.3,79.3,35.12,12.79,14.42,32.83,208.56,1.08,23.38,1.95,4.61,2,0,37,37,37,37,0,277.03,557.9649999999998,418.7779999999998,495.5129999999997,0,37,37,37,2,0,2934100,8.99,8.863,9.57,-812,-14,-41,,275.03,511.97499999999997,372.91499999999996,452.698,64.23,62.09,62.49,61.29,false,true,7.28,7.02,ETF加碼，但外資持股5/10日同步下降；ETF加碼金額或跨基金共識不足；內部人最高設質比例達50%以上
13,2059,川湖,TWSE,電子零組件業,等待確認,暫停加碼／守防線,"已有部位暫停加碼，以60日EMA約 6,478.99 為趨勢防守參考；若收盤持續跌破且籌碼再惡化，轉為減碼。",69.9,100,7975,7975,220.52,98.95,67.06,20.2,547.07,36.58,68.31,23.42,0.66,32,18,22,68,212,379,9,87.715,43.195000000000014,155.193,123.23400000000002,37.094,399.385,658.5379999999999,732.598,5,0,3185095375,25.591,54.403999999999996,23.75,-123,-444,-677,,65.624,-381.78099999999995,-557.7489999999999,-667.0980000000001,57.06,41.97,54.29,17.32,false,true,2.69,-0.25,外資持股5/10日下降，且外資5日賣超
14,2395,研華,TWSE,電腦及週邊設備業,等待確認,暫停加碼／守防線,已有部位暫停加碼，以60日EMA約 476.20 為趨勢防守參考；若收盤持續跌破且籌碼再惡化，轉為減碼。,69.9,100,567,567,73.39,32.18,18.29,40.64,165.38,3.85,40.03,9.03,2.16,29,102,1101,1380,1683,2794,234,-488.441,-350.90599999999995,881.298,4093.4970000000003,187,1294.0010000000002,1511.7110000000002,2243.0679999999998,4,1,733698567,223.99099999999999,440.65599999999995,35.6,-304,-1131,-267,,-780.964,-1868.8980000000001,-1071.0690000000002,1347.1569999999997,65.75,46.35,45.19,48.68,true,false,9.3,7.18,外資持股5/10日下降，且外資5日賣超
15,2610,華航,TWSE,航運業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若跌破60日EMA約 20.73 且法人籌碼轉弱，再改為減碼。,69.2,100,21.45,21.45,28.82,16.09,11.29,70.94,74.06,0.85,8.18,1.24,3.87,16,2727,15304,15553,18221,85540,0,9133.177,32427.605000000003,38103.04300000001,180892.74800000002,2727,-11917.625000000002,-24270.187,42886.88399999999,3,2,-255633056,-871.18,-2577.66,15.41,2462,49168,58463,,6223.978,45216.409999999996,64950.88999999999,128500.446,51.17,40.39,28.04,65.07,false,false,0.14,5.15,20日趨勢尚未上彎
16,3022,威強電,TWSE,電腦及週邊設備業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若跌破60日EMA約 79.58 且法人籌碼轉弱，再改為減碼。,69.2,100,86.1,86.1,79.97,18.78,2.29,27.05,323.07,0.96,22.18,1.2,4.47,2,0,0,0,0,39,0,646.968,611.991,2594.8030000000003,808.9780000000006,0,0,0,39.298,0,0,0,9.712999999999997,-5.146999999999991,18.78,-51,119,2218,,619.263,602.278,2599.9500000000003,727.3260000000002,53.6,27.46,27.82,26.73,false,false,1.79,-0.23,單季稅前獲利對營業外貢獻依賴偏高
17,2317,鴻海,TWSE,其他電子業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若跌破60日EMA約 245.77 且法人籌碼轉弱，再改為減碼。,69.1,100,246,246,52.11,34.99,3.57,61.98,145.13,3.56,16.65,1.84,3.06,41,4216,7424,7562,14456,29018,374,26966.203,41438.005999999994,25071.652999999988,-123366.168,2099.832,-92.18599999999981,4093.8410000000003,11895.739000000001,2,3,-22677756,9523.302,10070.710999999998,39.9,1272,8745,-5682,,22635.286,32006.89,10907.101000000002,-143085.688,50.06,55.77,40.86,85.58,false,false,0.91,4.46,投信20日買超後近5日轉賣；外資持股趨勢資料不足或期間有非市場異動；20日趨勢尚未上彎；借券賣出與借券賣出餘額壓力升高
18,2330,台積電,TWSE,半導體業,等待確認,暫停加碼／守防線,"已有部位暫停加碼，以60日EMA約 2,309.95 為趨勢防守參考；若收盤持續跌破且籌碼再惡化，轉為減碼。",68.3,100,2410,2410,67.87,35.61,58.1,31.5,248.83,22.08,31.19,10.21,0.95,66,5747,14183,16530,24085,37030,-602,5927.719,-36198.824,-60283.72899999999,-128058.71699999999,738.356,3207.516,6890.662,16425.668,4,1,7730113560,9116.04,12629.571,69.33,-1897,-64906,-87342,,4975.729,-48522.38,-79803.962,-162335.04200000002,51.5,39.26,37.35,43.08,true,true,0.36,-0.41,主動ETF 5日轉為減碼；外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；ETF加碼金額或跨基金共識不足
19,6691,洋基工程,TWSE,其他電子業,等待確認,暫停加碼／守防線,已有部位暫停加碼，以60日EMA約 692.52 為趨勢防守參考；若收盤持續跌破且籌碼再惡化，轉為減碼。,67.8,100,721,721,115.19,84.29,15.74,73.14,132.4,7.19,25.68,14.03,3.17,11,49,177,189,866,3932,36,-26.286,-502.04900000000004,-1440.4219999999998,-1102.2149999999995,49,189,909.2,3970.2,4,1,136269000,19.125999999999998,-6.553000000000003,13.76,-273,-1030,-2897,,-71,-710.175,-2343.069,-5069.604000000001,50.49,35.95,37.22,33.43,false,true,-0.28,2.27,外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA；內部人最高設質比例達50%以上
20,2887,台新新光金,TWSE,金融保險業,等待確認,暫停加碼／守防線,已有部位暫停加碼，以60日EMA約 30.11 為趨勢防守參考；若收盤持續跌破且籌碼再惡化，轉為減碼。,67.2,100,34.7,34.7,329.5,334.28,,93.39,,0.82,17.23,1.54,3.13,33,53697,137999,161552,207006,244778,9118,-11266.953,5115.134999999999,72567.886,170737.76700000002,11868.473,102310.473,140215.77800000002,164826.80900000004,5,0,3550173413,18891.624,27625.553,23.09,-63904,-125205,-103195,,-21391.157,-116086.962,-95273.445,-28716.51200000002,62.15,40.63,53.06,15.77,false,false,2.11,-1.14,外資持股5/10日下降，且外資5日賣超；借券賣出與借券賣出餘額壓力升高
21,3413,京鼎,TWSE,半導體業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若跌破60日EMA約 325.16 且法人籌碼轉弱，再改為減碼。,66.9,100,335,335,39.75,17.7,13.07,42.48,150.31,4.28,19.07,2.5,3.06,3,0,0,0,0,0,0,-1169.359,920.7760000000002,3383.044,8578.251,0,88,1599,1484,1,0,29480000,35.03200000000001,34.23900000000002,28.58,18,2171,2528,,-1047.013,797.7440000000001,1749.805,7015.324999999999,49.83,58.54,65.03,45.56,false,true,-1.29,-0.74,當下除權息調整價未守20日EMA；內部人最高設質比例達50%以上
22,2408,南亞科,TWSE,半導體業,等待確認,暫停加碼／守防線,已有部位暫停加碼，以60日EMA約 373.72 為趨勢防守參考；若收盤持續跌破且籌碼再惡化，轉為減碼。,66.8,100,405,405,621.34,643.12,61.34,19.89,561.77,8.41,34.11,6.12,0.35,33,2692,3407,4750,7245,62408,2657,-113.617,-26405.898999999998,-39272.615,-82571.337,2228.071,6364.505,12678.765,49164.935,3,2,2577624525,2875.408,3361.0309999999995,12.41,-7620,-23789,-36493,,-2986.159,-35645.812000000005,-55312.411000000015,-129462.72100000002,48.7,26.33,37.45,4.07,false,true,-3.24,-9.6,外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA；借券賣出與借券賣出餘額壓力升高
23,6505,台塑化,TWSE,油電燃氣業,等待確認,暫停加碼／守防線,已有部位暫停加碼，以60日EMA約 58.81 為趨勢防守參考；若收盤持續跌破且籌碼再惡化，轉為減碼。,66.7,100,85.4,85.4,18.46,8.2,15.13,17.92,451.26,2.14,27.85,1.97,1.54,10,246,4225,6991,8104,8258,5328,1624.262,50954.736,80305.73799999998,92783.30099999999,0,12440.2,13320.087,12500.520999999999,4,0,1062393080,3908.152,5397.51,7,11133,44280,64636,,1556.11,34606.384,61588.141,75247.587,80.54,90.72,87.77,96.63,true,true,28.45,29,短線過熱或乖離過大；KD高檔死亡交叉，等待動能確認；高波動且5日漲幅過大；融資增幅與短線漲幅同步偏高
24,6669,緯穎,TWSE,電腦及週邊設備業,等待確認,續抱觀察,"已有部位可續抱觀察，但暫不追價；若跌破60日EMA約 4,844.64 且法人籌碼轉弱，再改為減碼。",66.7,100,5000,5000,29.79,41.71,6.31,67.6,153.41,75.95,15.7,6.21,3.51,39,13,-18,-14,143,1403,74,6.823,346.60999999999996,1186.7359999999999,339.93199999999956,58.341,125.24,1389.405,3148.1520000000005,4,1,626200000,67.602,62.88699999999999,28.12,187,269,-422,,-91.214,153.76800000000003,-265.5559999999999,-2700.6710000000003,51.39,39.88,42.37,34.9,false,false,1.25,1.94,20日累積後5日轉為調節；20日趨勢尚未上彎；內部人最高設質比例達50%以上
25,5388,中磊,TWSE,通信網路業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若跌破60日EMA約 83.19 且法人籌碼轉弱，再改為減碼。,66.6,100,85.1,85.1,70.83,58.09,2.94,69.5,131.55,1.01,20.7,1.58,3.02,2,0,0,0,-95,-2286,0,1179.172,5309.361,10380.198000000002,6337.356000000001,0,0,277,-1913.414,0,0,0,333.885,1036.8049999999998,21.69,-628,3872,7585,,1077,4975.476,9066.393,7634.727999999999,53.01,36.41,47.68,13.85,false,true,1.36,-0.7,內部人最高設質比例達50%以上
26,2845,遠東銀,TWSE,金融保險業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若跌破60日EMA約 12.85 且法人籌碼轉弱，再改為減碼。,66,100,13.4,13.4,20.15,17.21,,92.01,,0.25,15.11,0.91,4.74,7,3,-65,539,2637,63498,0,646.6,13962.648,24712.101,54873.646,3,526,2611,63465.74,2,3,7048400,93,426.10900000000004,9.2,-3769,10321,23436,,708.6,13343.648,21674.992,-8795.158,60.25,63.71,70.5,50.13,false,true,1.47,0.75,
27,6533,晶心科,TWSE,半導體業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若跌破60日EMA約 212.70 且法人籌碼轉弱，再改為減碼。,65.8,100,234.5,234.5,247.04,62.07,-62.19,28.8,595.6,-3.28,,2.69,,1,0,0,0,0,15,0,-453.275,-203.65999999999997,-257.59299999999996,-465.4449999999999,0,0,0,15,0,0,0,18.997999999999998,38.18099999999999,11.55,103,367,255,,-442.693,-222.65800000000004,-295.77400000000006,-517.6650000000001,62.84,67.35,61.51,79.03,false,false,10.43,4.22,
28,9938,百和,TWSE,其他,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若跌破60日EMA約 45.51 且法人籌碼轉弱，再改為減碼。,65.8,100,47.6,47.6,21.21,0.03,12.89,53.72,118.79,0.87,13.56,1.08,6.43,3,0,4,4,-16,1668,0,235.984,758.692,1574.846,2183.472,8,306.037,286.065,1970.258,2,0,14567361,335.804,313.9219999999999,9.07,-252,-454,423,,133,116.85100000000006,974.8589999999999,-530.565,64.08,73.23,66.14,87.39,true,true,3.98,4.62,
29,7769,鴻勁,TWSE,半導體業,等待確認,暫停加碼／守防線,"已有部位暫停加碼，以60日EMA約 6,386.18 為趨勢防守參考；若收盤持續跌破且籌碼再惡化，轉為減碼。",65.4,100,6500,6500,106.54,91.6,49.98,22.17,439.84,25.7,74.93,17.23,1.08,29,41,90,122,210,287,68,5.587,-75.34899999999999,-55.64099999999996,-328.22799999999995,77.6,185.11599999999999,414.356,409.175,5,0,1203254000,25.944999999999997,57.450999999999986,19.32,-36,-240,-452,,-77.393,-286.40999999999997,-527.448,-791.8900000000001,48.21,43.67,43.65,43.73,true,true,-1.1,1.64,外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
30,2801,彰銀,TWSE,金融保險業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若跌破60日EMA約 22.48 且法人籌碼轉弱，再改為減碼。,65.2,100,24.3,24.3,9.51,14.62,,93.51,,0.44,14.91,1.24,4.4,17,12929,32507,32346,32217,162166,0,13686.853,31073.199999999997,38568.354999999996,82140.983,12929,32295.112,32114.525999999998,162041.60199999998,3,2,784771222,-89.733,172.05599999999998,17.61,-8786,-5232,19119,,965.853,-1132.179000000002,6281.772999999997,-77408.676,68.46,73.08,65.41,88.43,true,false,3.08,2.97,
31,4916,事欣科,TWSE,電腦及週邊設備業,等待確認,暫停加碼／守防線,已有部位暫停加碼，以60日EMA約 97.44 為趨勢防守參考；若收盤持續跌破且籌碼再惡化，轉為減碼。,65.1,100,107,107,80.52,48.63,6.95,28.74,303.3,4.49,17.42,3.3,0.51,1,0,38,38,38,38,0,304.112,-1677.1979999999999,-3082.294,-10148.034,0,38,38,38,2,0,4066000,80.799,144.579,4.71,-785,-3839,-3498,,160,-1795.997,-3264.8730000000005,-10385.775000000001,50.9,34.18,39.93,22.67,false,false,0.01,-2.73,外資持股5/10日下降，且外資5日賣超；單季稅前獲利對營業外貢獻依賴偏高
32,5871,中租-KY,TWSE,其他,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若跌破60日EMA約 115.02 且法人籌碼轉弱，再改為減碼。,65,100,123.5,123.5,-0.82,-2,30.94,79.13,112.36,3.26,11.47,1.2,4.9,29,2785,9276,10815,10617,6156,-387,5342.112,23324.448999999997,22860.930999999997,13607.893999999997,2785,10737.139000000001,10525.553,5996.2519999999995,5,0,1326036667,736.727,1709.5219999999997,44.2,4733,13350,13840,,2556.12,11850.583,10625.856000000002,5871.295000000002,65.12,89.31,77.89,112.16,false,false,4.83,4.66,累計營收負成長且當月改善不足；主動ETF 5日轉為減碼
33,2851,中再保,TWSE,金融保險業,等待確認,暫停加碼／守防線,已有部位暫停加碼，以60日EMA約 35.66 為趨勢防守參考；若收盤持續跌破且籌碼再惡化，轉為減碼。,64.4,100,36.15,36.15,6.04,148.43,,60.25,,2.3,6.94,1.22,6.12,2,0,20,12,694,1282,0,904.567,-400.144,-333.448,85.92800000000011,0,12,694,1282,2,1,433800,118.78399999999999,60.49399999999999,8.87,-117,-1210,-1090,,916.469,-530.9279999999999,-1087.942,-701.3399999999998,44.43,25.95,36.37,5.11,false,false,-2.88,-3.98,外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
34,2006,東和鋼鐵,TWSE,鋼鐵工業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若跌破60日EMA約 69.17 且法人籌碼轉弱，再改為減碼。,64.2,100,71.5,71.5,9.01,-1.3,10.22,37.35,152.88,1.66,10.56,1.58,6.14,11,0,620,1343,2297,-16924,-548,1915.117,6612.991,9667.230000000001,13976.258000000002,-39,1299.9650000000001,2247.4030000000002,-17168.491,4,1,92947498,2.3770000000000024,-19.841,24.55,-1184,4572,5244,,1961.117,5310.648999999999,7439.667999999999,31246.365999999998,59.81,65.72,67.5,62.17,false,true,2.24,1.85,累計營收負成長且當月改善不足；主動ETF 5日轉為減碼
35,2441,超豐,TWSE,半導體業,等待確認,暫停加碼／守防線,已有部位暫停加碼，以60日EMA約 123.96 為趨勢防守參考；若收盤持續跌破且籌碼再惡化，轉為減碼。,63.9,100,124.5,124.5,33.15,21.76,19.56,13.88,325.2,1.4,25.48,2.68,2.52,8,416,2116,2200,3467,-3874,799,-886.689,-1351.866,-4100.462,-6399.216,416,2200,3467,-3874,4,1,273900000,-55.548,-1088.8609999999999,11.44,343,-3721,-1838,,-1420.897,-3496.318,-6478.601,-1829.5919999999985,44.62,25,29.73,15.54,false,false,-6.28,-3.49,外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA；借券賣出與借券賣出餘額壓力升高
36,2324,仁寶,TWSE,電腦及週邊設備業,等待確認,暫停加碼／守防線,已有部位暫停加碼，以60日EMA約 34.88 為趨勢防守參考；若收盤持續跌破且籌碼再惡化，轉為減碼。,63.7,100,36,36,58.38,15.82,1.31,67.75,130.7,0.45,25.86,1.15,3.2,11,1408,1146,686,-2010,-60842,0,11600.316,23403.639000000003,36390.227999999996,-21590.896000000004,113.231,-4412.885000000001,-8802.128,-69666.111,2,3,-158863860,4736.848,6901.326,35.06,-11028,16439,40674,,10348.772,23079.676000000003,38291.030000000006,41171.74700000002,50.81,39.35,40.88,36.29,false,false,0.35,1.27,投信5/10日持續且具金額意義的賣超；20日趨勢尚未上彎；內部人最高設質比例達50%以上
37,2412,中華電,TWSE,通信網路業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若跌破60日EMA約 138.76 且法人籌碼轉弱，再改為減碼。,63.7,100,139,139,11.4,7.83,21.85,24.9,164.38,1.3,27.63,2.72,3.74,34,395,3223,2503,9277,38489,-1243,8080.887,49488.447,23677.150000000005,-14642.382999999996,-233.633,611.959,6662.599,34083.998,2,3,85062301,1801.152,-9695.472,16.28,10708,41273,15267,,8347.56,47075.335999999996,26710.023,-42538.793999999994,50.91,58.87,37.32,101.97,false,false,0.49,4.51,主動ETF 5日轉為減碼；外資持股趨勢資料不足或期間有非市場異動；20日趨勢尚未上彎
38,2542,興富發,TWSE,建材營造,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若跌破60日EMA約 42.36 且法人籌碼轉弱，再改為減碼。,63.7,100,44.1,44.1,16.47,461.12,24.17,75.42,144.92,1.15,13.32,1.66,9.24,10,7048,20734,21604,24970,38285,0,520.429,2977.1020000000003,4620.637000000001,24114.457999999995,7055,22086,25045,38284.45,5,0,973992600,1282.835,1061.642,8.35,-3663,-3651,3070,,-7894.417,-20391.733,-21486.005,-15028.232000000004,56.44,54.98,46.25,72.43,true,false,1.37,1.61,外資持股趨勢資料不足或期間有非市場異動；20日趨勢尚未上彎
39,3033,威健,TWSE,電子通路業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若跌破60日EMA約 47.10 且法人籌碼轉弱，再改為減碼。,63.6,100,49.3,49.3,54.45,26.2,3.41,78.5,137.52,1.52,18.21,2.17,4.34,4,0,153,153,143,-511,0,-345.562,-4056.624999999999,1430.6820000000012,2706.641,0,153.311,142.99,-510.7710000000001,2,0,7558232,-945.7220000000001,-1091.469,23.79,1098,-6587,2093,,-439,-3264.214,2379.161,4514.358000000001,48.27,28.9,35.03,16.65,false,true,-1.76,-2.57,當下除權息調整價未守20日EMA
40,2527,宏璟,TWSE,建材營造,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若跌破60日EMA約 39.32 且法人籌碼轉弱，再改為減碼。,63.5,100,50.5,50.5,365.12,2533.23,24.56,35.23,156,3.45,9.94,0.61,2.98,1,0,83,83,83,-6,0,15.893,2307.451,3627.922,6041.099999999999,0,83,83,-6.128999999999998,2,0,4191500,45.524,52.123000000000005,44.07,-333,1443,3696,,48.519,2178.927,3492.7990000000004,5998.973,70.91,84.04,79.51,93.08,false,false,14.55,20.96,短線過熱或乖離過大
