排名,代號,名稱,市場,產業,新部位建議,既有部位狀態,今天動作,下一次確認,既有部位說明,短期時機分數,中期研究分數,長期初篩分數,長期方法覆蓋率%,資料健康度,資料健康狀態,收盤價,即時價,營收YoY%,累計營收YoY%,營益率%,負債比%,流動比率%,EPS,本益比,股價淨值比,殖利率%,ETF家數,ETF_1日增減張,ETF_3日增減張,ETF_5日增減張,ETF_10日增減張,ETF_20日增減張,主動ETF_5日增減張,法人1日張,法人5日張,法人10日張,法人20日張,投信買賣超1日張,投信買賣超5日張,投信買賣超10日張,投信買賣超20日張,投信5日買超天數,投信5日賣超天數,投信5日估算金額,自營商買賣超5日張,自營商買賣超10日張,外資持股比率%,外資持股1日增減張,外資持股5日增減張,外資持股10日增減張,外資持股20日增減張,外資買賣超1日張,外資買賣超5日張,外資買賣超10日張,外資買賣超20日張,RSI14,KD-K,KD-D,KD-J,KD近3日黃金交叉,KD近3日死亡交叉,距20EMA%,5日報酬%,淘汰原因
1,2357,華碩,TWSE,電腦及週邊設備業,可開始承接,符合加碼條件,只在回測承接區且法人未轉弱時分2–3批,回測時與每個交易日收盤後,已有部位可續抱；回測20日EMA約 853.50 且ETF、外資與投信未轉弱時，才考慮下一批。,73.6,71.6,56.6,85,100,可用,913,913,53.33,40.88,7.05,62.01,128,38.83,13.35,2.25,4.6,43,-86,311,413,677,2960,192,-126.794,7192.8060000000005,12016.849,22244.931,-101,548.536,-12.123000000000047,1701.582,2,3,500813368,-179.74099999999999,1.220000000000013,38.95,318,5504,10904,,66.423,6824.011,12027.752,19766.595,62.15,58.71,68.33,39.48,false,false,6.97,-2.56,
2,5289,宜鼎,TPEX,電腦及週邊設備業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,"已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 1,480.86 且法人籌碼轉弱，先減碼三分之一。",68.6,80.3,76.7,85,100,可用,1490,1530,636.53,548.79,56.13,48.99,233.33,166.45,8.28,6.17,1.14,10,3,47,45,55,156,48,-311.265,-311.265,-311.265,-311.265,-11.5,-11.5,-11.5,-11.5,0,1,-17135000,-26.714,-26.714,27.33,,,,,-273.051,-273.051,-273.051,-273.051,51.49,43.1,46.75,35.8,false,false,1.71,-2.93,外資持股趨勢資料不足或期間有非市場異動；ETF加碼金額或跨基金共識不足
3,2637,慧洋-KY,TWSE,航運業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 81.45 且法人籌碼轉弱，先減碼三分之一。,73.2,78.8,68.9,85,90.7,可用,94.7,94.7,56.22,35.67,27.6,40.19,109.87,1.6,13.32,1.4,3.7,9,410,604,587,563,-186,610,-222.399,3643.315,6191.28,11046.249,403,577,484.83299999999997,3286.833,2,3,54641900,-69.35700000000001,-68.893,25.74,-120,3731,6273,,-504.598,3135.672,5775.34,7823.635,72.48,86.15,81.55,95.35,true,false,9.76,11.15,融資增幅與短線漲幅同步偏高
4,2606,裕民,TWSE,航運業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 64.61 且法人籌碼轉弱，先減碼三分之一。,72.6,78,70.2,85,100,可用,70.2,70.5,26.34,26.31,28.58,55.87,161.86,3.51,10.35,1.47,3.99,8,-2,3,2,-7,-518,0,1797.588,7601.976,12552.425,23357.126,516,566,543.573,-317.427,3,2,39733200,489.409,531.759,21.46,1116,6505,11403,,1092.765,6546.567,11477.092999999999,23064.757999999998,67.56,88.67,83.04,99.93,false,false,6.09,7.18,
5,4967,十銓,TWSE,半導體業,等待確認,保護持有,今天不新增部位；未完成確認前不機械式賣出,今天收盤後；若跌破，再看下一交易日是否收復,已有部位暫停加碼；若收盤跌破60日EMA約 253.23，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。,61.4,77.5,72,85,100,完整,266,266,98.75,71.29,35.94,50.67,191.64,53.44,3.95,2.03,3.24,2,0,0,0,-30,-59,0,88.266,-3641.613,-2090.4049999999997,2498.2210000000005,0,0,-30,-57.29,0,0,0,-163.351,-311.891,7.32,-81,-3339,-3744,,122.74,-3478.262,-1748.514,2404.8169999999996,55.56,39.26,48.28,21.22,false,false,3.08,-5.17,外資持股5/10日下降，且外資5日賣超
6,2408,南亞科,TWSE,半導體業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 417.94 且法人籌碼轉弱，先減碼三分之一。,68.9,76.7,81.1,85,100,可用,517,521,719.61,660.87,69.08,16.78,691.01,23.38,20.06,5.53,0.26,35,386,935,273,-1377,1109,-195,27222.178,17393.17,98462.531,124594.01999999999,742,2035.94,4204.298,5550.618999999999,4,1,1052580980,-1458.728,1592.398,16.48,27434,17913,78715,,26277.613,16815.958000000002,92665.83500000002,120371.727,59.94,60.59,70.47,40.82,false,true,10.21,0.58,主動ETF 5日轉為減碼
7,2615,萬海,TWSE,航運業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 85.64 且法人籌碼轉弱，先減碼三分之一。,71.9,75.5,78.4,85,100,可用,113.5,114,50.13,12.83,22.16,33.53,299.27,6.84,7.8,1.1,2.64,12,-5,825,793,768,998,782,19355.816,56010.478,74822.24600000001,94558.90400000001,-11,770.1569999999999,737.7949999999998,1033.7509999999997,1,4,87412820,4085.177,5315.7080000000005,47.19,19177,50260,69170,,17722.69,51155.144,68768.743,88636.07600000003,87.95,91.93,84.56,106.67,false,false,22.71,29.71,短線過熱或乖離過大
8,7750,新代,TWSE,電機機械,等待確認,保護持有,今天不新增部位；未完成確認前不機械式賣出,今天收盤後；若跌破，再看下一交易日是否收復,"已有部位暫停加碼；若收盤跌破60日EMA約 2,189.37，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。",75.1,74.6,60.5,85,100,完整,2460,2435,202.65,95.42,27.76,45.28,228.69,42.53,42.28,13.12,0.65,5,0,108,108,107,229,108,-307.58,25.711999999999996,-101.844,105.53899999999999,0,300,260.64,450.64,2,0,738000000,15.527000000000003,21.092000000000002,17.32,-293,-263,-352,,-301.633,-289.815,-383.57599999999996,-355.8109999999999,59.6,70.07,69.44,71.34,true,false,6.23,4.24,外資持股5/10日下降，且外資5日賣超；ETF加碼金額或跨基金共識不足
9,2428,興勤,TWSE,電子零組件業,等待確認,保護持有,今天不新增部位；未完成確認前不機械式賣出,今天收盤後；若跌破，再看下一交易日是否收復,已有部位暫停加碼；若收盤跌破60日EMA約 252.53，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。,73.1,74.4,71.4,85,100,完整,267,267,48.36,24.42,22.64,36.2,299.37,7.55,18.98,2.9,2.21,4,1904,2356,2356,2344,2466,2356,1088.557,141.60800000000017,-2920.5119999999997,-2636.5320000000006,1904,2376,2454.324,2576.324,4,0,634392000,30.602000000000004,163.06900000000002,14.98,-770,-2090,-5225,,-849.199,-2264.9939999999997,-5537.905,-5343.532999999999,57.67,76.13,76.66,75.06,false,true,7.08,2.89,外資持股5/10日下降，且外資5日賣超；ETF加碼金額或跨基金共識不足
10,2855,統一證,TWSE,金融保險業,等待確認,保護持有,今天不新增部位；未完成確認前不機械式賣出,今天收盤後；若跌破，再看下一交易日是否收復,已有部位暫停加碼；若收盤跌破60日EMA約 45.48，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。,67,74.1,69.6,85,90.8,可用,46.65,46.65,19.6,252.71,,84.35,116.12,1.43,10.44,1.79,4.52,11,600,2213,3398,7112,11381,0,260.024,-328.9820000000001,1944.9479999999999,1792.770999999999,583,3364,7078.061,11413.061,5,0,156930600,0,0,6.88,-681,-7239,-7774,,-322.976,-3692.982,-5133.112999999999,-9620.29,52.61,59.58,66.72,45.31,false,false,1.41,-1.48,外資持股5/10日下降，且外資5日賣超
