排名,代號,名稱,市場,產業,新部位建議,既有部位建議,既有部位說明,分數,信心度,收盤價,即時價,營收YoY%,累計營收YoY%,營益率%,負債比%,流動比率%,EPS,本益比,股價淨值比,殖利率%,ETF家數,ETF_1日增減張,ETF_3日增減張,ETF_5日增減張,ETF_10日增減張,ETF_20日增減張,主動ETF_5日增減張,法人1日張,法人5日張,法人10日張,法人20日張,投信買賣超1日張,投信買賣超5日張,投信買賣超10日張,投信買賣超20日張,投信5日買超天數,投信5日賣超天數,投信5日估算金額,自營商買賣超5日張,自營商買賣超10日張,外資持股比率%,外資持股1日增減張,外資持股5日增減張,外資持股10日增減張,外資持股20日增減張,外資買賣超1日張,外資買賣超5日張,外資買賣超10日張,外資買賣超20日張,RSI14,KD-K,KD-D,KD-J,KD近3日黃金交叉,KD近3日死亡交叉,距20EMA%,5日報酬%,淘汰原因
11,3702,大聯大,TWSE,電子通路業,等待確認,暫停加碼／跌破減碼,已有部位暫停加碼；若收盤跌破60日EMA約 108.51，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。,69.7,88,110,113.5,131.85,55.18,,,,,13.74,2.1,3.38,31,365,1048,1262,16092,22581,183,1613.912,674.2610000000004,5310.75,-5790.841,198,578.446,13927.395,18366.656000000003,5,0,65075175,1006.9820000000001,2296.077,34.87,1101,-605,-10167,,876.551,-911.1669999999998,-10912.721999999998,-28190.1,48.49,39.7,42.17,34.76,false,false,-1.31,-5.17,外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎
12,9945,潤泰新,TWSE,其他,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 25.96 且法人籌碼轉弱，先減碼三分之一。,69.1,88,26.9,26.95,29.57,40.43,,,,,7.6,0.67,4.07,5,0,-4,5,26,-252,0,7504.711,18029.745,25414.938,25616.080000000005,0,5,26,-252,1,1,135250,310.42999999999995,225.78199999999993,7.79,6485,17824,25337,,7356.583,17714.315000000002,25163.156000000003,25575.101000000002,57.81,62.79,55.75,76.88,true,false,1.98,2.09,20日趨勢尚未上彎；ETF加碼金額或跨基金共識不足
13,2618,長榮航,TWSE,航運業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 40.15 且法人籌碼轉弱，先減碼三分之一。,68.4,88,43.15,43.65,26.58,16.36,,,,,8.22,1.73,4.62,29,1013,2520,4663,-6087,-12572,0,42747.309,141645.747,192565.62000000002,424003.169,458,-374.2779999999998,-16190.664,-38036.781,3,2,-16206237,5070.429999999999,5408.101999999999,30.58,40121,138029,202934,,40012.546,136949.595,203348.182,458333.81399999995,58.2,67.59,58.1,86.56,true,false,3.06,2.86,20日趨勢尚未上彎
14,2887,台新新光金,TWSE,金融保險業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 31.21 且法人籌碼轉弱，先減碼三分之一。,68.3,92,34.8,34.83,329.5,334.28,,,,,17.62,1.58,3.06,34,6934,26149,33421,175217,261188,9,51180.587,65207.854999999996,59671.643,189885.761,2286.702,8572.798,94177.198,161085.72900000005,4,1,308192088,18320.376,22740.650999999998,23.13,49439,47177,-54048,,48157.669,38314.681,-57246.206,-16192.044999999998,55.59,58.2,44.55,85.49,true,false,1.81,-0.43,借券賣出與借券賣出餘額壓力升高
15,6533,晶心科,TWSE,半導體業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 213.10 且法人籌碼轉弱，先減碼三分之一。,68.3,88,227,232,247.04,62.07,,,,,,2.58,,1,20,20,23,23,23,0,475.982,680.922,318.182,347.323,20,23,23,23,2,0,5106000,-3.8509999999999995,-4.981999999999999,11.91,401,636,282,,443.13,661.7729999999999,300.1639999999999,299.42599999999976,57.21,48.74,37.83,70.56,true,false,6.28,6.32,ETF加碼金額或跨基金共識不足
16,3005,神基,TWSE,電腦及週邊設備業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 107.98 且法人籌碼轉弱，先減碼三分之一。,67.4,88,114,115.5,28.59,7.54,,,,,13.99,3.04,5.96,15,120,290,287,725,-1006,0,3790.667,5983.771999999999,6416.422999999999,17298.910999999996,52,10.651000000000003,-74.438,-2510.3920000000003,4,1,1214214,371.235,682.4019999999999,14.54,3302,5657,4394,,3539.627,5601.8859999999995,5808.459,18070.049,57.07,50.84,42.51,67.5,true,false,2.77,1.33,ETF加碼金額或跨基金共識不足
17,2395,研華,TWSE,電腦及週邊設備業,等待確認,暫停加碼／跌破減碼,已有部位暫停加碼；若收盤跌破60日EMA約 499.74，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。,66.6,100,540,560,73.39,32.18,19.04,40.5,171.12,9.05,43.68,9.85,1.98,30,110,464,634,2099,3359,121,-262.366,670.3209999999999,-1512.272,388.63199999999995,43,993.668,2475.567,3464.815,5,0,559435084,170.70600000000002,589.5840000000001,35.13,-617,-639,-4394,,-464.691,-494.0530000000001,-4577.423,-3902.748999999999,50.78,37.1,48.95,13.39,false,false,-0.94,-6.41,外資持股5/10日下降，且外資5日賣超
18,6669,緯穎,TWSE,電腦及週邊設備業,等待確認,暫停加碼／跌破減碼,"已有部位暫停加碼；若收盤跌破60日EMA約 4,992.74，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。",65.9,88,5565,5877.5,29.79,41.71,,,,,18.07,7.15,3.05,40,274,428,579,505,714,445,277.739,601.65,2304.949,3231.6960000000004,465.947,1390.231,2146.4179999999997,3809.3379999999997,5,0,7493345090,14.863,214.609,27.96,-205,-848,-113,,-198.975,-803.444,-56.078,-755.253,57.52,58.36,58.11,58.85,true,false,6.84,-3.13,外資持股5/10日下降，且外資5日賣超；短線過熱或乖離過大
19,2637,慧洋-KY,TWSE,航運業,等待確認,暫停加碼／跌破減碼,已有部位暫停加碼；若收盤跌破60日EMA約 77.78，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。,65.6,87.7,78.6,80.75,57.92,32.32,,,,,11.01,1.16,4.47,8,0,-2,5,746,132,0,506.079,559.748,3431.443,17916.708,300,1610,3104.653,4656.0560000000005,5,0,126063000,51.245000000000005,44.58699999999999,24.54,57,-2047,-1331,,55.099,-1101.497,282.203,13045.837,46.96,22.42,34.41,-1.54,false,false,-1.84,-4.5,外資持股5/10日下降，且外資5日賣超
20,2207,和泰車,TWSE,汽車工業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 490.82 且法人籌碼轉弱，先減碼三分之一。,65.5,88,530,533,48.36,13.06,,,,,16.34,3.92,3.58,15,0,0,4,64,-59,0,535.907,1984.699,2122.3190000000004,3262.125,2,10.815999999999999,73.04299999999999,-53.93100000000002,4,0,6035328,30.399,19.189999999999998,22.53,451,1966,1881,,513.505,1943.484,2030.0859999999998,3271.5920000000006,63.87,71.64,73.71,67.51,false,true,5.14,6.43,
21,2425,承啟,TWSE,電腦及週邊設備業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 39.72 且法人籌碼轉弱，先減碼三分之一。,64.4,68,48,48.33,375.57,116.51,,,,,,1.81,0.21,1,5,7,10,180,213,0,2288.643,1131.8590000000004,613.9560000000005,507.66000000000065,5,10,180,213,3,0,469500,-11,-117.172,10.94,2139,1688,1249,,2282.643,1132.8590000000004,551.1280000000005,275.6470000000005,63.01,67.55,59.99,82.66,true,false,9.58,4.35,
22,2812,台中銀,TWSE,金融保險業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 20.13 且法人籌碼轉弱，先減碼三分之一。,64.3,92,20.45,20.53,16.56,22.61,,,,,13.23,1.32,5.17,7,4,-6,36,52,2833,0,-297,31259.245000000003,43315.525,96418.39499999999,4,36.278,48.702,2852.926,4,1,743699,1087.452,1176.253,9.52,-910,20877,31561,,-1073,30135.515,42090.57,92629.84700000001,52.96,49.86,60.41,28.77,false,true,0.01,-1.45,
23,2845,遠東銀,TWSE,金融保險業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 12.98 且法人籌碼轉弱，先減碼三分之一。,64.3,92,13.45,13.4,20.15,17.21,,,,,15.34,0.92,4.67,7,2,495,2560,2551,5718,0,11856.013,29499.393000000004,28972.980000000007,69457.83800000002,2,2560,2547,5682,5,0,34560000,117.213,108.445,9.69,11592,22788,20277,,11975.8,26822.18,26317.535,63363.284,58.46,63.08,57.82,73.6,true,false,1.05,0.37,
24,1232,大統益,TWSE,食品工業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 150.30 且法人籌碼轉弱，先減碼三分之一。,63.7,100,154,153,16.3,9.34,8.36,46.42,205.52,4.71,17.11,4.48,4.66,1,0,0,2,3,30,0,-22.388,458.664,420.621,951.4049999999999,0,2,3,28,1,0,309000,4.996,-14.643999999999997,2.9,21,560,441,,-24.388,451.668,432.265,919.06,52.53,23.88,23.75,24.16,true,false,0.37,0.33,當下除權息調整價未守20日EMA
25,2006,東和鋼鐵,TWSE,鋼鐵工業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 70.11 且法人籌碼轉弱，先減碼三分之一。,63.7,100,74.4,75.95,9.01,-1.3,12.1,35.77,165.62,4.07,9.91,1.59,5.76,11,0,105,558,1655,3446,0,1666.957,5581.733,8633.704,16323.739,6,576.2,1638.3529999999998,3418.903,5,0,42984520,24.000000000000007,-39.962999999999994,25.8,1619,5722,7902,,1635.237,4981.533,7035.314,12928.193000000001,68.11,86.47,82.98,93.46,false,false,3.69,1.92,累計營收負成長且當月改善不足
26,2383,台光電,TWSE,電子零組件業,等待確認,暫停加碼／跌破減碼,"已有部位暫停加碼；若收盤跌破60日EMA約 4,780.94，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。",63.7,100,4955,5175,120.69,81.82,24.72,63.23,135.5,42.46,74.2,29.15,0.53,50,53,460,605,1048,2128,263,-419.487,-988.317,-1672.435,-1929.5470000000003,-5,285.99199999999996,823.144,1723.019,2,3,1357032040,127.56599999999999,113.93099999999998,43.09,-456,-1548,-2865,,-442.431,-1401.875,-2609.51,-3949.646,51.02,52.4,43.09,71.02,true,false,2.4,2.91,外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎
27,2330,台積電,TWSE,半導體業,等待確認,暫停加碼／跌破減碼,"已有部位暫停加碼；若收盤跌破60日EMA約 2,316.47，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。",63.3,87.9,2380,2377.5,67.87,35.61,,,,,32.6,10.67,0.91,67,8788,26209,28972,43697,57565,1351,23568.654,7586.667999999997,415.953999999997,-80602.44099999999,7063.889,10506.819,13697.873000000001,20002.335000000003,5,0,25479036075,15789.186,19913.432,69.18,13210,-24706,-40628,,13780.099,-18709.337,-33195.350999999995,-129080.528,51.32,53.57,39.67,81.37,true,false,0.91,1.28,外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎
28,2890,永豐金,TWSE,金融保險業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 36.44 且法人籌碼轉弱，先減碼三分之一。,63.2,92,39.6,39.53,50.94,55.23,,,,,19.43,2.22,3.2,30,4090,17040,22748,103382,128449,9,25863.062,58064.315,67022.97700000001,147253.244,2455.364,9914.409,46985.725,57616.77100000001,5,0,402525005,8623.691,5606.982000000002,29.31,23312,41692,17038,,22905.111,39526.215,14430.27,62528.09,56.28,61.73,56.08,73.04,false,false,1.61,0,借券賣出與借券賣出餘額壓力升高
29,1808,潤隆,TWSE,建材營造,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 31.03 且法人籌碼轉弱，先減碼三分之一。,63.1,88,32.85,32.6,162537.27,17993.12,,,,,12.31,2.15,4.55,1,0,0,0,0,0,0,1018.74,2363.563,2925.079,6544.325999999999,0,0,0,0,0,0,0,162,201,4.8,1002,2325,2550,,857.74,2201.563,2724.079,6320.325999999999,61.81,67.09,65.77,69.72,true,false,3.39,2.18,
30,2356,英業達,TWSE,電腦及週邊設備業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 61.26 且法人籌碼轉弱，先減碼三分之一。,63.1,88,61.5,62.35,61.62,36.83,,,,,23.5,3.02,3.24,23,518,2314,2787,-10290,10142,0,2792.474,7967.7080000000005,31895.605000000003,16510.91900000001,166,1340.9470000000001,-18761.327999999998,-1857.5890000000018,5,0,82870525,-541.9870000000001,846.2789999999999,17.35,1452,19861,65662,,2133.286,7168.748,49810.654,19674.96700000001,47.76,47.61,43.47,55.88,true,true,-1.16,-3.61,20日趨勢尚未上彎
31,3029,零壹,TWSE,資訊服務業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 102.54 且法人籌碼轉弱，先減碼三分之一。,63.1,88,105,105.75,13.58,9.41,,,,,16.1,3.6,5.02,3,13,12,12,3,-5,0,2488.574,2918.0399999999995,3244.2589999999996,6747.804999999998,13,12,3.08,-5.822,1,1,1314000,8.065,9.089999999999998,7.03,2533,3340,3166,,2467.406,2897.975,3232.089,6751.705,53.53,55.55,48.43,69.79,true,false,1.57,0.96,
32,2884,玉山金,TWSE,金融保險業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 34.67 且法人籌碼轉弱，先減碼三分之一。,63,92,38.25,37.92,25.3,24.84,,,,,17.57,2.2,3.62,29,4840,17971,21481,41886,50430,504,19331.712,72711.552,138054.207,285261.33099999995,1548.639,4265.566,7882.794,877.4989999999993,5,0,164864126,10461.749,17205.619,32.03,17840,60700,103259,,17607.359,57984.23700000001,112965.79400000002,253341.84800000006,69.84,80.99,77.28,88.42,false,false,5.79,5.08,
33,1101,台泥,TWSE,水泥工業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 24.06 且法人籌碼轉弱，先減碼三分之一。,62.9,88,24.15,24.03,32.4,1.54,,,,,,0.77,3.29,7,49,46,53,17,-3864,0,2822.929,41796.505999999994,53943.627,30094.706999999984,87,172,169,-3773,4,0,4179600,1177.924,787.0819999999999,14.45,-5908,37162,58659,,2275.767,40446.582,52987.545,34268.98900000001,52.64,46.49,58.84,21.77,false,false,0.76,-1.02,
34,2727,王品,TWSE,觀光餐旅,等待確認,暫停加碼／跌破減碼,已有部位暫停加碼；若收盤跌破60日EMA約 233.86，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。,62.4,88,235,230.75,16.59,12.08,,,,,14.09,5.07,6.87,2,0,0,0,0,1,0,558.256,2696.7999999999997,3011.575,1310.0539999999999,0,2,3,-26,2,0,469000,-116.50200000000001,-118.49000000000001,31.94,561,2482,3159,,567.766,2811.302,3127.0649999999996,1657.177,53.59,70.91,64.61,83.51,false,false,1.61,4.21,20日趨勢尚未上彎；當下除權息調整價未守20日EMA
35,7769,鴻勁,TWSE,半導體業,等待確認,續抱觀察,"已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 6,299.58 且法人籌碼轉弱，先減碼三分之一。",62.4,87.9,6600,6622.5,106.54,91.6,,,,,77.12,17.73,1.05,30,9,83,113,213,374,39,-88.292,262.07599999999996,191.42599999999996,42.12099999999997,-47,145.913,230.471,549.4180000000001,2,3,901742340,30.522999999999996,35.343999999999994,19.31,25,70,-56,,-43.476,85.64,-74.389,-587.7819999999999,53.45,56.92,40.76,89.23,true,false,5.6,8.02,20日趨勢尚未上彎
36,3665,貿聯-KY,TWSE,其他電子業,等待確認,續抱觀察,"已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 2,057.58 且法人籌碼轉弱，先減碼三分之一。",62.3,84,2100,2207.5,63.79,33.97,,,,,42.38,8.78,0.72,38,386,727,1230,2770,3365,883,188.361,435.287,2711.8909999999996,3595.823,363.233,2120.3320000000003,6257.126,7905.785,5,0,4452697200,29.252999999999997,107.24,52.57,-243,-1190,-2027,,-225.213,-1714.298,-3652.4749999999995,-4328.596,52.51,53.05,59.67,39.82,false,true,2.84,-2.33,外資持股趨勢資料不足或期間有非市場異動；借券賣出與借券賣出餘額壓力升高
37,2059,川湖,TWSE,電子零組件業,等待確認,暫停加碼／跌破減碼,"已有部位暫停加碼；若收盤跌破60日EMA約 6,817.26，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。",62.2,87.9,8450,8635,220.52,98.95,,,,,69.19,23.73,0.65,33,11,83,134,165,342,64,34.007,207.267,518.664,470.50199999999995,47.4,341.454,488.817,1041.262,5,0,2680413900,50.035,33.001999999999995,23.83,-20,-190,-53,,-24.027,-184.222,-3.1550000000000153,-627.969,59.05,56.76,41.53,87.24,true,false,8.48,2.11,外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎
38,5434,崇越,TWSE,電子通路業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 490.31 且法人籌碼轉弱，先減碼三分之一。,62.1,100,505,518,32.86,20.2,7.4,53.86,133.72,14.79,21.21,5.04,2.68,25,37,13,31,614,3431,7,376.821,706.5420000000001,740.6030000000001,2229.403,38.117,30.701999999999998,615.958,5246.485000000001,4,1,15351000,11.941,24.629000000000005,30.42,404,1050,667,,331.395,663.899,100.0160000000001,-3092.1899999999996,46.32,24.45,27.1,19.15,false,false,-3.35,-7,20日趨勢尚未上彎；當下除權息調整價未守20日EMA
39,5522,遠雄,TWSE,建材營造,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 68.43 且法人籌碼轉弱，先減碼三分之一。,62.1,88,65,64.65,2513.5,792.74,,,,,6.86,1.07,8.47,5,0,0,-3,16,211,0,-42.467,-13.643,1768.29,4411.758000000001,2,4.049,162.05,835.321,4,1,262780,90,51.669,4.74,-41,-120,1320,,-96.467,-107.692,1554.571,3401.7680000000005,40.57,16.11,22.24,3.85,false,false,-2.18,-2.26,20日累積後5日轉為調節；當下除權息調整價未守20日EMA
40,6446,藥華藥,TWSE,生技醫療業,等待確認,續抱觀察,"已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 1,019.56 且法人籌碼轉弱，先減碼三分之一。",62,85,1165,1165,94.88,74.59,,,,,66.46,11.44,0.24,17,5,15,142,163,408,128,-567.54,-752.1619999999998,-1586.1909999999998,-3876.886,7.449,145.566,137.77700000000002,379.4800000000001,4,0,154299960,72.911,79.16,24.96,10003,10493,9760,,-627.043,-970.6390000000001,-1803.128,-4279.172,52.99,34.25,20.41,61.94,true,false,1.89,-2.51,外資持股趨勢資料不足或期間有非市場異動；20日趨勢尚未上彎；借券賣出與借券賣出餘額壓力升高
41,1907,永豐餘,TWSE,造紙工業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 27.05 且法人籌碼轉弱，先減碼三分之一。,61.9,88,29.05,29.05,12.66,4.44,,,,,20.75,0.62,3.44,3,0,27,27,47,353,0,583.256,4561.789,4272.436999999999,10591.036999999998,6,35.08,52.086999999999996,335.71299999999997,3,0,1019074,114,69,12.72,653,2985,3193,,531.256,4412.709,4151.349999999999,10143.892,63.18,66.47,57.5,84.41,false,false,3.02,3.57,
42,6277,宏正,TWSE,電腦及週邊設備業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 73.65 且法人籌碼轉弱，先減碼三分之一。,61.7,88,78.6,78.8,35.12,12.79,,,,,24.68,2.06,4.36,2,1,1,1,4,38,0,364.091,804.208,637.0859999999999,1637.8089999999997,1,1,4,38,1,0,80200,18.03,19.333000000000002,10.8,403,967,655,,358.074,785.178,613.7529999999999,1576.358,56.82,50.9,45.58,61.53,true,false,3.09,-0.38,
43,3045,台灣大,TWSE,通信網路業,等待確認,暫停加碼／跌破減碼,已有部位暫停加碼；若收盤跌破60日EMA約 113.46，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。,61.5,88,114,112.75,6.57,3.74,,,,,22.82,3.74,4.21,37,2013,3871,4791,2356,12638,1,6756.856,30838.459,59049.969999999994,108858.56899999999,1491.61,2331.8759999999997,-3755.172,3055.404999999999,5,0,262336050,1574.383,2611.293,16.47,5443,27098,59739,,5165.819,26932.2,60193.849,101886.46199999998,52.28,65.64,70.34,56.26,false,true,0.68,0.44,20日趨勢尚未上彎；當下除權息調整價未守20日EMA
