排名,代號,名稱,市場,產業,新部位建議,既有部位狀態,今天動作,下一次確認,既有部位說明,短期時機分數,中期研究分數,長期初篩分數,長期方法覆蓋率%,資料健康度,資料健康狀態,收盤價,即時價,營收YoY%,累計營收YoY%,營益率%,負債比%,流動比率%,EPS,本益比,股價淨值比,殖利率%,ETF家數,ETF_1日增減張,ETF_3日增減張,ETF_5日增減張,ETF_10日增減張,ETF_20日增減張,主動ETF_5日增減張,法人1日張,法人5日張,法人10日張,法人20日張,投信買賣超1日張,投信買賣超5日張,投信買賣超10日張,投信買賣超20日張,投信5日買超天數,投信5日賣超天數,投信5日估算金額,自營商買賣超5日張,自營商買賣超10日張,外資持股比率%,外資持股1日增減張,外資持股5日增減張,外資持股10日增減張,外資持股20日增減張,外資買賣超1日張,外資買賣超5日張,外資買賣超10日張,外資買賣超20日張,RSI14,KD-K,KD-D,KD-J,KD近3日黃金交叉,KD近3日死亡交叉,距20EMA%,5日報酬%,淘汰原因
1,3034,聯詠,TWSE,半導體業,可開始承接,符合加碼條件,只在回測承接區且法人未轉弱時分2–3批,回測時與每個交易日收盤後,已有部位可續抱；回測20日EMA約 524.09 且ETF、外資與投信未轉弱時，才考慮下一批。,80.8,71,58.4,85,100,可用,542,550,26.8,1.15,20.26,42.09,222.47,16.59,18.91,4.78,4.24,50,-44,88,605,190,-66,91,2025.092,4129.823,4322.349000000001,12402.301,-44,596.436,482.78000000000003,-41.985000000000014,4,1,323268312,115.77700000000002,-72.23599999999999,42.93,1852,3874,5088,,1838.05,3417.61,3911.8050000000007,12779.521,57.75,57.47,46.82,78.78,true,false,3.42,6.48,
2,5289,宜鼎,TPEX,電腦及週邊設備業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,"已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 1,487.18 且法人籌碼轉弱，先減碼三分之一。",79.6,85.8,76.5,85,100,可用,1570,1550,636.53,548.79,56.13,48.99,233.33,166.45,8.72,6.5,1.08,10,33,36,80,77,189,81,460.632,460.632,460.632,460.632,33,33,33,33,1,0,51810000,7.107,7.107,28.71,,,,,420.525,420.525,420.525,420.525,56.35,59.81,53.24,72.94,true,false,5.86,2.61,外資持股趨勢資料不足或期間有非市場異動
3,4967,十銓,TWSE,半導體業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 254.86 且法人籌碼轉弱，先減碼三分之一。,73.2,82.7,71.6,85,100,完整,278,277.5,98.75,71.29,35.94,50.67,191.64,53.44,4.13,2.12,3.1,2,0,0,0,-10,-59,0,-16.351,287.76800000000026,-1433.0139999999997,4253.826,0,0,-10,-57.29,0,0,0,40.58100000000001,-105.04399999999998,8.81,-35,696,-2199,,-76.998,247.18700000000013,-1317.97,4043.7689999999993,60.7,57.49,52.12,68.22,true,false,6.31,5.5,
4,2408,南亞科,TWSE,半導體業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 424.29 且法人籌碼轉弱，先減碼三分之一。,73.8,80.1,81.6,85,100,可用,501,495,719.61,660.87,69.08,16.78,691.01,23.38,19.44,5.36,0.27,35,-72,271,820,-605,2745,-216,-11149.607,11891.535,59946.91499999999,137221.466,887.791,2994.2470000000003,5306.018000000001,8316.552000000001,5,0,1500117747,-525.4730000000002,88.5419999999998,16.33,-10460,14099,47491,,-11488.857,9422.761,54552.355,128186.743,56.08,51.71,62.6,29.93,false,false,4.98,-4.39,主動ETF 5日轉為減碼
5,2637,慧洋-KY,TWSE,航運業,等待確認,保護持有,今天不新增部位；未完成確認前不機械式賣出,今天收盤後；若跌破，再看下一交易日是否收復,已有部位暫停加碼；若收盤跌破60日EMA約 82.64，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。,70.2,78.1,69.8,85,100,可用,97.1,97.5,56.22,35.67,33.36,41.18,92.13,4.1,10.8,1.46,3.6,9,-199,25,219,192,-580,411,-44.933,6677.898999999999,7588.866999999999,14405.795999999998,-5556.7,-5141.7,-5167.867,-3360.867,2,3,-499259070,41.577000000000005,17.663000000000007,27.11,5580,13048,13935,,5544.206,11778.022,12739.071,17848.280999999995,67.13,76.56,81.19,67.28,false,true,9.52,11.61,投信5/10日持續且具金額意義的賣超；KD高檔死亡交叉，等待動能確認；融資增幅與短線漲幅同步偏高；借券賣出與借券賣出餘額壓力升高
6,8112,至上,TWSE,電子通路業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 88.96 且法人籌碼轉弱，先減碼三分之一。,76,76.2,54.1,85,100,完整,95.4,96.4,333.48,180.42,3.16,85.96,127.95,9.45,7.22,2.35,3.98,7,0,834,889,2018,1377,0,7759.179,5736.581000000002,27289.263,51255.92599999999,0,889,1657.1019999999999,920.4729999999998,3,0,84810600,-248.55899999999997,-652.955,21.73,8157,6360,17085,,7547.962,5096.140000000001,26285.116,51019.413,58.25,46.39,50.17,38.82,false,false,4.51,2.03,ETF加碼金額或跨基金共識不足
7,4772,台特化,TPEX,化學工業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 260.98 且法人籌碼轉弱，先減碼三分之一。,70.7,75.2,60.6,85,100,可用,264.5,264.5,269.27,263.78,40.7,45.88,267.26,2.83,47.74,10.55,1.13,1,0,0,0,0,1,0,122.857,122.857,122.857,122.857,0,0,0,0,0,0,0,41.91,41.91,7.76,,,,,80.947,80.947,80.947,80.947,59.22,64,62.61,66.76,true,false,6,3.73,外資持股趨勢資料不足或期間有非市場異動
8,8422,可寧衛*,TWSE,綠能環保,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 27.07 且法人籌碼轉弱，先減碼三分之一。,75.7,75.2,55.1,85,100,完整,27.2,27.2,59.87,28.17,27.67,55.71,104.84,0.55,28.33,3.59,4.41,4,0,2559,3277,3684,3660,0,2410.005,8580.136,12943.183,22983.424000000003,0,3268,3675.396,3679.396,2,1,88889600,120.863,205.345,5.48,2965,9235,2141,,2410.921,5191.272999999999,9062.442,18633.818,55.84,72.66,70.37,77.24,true,true,2.27,2.84,ETF加碼金額或跨基金共識不足
9,2615,萬海,TWSE,航運業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 88.14 且法人籌碼轉弱，先減碼三分之一。,72.3,75,77.1,85,100,可用,124.5,125,50.13,12.83,22.16,33.53,299.27,6.84,8.55,1.21,2.41,12,0,818,1648,1595,1669,1611,11048.702,50984.519,92236.561,116647.514,12,1643.324,1583.2020000000002,1709.3880000000006,3,2,204593838,3189.081,5157.4580000000005,48.34,12861,50607,89353,,11518.471,46152.113999999994,85495.90099999998,108935.841,91.15,92.25,89.36,98.03,false,false,26.66,25,短線過熱或乖離過大；借券賣出與借券賣出餘額壓力升高
10,2855,統一證,TWSE,金融保險業,等待確認,保護持有,今天不新增部位；未完成確認前不機械式賣出,今天收盤後；若跌破，再看下一交易日是否收復,已有部位暫停加碼；若收盤跌破60日EMA約 45.56，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。,67.5,74.5,70.2,85,90.8,可用,46.2,46.2,19.6,252.71,,84.35,116.12,1.43,10.34,1.77,4.57,11,1332,2541,4154,7508,12872,0,-1425.561,-568.64,441.98200000000037,1380.8490000000002,1324,4129,7483.061,12899.061,5,0,190759800,0,0,6.76,-2035,-7565,-8755,,-2749.561,-4697.640000000001,-7041.0790000000015,-11518.212000000001,50.28,46.91,58.33,24.06,false,false,0.18,-0.86,外資持股5/10日下降，且外資5日賣超
