排名,代號,名稱,市場,產業,新部位建議,既有部位狀態,今天動作,下一次確認,既有部位說明,短期時機分數,中期研究分數,長期初篩分數,長期方法覆蓋率%,資料健康度,資料健康狀態,收盤價,即時價,營收YoY%,累計營收YoY%,營益率%,負債比%,流動比率%,EPS,本益比,股價淨值比,殖利率%,ETF家數,ETF_1日增減張,ETF_3日增減張,ETF_5日增減張,ETF_10日增減張,ETF_20日增減張,主動ETF_5日增減張,法人1日張,法人5日張,法人10日張,法人20日張,投信買賣超1日張,投信買賣超5日張,投信買賣超10日張,投信買賣超20日張,投信5日買超天數,投信5日賣超天數,投信5日估算金額,自營商買賣超5日張,自營商買賣超10日張,外資持股比率%,外資持股1日增減張,外資持股5日增減張,外資持股10日增減張,外資持股20日增減張,外資買賣超1日張,外資買賣超5日張,外資買賣超10日張,外資買賣超20日張,RSI14,KD-K,KD-D,KD-J,KD近3日黃金交叉,KD近3日死亡交叉,距20EMA%,5日報酬%,淘汰原因
1,2542,興富發,TWSE,建材營造,可開始承接,符合加碼條件,只在回測承接區且法人未轉弱時分2–3批,回測時與每個交易日收盤後,已有部位可續抱；回測20日EMA約 44.96 且ETF、外資與投信未轉弱時，才考慮下一批。,74.8,72.8,53.2,85,100,可用,47.55,47.53,196.59,404.28,24.76,77.72,140.2,2.45,10.83,2,8.55,10,2426,4309,5116,7126,27456,0,6595.778,14987.018,15464.546,18917.164,2421,5111.051,7121.051,27475.651,5,0,239197187,292.133,2000.865,8.3,3915,7045,4076,,4125.628,9583.833999999999,6342.629999999998,-15394.972000000002,74.43,91.59,87.27,100.24,false,false,5.75,6.73,
2,2357,華碩,TWSE,電腦及週邊設備業,可開始承接,符合加碼條件,只在回測承接區且法人未轉弱時分2–3批,回測時與每個交易日收盤後,已有部位可續抱；回測20日EMA約 838.95 且ETF、外資與投信未轉弱時，才考慮下一批。,72.4,71.5,56.5,85,100,可用,909,905.5,53.33,40.88,7.05,62.01,128,38.83,13.71,2.31,4.48,42,358,77,135,672,1914,0,-500.864,10004.93,14769.952000000001,28246.038999999997,420.487,358.35200000000003,98.14600000000007,66.09999999999997,3,2,336134176,162.69000000000003,28.12900000000002,39.18,-987,9629,14515,,-880.231,9483.888,14643.677,27036.98,62.65,68.38,77.72,49.72,false,true,8.35,8.34,
3,8271,宇瞻,TWSE,半導體業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 210.66 且法人籌碼轉弱，先減碼三分之一。,66.8,79.9,69.6,85,100,完整,225,224.75,164.99,235.51,34.73,55.84,184.73,35.51,5.67,3.11,1.95,5,0,0,1,221,268,0,-569.414,-3236.138,1137.866,3229.9190000000003,0,0.318,220.42000000000002,269.42,1,0,72504,-128.375,-256.254,9.61,-498,-2927,1015,,-548.49,-3108.080999999999,1173.7000000000005,3187.8250000000007,53.61,35.08,50.93,3.38,false,false,1.2,-4.05,ETF加碼金額或跨基金共識不足
4,2605,新興,TWSE,航運業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 31.93 且法人籌碼轉弱，先減碼三分之一。,67.5,78.9,81.8,85,100,完整,35.4,34.85,36.27,35.12,33.49,26.88,212.23,3.67,6.71,1,3.04,1,0,0,0,0,6,0,328.198,61.692999999999515,4764.885,10393.97,0,0,0,38,0,0,0,-57.96300000000004,414.80600000000004,49.98,15,39,4269,,12.259,119.65599999999979,4350.079,11083.699999999997,71.62,72.75,67.9,82.44,true,true,9.76,8.09,單季稅前獲利對營業外貢獻依賴偏高
5,5289,宜鼎,TPEX,電腦及週邊設備業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,"已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 1,479.71 且法人籌碼轉弱，先減碼三分之一。",61.3,75.9,76.6,85,100,可用,1470,1467.5,636.53,548.79,56.13,48.99,233.33,166.45,8.5,6.33,1.11,11,-1,-3,-3,67,96,-2,740.338,740.338,740.338,740.338,-0.529,-0.529,-0.529,-0.529,0,1,-809370,36.036,36.036,27.35,,,,,704.831,704.831,704.831,704.831,50.41,40.14,53.17,14.09,false,false,0.84,0,20日累積後5日轉為調節；ETF 1/3日已轉為減碼；主動ETF 5日轉為減碼；外資持股趨勢資料不足或期間有非市場異動
6,8422,可寧衛*,TWSE,綠能環保,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 27.04 且法人籌碼轉弱，先減碼三分之一。,72.5,74.9,57.5,85,100,完整,27.05,27.1,59.87,28.17,27.67,55.71,104.84,0.55,27.55,3.49,4.54,4,413,411,407,383,397,0,870,4363.0470000000005,8081.173999999999,15747.584999999995,413,407.396,383.396,440.396,2,2,10775624,84.482,224.74099999999996,4.8,-5099,-7094,-4388,,435,3871.1690000000003,7473.037000000001,14940.903000000002,55.51,71.09,70.76,71.75,true,true,2.45,1.5,ETF加碼，但外資持股5/10日同步下降；ETF加碼金額或跨基金共識不足
7,8112,至上,TWSE,電子通路業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 88.33 且法人籌碼轉弱，先減碼三分之一。,73.5,74.8,54.4,85,100,完整,90.9,90.55,333.48,180.42,3.16,85.96,127.95,9.45,7.07,2.3,4.06,7,166,1304,1129,497,1756,0,-5721.386,21552.681999999997,50971.69999999999,60633.13299999998,166,768.102,40.96899999999994,-520.0120000000001,3,1,71817537,-404.3960000000001,-621.563,20.6,-10900,10725,40023,,-5790.142,21188.976000000002,51552.294,62073.299999999996,52.03,60.04,71.82,36.47,false,true,0.76,-9.1,ETF加碼金額或跨基金共識不足
8,2360,致茂,TWSE,其他電子業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,"已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 2,081.17 且法人籌碼轉弱，先減碼三分之一。",74.9,74.4,60.6,85,100,可用,2310,2307.5,175.26,101.53,39.54,47.08,167.28,21.27,60.2,30.3,0.83,47,-74,9,69,-766,1690,129,39.462,945.699,425.972,-2090.491,-129.984,349.503,-3647.529,2475.8,4,1,824827080,26.165999999999997,-40.31199999999998,58.57,68,516,3993,,104.447,570.03,4113.813,-4606.656000000001,60.98,83.27,77.22,95.38,false,false,8.98,11.06,
9,2855,統一證,TWSE,金融保險業,等待確認,保護持有,今天不新增部位；未完成確認前不機械式賣出,今天收盤後；若跌破，再看下一交易日是否收復,已有部位暫停加碼；若收盤跌破60日EMA約 45.42，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。,67.6,74.2,69.6,85,90.8,可用,46.85,46.73,19.6,252.71,,84.35,116.12,1.43,10.43,1.79,4.53,11,588,1789,3359,6062,9466,0,-664,1010.6220000000001,1717.8569999999997,-720.2330000000005,583,3354.061,6057.061,9527.288999999999,5,0,156299243,0,0,7.23,-1209,-1190,-3401,,-1247,-2343.4390000000003,-4339.204000000001,-10247.522,53.66,70.02,75.36,59.34,false,true,1.97,1.41,外資持股5/10日下降，且外資5日賣超
10,3260,威剛,TPEX,半導體業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 400.02 且法人籌碼轉弱，先減碼三分之一。,56.3,73.9,71.3,85,100,可用,388.5,387.5,331.29,206.73,38.98,62.91,181.44,62.46,5.17,3.29,4.25,14,69,65,58,-82,267,0,-603.422,-603.422,-603.422,-603.422,69.3,69.3,69.3,69.3,1,0,27720000,-45.287,-45.287,21.16,,,,,-627.435,-627.435,-627.435,-627.435,45.48,25.1,42.21,-9.12,false,false,-2.77,-4.19,外資持股趨勢資料不足或期間有非市場異動；當下除權息調整價未守20日EMA
