排名,代號,名稱,市場,產業,新部位建議,既有部位建議,既有部位說明,分數,信心度,收盤價,即時價,營收YoY%,累計營收YoY%,營益率%,負債比%,流動比率%,EPS,本益比,股價淨值比,殖利率%,ETF家數,ETF_1日增減張,ETF_3日增減張,ETF_5日增減張,ETF_10日增減張,ETF_20日增減張,主動ETF_5日增減張,法人1日張,法人5日張,法人10日張,法人20日張,投信買賣超1日張,投信買賣超5日張,投信買賣超10日張,投信買賣超20日張,投信5日買超天數,投信5日賣超天數,投信5日估算金額,自營商買賣超5日張,自營商買賣超10日張,外資持股比率%,外資持股1日增減張,外資持股5日增減張,外資持股10日增減張,外資持股20日增減張,外資買賣超1日張,外資買賣超5日張,外資買賣超10日張,外資買賣超20日張,RSI14,KD-K,KD-D,KD-J,KD近3日黃金交叉,KD近3日死亡交叉,距20EMA%,5日報酬%,淘汰原因
23,1590,亞德客-KY,TWSE,電機機械,等待確認,續抱觀察,"已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 1,340.18 且法人籌碼轉弱，先減碼三分之一。",65.7,100,1365,1322.5,44.88,30.08,33.2,17.79,280.31,13.35,29.88,5.37,2.13,15,-192,-189,0,333,381,-202,-285.555,83.22300000000001,228.24200000000002,1155.999,-471.96,-272.96,66.89600000000002,117.73200000000003,4,1,-372590400,23.871,35.839000000000006,80.78,147,247,46,,177.67,332.312,125.50700000000002,1000.999,50.13,66,67.2,63.61,false,true,-0.17,-4.55,ETF 1/3日已轉為減碼；主動ETF 5日轉為減碼；當下除權息調整價未守20日EMA
24,2395,研華,TWSE,電腦及週邊設備業,等待確認,暫停加碼／跌破減碼,已有部位暫停加碼；若收盤跌破60日EMA約 495.07，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。,65.5,100,559,561,73.39,32.18,18.29,40.64,165.38,3.85,43.13,9.73,2.01,30,151,184,1045,2427,2988,-183,-91.663,-1177.021,-1527.927,2369.495,109.583,1020.398,2314.3990000000003,2612.7540000000004,5,0,567341288,161.864,385.85499999999996,35.24,-262,-2222,-4124,,-245.47,-2359.283,-4228.181,-948.6029999999992,57.03,58.89,61.2,54.27,false,true,2.69,-6.21,外資持股5/10日下降，且外資5日賣超
25,6024,群益期,TWSE,金融保險業,等待確認,暫停加碼／跌破減碼,已有部位暫停加碼；若收盤跌破60日EMA約 61.19，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。,65,100,64.2,63.85,124.15,-29.03,,87.11,113.58,1.76,10.69,1.46,5.44,2,0,1,0,123,125,0,-515.396,-553.063,-320.4870000000001,17.51299999999992,0,0,123,125,1,1,0,0,5,4.6,-547,-553,-555,,-515.396,-553.063,-448.4870000000001,-114.48700000000008,57.11,49.61,59.81,29.2,false,true,0.75,-0.47,外資持股5/10日下降，且外資5日賣超
26,2890,永豐金,TWSE,金融保險業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 36.00 且法人籌碼轉弱，先減碼三分之一。,64.9,100,39.1,39.08,50.94,55.23,,92.98,,0.76,18.49,2.11,3.36,29,4619,5965,49331,93194,238058,1063,1803.104,27221.996,46997.471,132777.303,2887.402,17215.335,42275.805,176091.698,5,0,665372698,-3850.5480000000007,15647.646999999999,29.11,341,16688,-5133,,-4410.111,13857.208999999999,-10925.981000000002,-68528.639,57.03,48.88,40.3,66.05,true,false,1.06,-0.79,20日趨勢尚未上彎；借券賣出與借券賣出餘額壓力升高
27,2324,仁寶,TWSE,電腦及週邊設備業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 35.14 且法人籌碼轉弱，先減碼三分之一。,64.6,100,36.2,35.78,58.38,15.82,1.31,67.75,130.7,0.45,26.09,1.16,3.17,11,400,529,1262,1953,-42958,0,-3426.772,20733.690000000002,44137.329,56286.875,82,395.78999999999996,-4017.0950000000003,-52189.155,5,0,13733913,-301.89799999999997,4434.950000000001,35.72,-12171,18160,46464,,-2757.285,20639.798000000003,43719.474,99915.426,50.86,58.16,57.76,58.97,true,true,0.36,0,外資持股趨勢資料不足或期間有非市場異動；當下除權息調整價未守20日EMA
28,6446,藥華藥,TWSE,生技醫療業,等待確認,暫停加碼／跌破減碼,"已有部位暫停加碼；若收盤跌破60日EMA約 1,012.94，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。",64.5,100,1115,1107.5,94.88,74.59,40.75,14.06,652.75,5.79,69.91,12.04,0.23,17,2,127,136,63,516,130,-354.056,-798.0989999999999,-2406.806,-2994.155,0,100.511,66.908,489.908,3,1,112069765,5.448999999999998,3.713999999999995,24.72,-312,-563,-1915,,-352.025,-904.059,-2477.4280000000003,-3445.0020000000004,47.05,9.23,13.67,0.34,false,false,-4.38,-5.51,外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
29,2887,台新新光金,TWSE,金融保險業,等待確認,暫停加碼／跌破減碼,已有部位暫停加碼；若收盤跌破60日EMA約 30.89，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。,64.2,100,34,33.67,329.5,334.28,,93.39,,0.82,16.64,1.49,3.24,33,6608,7264,31452,193398,287404,-57,-12911.706,4820.566999999999,9935.701999999997,139112.05599999998,3806.297,23773.508,126083.981,204401.99599999998,4,1,807110597,7792.068000000001,26683.692,22.92,-15219,-18013,-170165,,-24385.139,-26745.009,-142831.971,-101720.916,53.53,29.19,33.59,20.4,false,false,-0.4,-1.73,主動ETF 5日轉為減碼；外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
30,8114,振樺電,TWSE,電腦及週邊設備業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 206.17 且法人籌碼轉弱，先減碼三分之一。,63.6,100,212,212,19.14,-25.79,17.79,29.6,215.8,2.75,14.23,2.15,5.37,3,0,0,-3,0,-5,0,40.684,2188.475,2347.68,2968.999,0,225,228,382,2,0,48037500,19.074,7.939000000000002,15.11,32,1887,1953,,40.939,1944.401,2111.7410000000004,2550.9860000000003,52.38,55.29,57.38,51.1,false,true,1.71,-4.07,
31,2527,宏璟,TWSE,建材營造,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 40.55 且法人籌碼轉弱，先減碼三分之一。,63.5,100,43.45,42.98,365.12,2533.23,24.56,35.23,156,3.45,8.51,0.52,3.48,1,0,2,2,85,1,0,-198.464,-419.1210000000001,1888.33,3976.49,0,2,85,1,1,0,86300,56.388,101.91199999999999,44,11,-202,1636,,-224.1,-477.509,1701.418,3868.225,48.61,28.58,49.37,-13,false,false,-3.18,-11.42,當下除權息調整價未守20日EMA
32,2425,承啟,TWSE,電腦及週邊設備業,等待確認,暫停加碼／跌破減碼,已有部位暫停加碼；若收盤跌破60日EMA約 39.07，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。,62.8,85,44.2,43.83,375.57,116.51,0.01,54.57,183.46,0.62,,1.67,0.23,1,0,10,88,206,206,0,229.703,-919.5070000000001,-1744.503,-1074.4029999999998,0,88,206,206,4,0,3810400,50.828,99.36500000000001,8.87,331,-591,-1566,,159.703,-1058.3350000000003,-2049.8680000000004,-1376.7680000000005,55.8,56.23,56.81,55.08,false,true,2.74,-2.1,外資持股5/10日下降，且外資5日賣超；單季稅前獲利對營業外貢獻依賴偏高
33,2646,星宇航空,TWSE,航運業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 21.17 且法人籌碼轉弱，先減碼三分之一。,62.5,100,21.85,21.73,40.81,30,9.87,78.34,92.65,0.3,242.22,2.06,,3,0,0,23,32,1789,23,5413.519,2199.888000000001,15205.419,21763.531,1,43,45,1799,4,0,937400,-74.93700000000001,391.729,3.31,5551,397,9429,,5311.4,2231.825,14768.689999999999,19633.307,59.37,58.95,51.81,73.25,true,false,2.14,2.1,
34,5269,祥碩,TWSE,半導體業,等待確認,續抱觀察,"已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 1,426.54 且法人籌碼轉弱，先減碼三分之一。",62.1,100,1445,1467.5,-22.41,5.4,23.09,10.61,299.01,24.85,17.85,2.92,3.12,18,3,11,88,349,2200,0,637.028,582.2729999999999,738.7199999999999,2595.242,3,79,340,2191,5,0,114945000,-101.785,-155.054,8.62,710,916,416,,690.422,605.058,553.774,621.6199999999999,49.38,46.91,40.27,60.19,true,false,-0.21,2.12,20日趨勢尚未上彎；單季稅前獲利對營業外貢獻依賴偏高
35,1210,大成,TWSE,食品工業,等待確認,暫停加碼／跌破減碼,已有部位暫停加碼；若收盤跌破60日EMA約 55.74，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。,61.5,100,57.8,57.6,12.17,6.36,4.39,55.28,83.22,0.94,13.63,1.91,5.22,5,60,431,431,1088,2170,0,-120.269,866.5820000000002,4766.795,7640.549,61,440,1091,2172,3,0,25300000,1357.245,2584.805,8.34,-329,-814,-81,,-371.646,-930.663,1090.99,2011.595,56.46,47.91,44.29,55.15,true,false,0.93,1.4,外資持股5/10日下降，且外資5日賣超
36,2885,元大金,TWSE,金融保險業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 61.99 且法人籌碼轉弱，先減碼三分之一。,61.4,100,64.3,63.95,72.83,142.25,,91.67,,1.08,19.54,2.36,3.46,39,2741,6459,8055,13425,30558,1574,-1649.09,38106.383,22823.844999999994,17128.961999999992,4030.022,10698.159999999998,-548.8330000000014,7750.253999999999,4,1,679333160,3051.3409999999994,10333.640999999998,26.8,-8623,23511,5621,,-9057.205,24356.881999999998,13039.036999999998,-8344.871000000001,48.37,49.83,38.52,72.44,false,false,-0.87,1.9,20日趨勢尚未上彎；當下除權息調整價未守20日EMA
37,6579,研揚,TWSE,電腦及週邊設備業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 156.42 且法人籌碼轉弱，先減碼三分之一。,61.3,100,163,161,47.1,28.75,8.7,22.94,253.99,3.81,29.82,2.64,2.31,1,0,0,0,0,0,0,118.58,458.946,500.29200000000003,1749.998,0,2,1,0,1,0,325000,77.253,142.52200000000002,4.47,126,601,648,,111.917,379.693,356.77,1569.77,49.43,53.28,56.83,46.2,false,true,-1.14,-2.4,當下除權息調整價未守20日EMA；單季稅前獲利對營業外貢獻依賴偏高
38,2801,彰銀,TWSE,金融保險業,等待確認,暫停加碼／跌破減碼,已有部位暫停加碼；若收盤跌破60日EMA約 22.85，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。,61.2,100,24.65,24.6,9.51,14.62,,93.51,,0.44,15.34,1.28,4.28,17,187,812,19959,52305,182349,0,-2523.464,-8201.434999999998,22871.765,32657.989999999998,195,20056.476000000002,52351.588,182390.588,5,0,492386486,195.461,105.72799999999995,17.24,-12055,-44211,-45036,,-2788.174,-28453.372,-29585.551000000007,-149633.826,66.08,80.5,77.72,86.06,false,false,2.67,0,外資持股5/10日下降，且外資5日賣超
39,5434,崇越,TWSE,電子通路業,等待確認,暫停加碼／跌破減碼,已有部位暫停加碼；若收盤跌破60日EMA約 490.95，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。,61.1,100,522,509.5,32.86,20.2,7.72,55.57,130.51,6.86,21.93,5.21,2.6,25,1,89,232,681,5899,7,8.493,70.474,1443.1480000000001,1722.489,1,229.256,1314.2959999999998,7711.028,5,0,118525352,8.303,46.940000000000005,29.92,112,-83,-425,,-1.221,-167.085,81.91200000000003,-6016.755,48.33,26.78,39.79,0.78,false,false,-2.47,-7.61,外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
40,4916,事欣科,TWSE,電腦及週邊設備業,等待確認,停止加碼／開始減碼,已有部位先停止加碼。反彈若仍未站回 104.45，分批降低部位；只有站回且ETF／外資賣壓收斂後才重新評估。,60.7,100,99,95.65,80.52,48.63,6.95,28.74,303.3,4.49,17.31,3.28,0.51,1,0,1,1,39,39,0,-506.576,-1109.0549999999998,-2786.2529999999997,-10007.295999999998,0,1,39,39,1,0,97100,-238.072,-157.273,4.15,-297,-855,-2846,,-453.98,-871.9830000000001,-2667.98,-10093.98,44.48,21.18,28.38,6.78,false,false,-5.22,-7.04,外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA；2日內除權息，等待價格重置；單季稅前獲利對營業外貢獻依賴偏高
