排名,代號,名稱,市場,產業,新部位建議,既有部位狀態,持有判斷模式,今天動作,下一次確認,既有部位說明,主要原因,短期時機分數,中期研究分數,長期初篩分數,長期方法覆蓋率%,資料健康度,資料健康狀態,收盤價,即時價,營收YoY%,累計營收YoY%,營益率%,負債比%,流動比率%,EPS,本益比,股價淨值比,殖利率%,ETF家數,ETF_1日增減張,ETF_3日增減張,ETF_5日增減張,ETF_10日增減張,ETF_20日增減張,主動ETF_5日增減張,法人1日張,法人5日張,法人10日張,法人20日張,投信買賣超1日張,投信買賣超5日張,投信買賣超10日張,投信買賣超20日張,投信5日買超天數,投信5日賣超天數,投信5日估算金額,自營商買賣超5日張,自營商買賣超10日張,外資持股比率%,外資持股1日增減張,外資持股5日增減張,外資持股10日增減張,外資持股20日增減張,外資買賣超1日張,外資買賣超5日張,外資買賣超10日張,外資買賣超20日張,RSI14,KD-K,KD-D,KD-J,KD近3日黃金交叉,KD近3日死亡交叉,距20EMA%,5日報酬%,淘汰原因
11,2637,慧洋-KY,TWSE,航運業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 90.46 且法人籌碼轉弱，先減碼三分之一。,未觸發明確減碼訊號,72.4,79.8,68.1,85,100,可用,102.5,,34.96,35.38,33.36,41.18,92.13,4.1,11.4,1.54,3.41,9,3,-724,-464,541,1084,7,373.106,2861.813,8015.777,11193.481000000002,5,-237.279,3129.161,3750.994,2,3,-24321097,-48.165,38.964,28.52,351,3131,24494,,359.947,3148.2569999999996,4848.651999999999,7434.991999999999,63.03,65.54,61.22,74.17,true,false,4.29,1.49,20日累積後5日轉為調節；投信20日買超後近5日轉賣
12,2330,台積電,TWSE,半導體業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,"已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 2,381.88 且法人籌碼轉弱，先減碼三分之一。",未觸發明確減碼訊號,79.4,78.3,68.5,85,100,可用,2480,,53.32,39.26,59.29,30.94,245.76,49.33,28.75,10,0.89,69,-260,-126,269,-32,-10838,87,4038.712,5456.037000000004,-12745.509999999995,2847.6580000000054,734.606,1305.96,2210.713,153.67500000000032,3,2,3238780800,3598.411,2940.3869999999997,69.22,-955,-2814,19452,,2689.504,551.6659999999993,-17896.61,-1190.8310000000006,59.63,55.92,41.23,85.3,true,false,2.46,4.2,ETF 1/3日已轉為減碼；外資持股尚未完成5／10日可比核對或期間有非市場異動；此項不給分，不解讀為轉弱
13,2344,華邦電,TWSE,半導體業,等待確認,保護持有,protect,今天不新增部位；未完成確認前不機械式賣出,今天收盤後；若跌破，再看下一交易日是否收復,已有部位暫停加碼；若收盤跌破60日EMA約 169.10，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。,投信5/10日持續且具金額意義地賣超,70.8,77.8,65.9,85,100,可用,174,,289.43,177.39,42.34,40.78,159.78,7.65,19.18,4.75,0.29,36,-58,-761,21,-2017,-17617,-50,-25301.315,23895.571000000004,-32692.426000000007,52818.37599999999,-855.22,-6412.106,-13396.598999999998,-60664.761000000006,1,4,-1115706444,6612.863,1435.9899999999998,18.64,-13899,31965,73163,,-23211.982,23695.814000000006,-20730.816999999995,106139.171,50.32,42.45,36.62,54.1,true,false,0.17,8.75,ETF 1/3日已轉為減碼；主動ETF 5日轉為減碼；投信5/10日持續且具金額意義的賣超；20日趨勢尚未上彎；借券賣出與借券賣出餘額壓力升高
14,7749,意騰-KY,TWSE,半導體業,等待確認,正常持有,strong,強勢續抱；不追高,今日收盤確認是否守住20日EMA,價格仍在20／60日EMA之上且短線強勢；外資偏弱先觀察，不因分歧減碼。若收盤跌破20日EMA約 359.35 且法人續弱，再轉為保護持有。,價格強勢站上20／60日EMA；外資偏弱，先觀察,67.8,77.5,80.1,85,100,完整,377.5,,60.5,60.27,36.17,17.76,499.02,7.57,26.11,4.74,2.38,1,0,0,0,6,6,0,73.657,-46.26199999999999,-167.31799999999998,34.20200000000001,0,0,6,6,0,0,0,3.6050000000000004,-8.85,22.53,81,-55,-339,,72.043,-49.86699999999999,-164.468,41.25800000000001,59.09,73.68,54.2,112.64,false,false,5.05,11.36,外資持股5/10日下降，且外資5日賣超
15,9945,潤泰新,TWSE,其他,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 27.54 且法人籌碼轉弱，先減碼三分之一。,未觸發明確減碼訊號,74.8,77.2,75.1,85,100,完整,29.25,,37.99,34.41,20.1,34.7,158.5,3.7,5.11,0.51,3.76,5,10,1586,2180,2180,-602,0,1510.262,8597.149000000001,12114.506000000001,28372.916000000005,10,2170,2170,2157.976,5,0,63472500,1305.065,1271.98,8.48,1173,4771,20027,,1491.692,5122.084,8672.526,23922.763,62.76,66.54,53.61,92.41,false,false,3.18,5.03,20日趨勢尚未上彎；ETF加碼金額或跨基金共識尚未同時成立；單季稅前獲利對營業外貢獻依賴偏高
16,2855,統一證,TWSE,金融保險業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 48.40 且法人籌碼轉弱，先減碼三分之一。,未觸發明確減碼訊號,72.4,76.3,71.4,85,100,可用,57.3,,109.88,217.4,,87.34,112.56,6.96,5.95,1.91,3.68,12,1,868,3892,11168,17206,207,7307.558,8602.235,14693.299,19550.047,5,3889.816,11167.845000000001,18166.906000000003,5,0,222886457,0,0,7.45,7339,7070,2348,,7302.558,4712.419,3525.454,1384.1409999999996,78.16,80.13,76.21,87.97,true,false,11.68,8.32,短線過熱或乖離過大
17,2376,技嘉,TWSE,電腦及週邊設備業,等待確認,保護持有,protect,今天不新增部位；未完成確認前不機械式賣出,今天收盤後；若跌破，再看下一交易日是否收復,已有部位暫停加碼；若收盤跌破60日EMA約 345.50，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。,外資持股5/10日下降且外資5日賣超,79.9,76,52.5,85,100,可用,368,,98.43,55.23,6.23,74.46,144.47,17.73,13.77,3.71,3.26,30,-7,1509,3310,5422,7868,7,495.289,1353.15,-5737.79,6177.7739999999985,37.442,2940.683,5159.017000000001,4917.066000000001,5,0,1082171344,384.315,-65.66299999999998,22.33,792,-1183,-3925,,570.476,-1971.848,-10831.144,1042.607000000001,59.73,51.86,39.23,77.11,true,false,4.12,6.98,外資持股5/10日下降，且外資5日賣超
18,6206,飛捷,TWSE,電腦及週邊設備業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 135.65 且法人籌碼轉弱，先減碼三分之一。,未觸發明確減碼訊號,70.7,76,78.8,85,100,完整,142,,62.18,30.08,29.65,29.6,275.95,5.93,15.69,3.87,3.87,7,0,-1,-1,309,291,0,474.527,457.505,1376.261,2268.818,0,-1.3679999999999999,566.48,554.48,0,2,-194256,157.869,122.904,20.02,427,382,-703,,426.551,301.004,685.8770000000001,1866.051,54.8,73.64,61.28,98.35,false,false,2.51,4.41,20日累積後5日轉為調節；20日趨勢尚未上彎
19,2360,致茂,TWSE,其他電子業,等待確認,正常持有,strong,強勢續抱；不追高,今日收盤確認是否守住20日EMA,"價格仍在20／60日EMA之上且短線強勢；法人未同步轉弱。若收盤跌破20日EMA約 2,151.63 且法人續弱，再轉為保護持有。",價格強勢站上20／60日EMA；法人未同步轉弱,73.5,75.6,60.7,85,100,可用,2375,,156.3,108.41,39.54,47.08,167.28,21.27,60.59,30.5,0.82,48,-215,-128,-125,53,-146,-225,300.907,239.6719999999999,1460.501,2547.795,-264.075,-189.90800000000002,1160.258,1383.497,2,3,-451031500,107.013,-7.595999999999975,59.17,642,336,3083,,594.191,322.567,307.839,1024.5439999999999,63.5,44.89,38.9,56.88,true,false,10.38,10.98,ETF 1/3日已轉為減碼；投信20日買超後近5日轉賣
20,2606,裕民,TWSE,航運業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 70.63 且法人籌碼轉弱，先減碼三分之一。,未觸發明確減碼訊號,69.6,75.6,68.1,85,100,可用,77.3,,18.16,25.1,28.58,55.87,161.86,3.51,11.4,1.62,3.62,7,-60,274,1324,1429,108,0,294.289,1250.7759999999998,3440.152,7631.367,-59,1406,1612,1605.573,4,1,108683800,98.94200000000001,-371.97299999999996,24.67,264,-142,33357,,341.954,-254.166,2199.125,6009.999999999999,58.67,40.74,42.53,37.17,false,false,2.41,1.44,ETF加碼金額或跨基金共識尚未同時成立
21,3491,昇達科,TPEX,通信網路業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,"已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 1,392.94 且法人籌碼轉弱，先減碼三分之一。",未觸發明確減碼訊號,77.5,75,63.2,85,100,可用,1520,,93.19,73.4,28.88,37.31,263.15,8.15,120.83,23.03,0.45,15,1,214,238,236,779,234,-161.625,-282.625,-437.625,-898.625,2,17,152,519,2,0,25840000,19.484,20.484,31,,,,,-180.109,-319.10900000000004,-610.109,-1439.109,57.65,68.82,56.43,93.59,true,false,6.49,9.35,外資持股尚未完成5／10日可比核對或期間有非市場異動；此項不給分，不解讀為轉弱
22,2495,普安,TWSE,電腦及週邊設備業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 39.45 且法人籌碼轉弱，先減碼三分之一。,未觸發明確減碼訊號,67.8,74.9,69.8,85,100,完整,39.1,,106.21,53.01,14.2,42.69,215.77,0.61,19.26,2.36,2.05,2,0,0,0,60,170,0,137.964,577.5120000000001,803.1940000000002,1831.259,0,0,60,139,0,0,0,-10.297,-95.012,8.58,236,778,2638,,134.261,586.8090000000001,836.2060000000001,1828.2340000000002,57.01,57.89,46.74,80.19,true,false,3.73,4.83,
23,2027,大成鋼,TWSE,鋼鐵工業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 46.02 且法人籌碼轉弱，先減碼三分之一。,未觸發明確減碼訊號,67.6,74.8,71.9,85,100,完整,46.65,,46.09,34.23,19.7,43.68,295.53,3.1,9.2,1.37,3.22,10,-27,1515,3992,9870,23334,-8,-1848.52,5411.369000000001,14050.539,43109.827000000005,-6,4066.755,8224.755000000001,-2279.658999999999,4,1,189714121,-466.60999999999996,-1399.311,25.24,-2020,1855,54156,,-1688.399,1811.224,7225.094999999999,47855.825,45.6,33.43,28.22,43.86,true,false,-2.04,1.97,主動ETF 5日轉為減碼；20日趨勢尚未上彎；當下除權息調整價未守20日EMA；ETF加碼金額或跨基金共識尚未同時成立
24,2347,聯強,TWSE,電子通路業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 88.48 且法人籌碼轉弱，先減碼三分之一。,未觸發明確減碼訊號,74.8,74.6,55.5,85,100,可用,89.8,,122.02,89.66,2.49,70.33,142.57,4.12,12.28,1.73,4.68,23,-46,-317,647,3115,3547,32,-501.6,745.586,1549.6569999999997,9605.490999999998,-31,688.8330000000001,2438.9120000000003,4718.46,3,2,61857203,246.711,261.58200000000005,29.86,-476,-171,295,,-485.858,-190.95799999999997,-1152.837,4990.135000000001,54.16,74.84,73.82,76.89,true,false,1.06,0.22,ETF 1/3日已轉為減碼；ETF加碼金額或跨基金共識尚未同時成立
25,2603,長榮,TWSE,航運業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 223.63 且法人籌碼轉弱，先減碼三分之一。,未觸發明確減碼訊號,72.6,74.6,67.4,85,100,可用,242,,48.64,9.78,14.77,39.75,138.81,11.24,9.6,0.93,6.61,31,32,1840,5428,9441,11920,0,1379.865,7163.055,12246.95,59741.037000000004,128.803,5508.99,12506.085,19248.963,4,1,1333175580,1027.722,696.6500000000001,25.99,980,-6466,81831,,1024.761,626.3429999999998,-955.7849999999999,38271.129,60.06,77.14,69.47,92.5,false,false,2.94,2.11,20日趨勢尚未上彎
26,3088,艾訊,TPEX,電腦及週邊設備業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 128.11 且法人籌碼轉弱，先減碼三分之一。,未觸發明確減碼訊號,67.8,74.5,71.8,85,100,可用,129,,78.53,49.5,12.29,33.69,239.98,4.28,16.17,2.58,2.27,1,0,0,0,0,0,0,321.511,212.51100000000002,-135.48899999999998,-496.48900000000003,0,0,0,0,0,0,0,-1.481,-8.481,18.45,,,,,319.992,212.99200000000002,-128.00799999999998,-484.00800000000004,54.08,66.03,54.64,88.81,true,false,2.58,4.03,外資持股尚未完成5／10日可比核對或期間有非市場異動；此項不給分，不解讀為轉弱
27,3017,奇鋐,TWSE,電腦及週邊設備業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,"已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 2,951.06 且法人籌碼轉弱，先減碼三分之一。",未觸發明確減碼訊號,80,74.4,47.8,85,100,可用,3415,,54.34,76.1,25.97,68.07,126.07,44.54,45.52,24.29,0.61,49,6,81,135,-284,383,141,-135.432,325.288,223.661,5457.373,48.145,135.168,-566.126,997.0770000000001,4,1,461598720,221.92499999999998,74.78199999999998,54.3,-76,203,4715,,-176.396,-31.805000000000064,715.005,4221.685,58.37,56.05,42.85,82.47,true,false,4.93,3.17,
28,3231,緯創,TWSE,電腦及週邊設備業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 176.20 且法人籌碼轉弱，先減碼三分之一。,未觸發明確減碼訊號,77.6,74,47.3,85,100,可用,186.5,,166.48,98.87,3.59,82.37,118.14,7.78,14.81,3.06,2.95,42,42,4474,8103,12310,20496,1000,-1776.116,-280.52899999999863,-82047.60199999998,-14230.470999999983,-3973.287,4038.732,5197.054,23564.844000000005,4,1,753223518,-363.21500000000015,-91.57300000000009,36.4,-4637,235972,145288,,2099.827,-3955.0460000000003,-87152.083,-38837.013999999996,53.54,43.17,37.16,55.18,true,false,0.91,3.04,外資持股尚未完成5／10日可比核對或期間有非市場異動；此項不給分，不解讀為轉弱
29,2059,川湖,TWSE,電子零組件業,等待確認,保護持有,protect,今天不新增部位；未完成確認前不機械式賣出,今天收盤後；若跌破，再看下一交易日是否收復,"已有部位暫停加碼；若收盤跌破60日EMA約 11,006.97，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。",外資持股5/10日下降且外資5日賣超,73.8,73.9,70.2,85,100,可用,12800,,344.42,163.96,77.05,28.35,356.12,110.96,70.57,36.14,0.4,35,11,17,31,-2,-113,32,-102.323,-340.36899999999997,-513.0889999999999,-565.848,14.005,147.391,-155.71300000000002,-398.69300000000004,5,0,1886604800,-14.674,-29.064,23.25,-116,-487,-360,,-114.412,-473.086,-328.312,-140.5209999999999,53.82,41.43,24.99,74.32,true,false,1.28,6.76,外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎
30,2382,廣達,TWSE,電腦及週邊設備業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 334.86 且法人籌碼轉弱，先減碼三分之一。,未觸發明確減碼訊號,75.1,73.7,47.3,85,100,可用,344.5,,177.45,102.63,3.1,87.6,112.75,12.93,15.01,5.45,4.53,48,1614,9818,14375,15434,20264,0,515.552,13203.776,12048.266,40852.875,1675.299,14038.570999999998,14537.932999999999,18388.553999999993,5,0,4836287709,1390.766,763.9270000000001,23.81,-2617,-3112,4307,,-1255.121,-2226.5609999999997,-3255.593999999999,21647.568999999996,56.8,69.38,56.38,95.38,true,false,2.28,3.61,外資持股尚未完成5／10日可比核對或期間有非市場異動；此項不給分，不解讀為轉弱
31,3044,健鼎,TWSE,電子零組件業,等待確認,保護持有,protect,今天不新增部位；未完成確認前不機械式賣出,今天收盤後；若跌破，再看下一交易日是否收復,已有部位暫停加碼；若收盤跌破60日EMA約 472.19，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。,外資持股5/10日下降且外資5日賣超,71.8,73.7,60.2,85,100,可用,524,,65.48,38.72,20.58,48.8,162.21,13.02,22.45,4.94,2.42,23,-25,-269,400,780,1068,0,438.983,-815.8030000000001,-107.14300000000014,526.7860000000002,-20,431.678,729.518,3027.67,2,3,226199272,-36.67999999999999,-125.63999999999999,48.31,378,-1131,-5140,,389.834,-1210.801,-711.021,-2445.035,63.62,71.17,65.87,81.75,true,false,5.81,2.75,ETF 1/3日已轉為減碼；外資持股5/10日下降，且外資5日賣超
32,6672,騰輝電子-KY,TWSE,電子零組件業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 265.41 且法人籌碼轉弱，先減碼三分之一。,未觸發明確減碼訊號,74.7,73.6,66,85,100,完整,310,,133.24,53.6,14.55,29.42,311.02,4.75,46.83,5.27,1.08,2,0,0,0,-7,-21,0,1354.851,2449.375,1603.8109999999997,2834.7069999999994,0,101,94,85,3,0,31310000,18.301999999999992,52.962999999999994,25.21,1117,2481,3625,,1349.941,2330.073,1456.848,2441.021,61.97,60.34,56.48,68.07,true,true,7.24,5.26,
33,3702,大聯大,TWSE,電子通路業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 109.43 且法人籌碼轉弱，先減碼三分之一。,未觸發明確減碼訊號,76.9,73.5,50.2,85,100,可用,114,,80.46,62.39,2.64,83.99,119.79,8.42,9.76,2.05,3.19,26,-45,1706,1427,782,6635,0,-965.027,6460.695999999999,12993.894999999999,2685.384999999998,-32,1454.5320000000002,466.53200000000015,-83.94199999999984,2,3,165816648,17.08699999999996,-1224.491,34.19,-1308,5127,-13847,,-849.368,4989.077,13751.854000000001,3156.693000000003,59.71,85.23,78.55,98.6,false,false,5.14,6.54,
34,1815,富喬,TPEX,電子零組件業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 103.45 且法人籌碼轉弱，先減碼三分之一。,未觸發明確減碼訊號,69.7,73.4,67.3,85,100,可用,121,,79.21,51.2,23.66,36.17,273.98,2.24,35.07,5.17,0.83,4,0,82,91,239,582,0,620.167,948.167,-76.83300000000054,25721.167,1185,4796,13816,16687,2,0,580316000,-260.336,-583.336,27.65,,,,,-653.497,-3587.497,-13308.497,11529.503,57.89,35.57,40.07,26.58,false,false,4.83,0.83,外資持股尚未完成5／10日可比核對或期間有非市場異動；此項不給分，不解讀為轉弱；ETF加碼金額或跨基金共識尚未同時成立
