排名,代號,名稱,市場,產業,新部位建議,既有部位狀態,持有判斷模式,今天動作,下一次確認,既有部位說明,主要原因,短期時機分數,中期研究分數,長期初篩分數,長期方法覆蓋率%,資料健康度,資料健康狀態,收盤價,即時價,營收YoY%,累計營收YoY%,營益率%,負債比%,流動比率%,EPS,本益比,股價淨值比,殖利率%,ETF家數,ETF_1日增減張,ETF_3日增減張,ETF_5日增減張,ETF_10日增減張,ETF_20日增減張,主動ETF_5日增減張,法人1日張,法人5日張,法人10日張,法人20日張,投信買賣超1日張,投信買賣超5日張,投信買賣超10日張,投信買賣超20日張,投信5日買超天數,投信5日賣超天數,投信5日估算金額,自營商買賣超5日張,自營商買賣超10日張,外資持股比率%,外資持股1日增減張,外資持股5日增減張,外資持股10日增減張,外資持股20日增減張,外資買賣超1日張,外資買賣超5日張,外資買賣超10日張,外資買賣超20日張,RSI14,KD-K,KD-D,KD-J,KD近3日黃金交叉,KD近3日死亡交叉,距20EMA%,5日報酬%,淘汰原因
11,2615,萬海,TWSE,航運業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 95.83 且法人籌碼轉弱，先減碼三分之一。,未觸發明確減碼訊號,72.9,76.3,77.9,85,100,可用,114.5,113,50.13,12.83,22.16,33.53,299.27,6.84,7.86,1.11,2.62,12,-49,298,518,425,2032,584,599.384,4765.251,9144.788,101381.349,-56.389,500.12199999999996,409.289,1992.491,3,2,57263969,-219.111,-601.1239999999999,48.27,556,2757,-1758,,553.743,4484.24,9336.623000000001,94832.524,63.55,29.38,36.35,15.43,false,false,5.29,0.44,ETF加碼金額或跨基金共識不足
12,2467,志聖,TWSE,電子零組件業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 560.63 且法人籌碼轉弱，先減碼三分之一。,未觸發明確減碼訊號,76.9,75.8,57.6,85,100,完整,619,625,132.73,87.05,26.06,44,119.58,7.16,61.78,6.17,0.89,9,0,130,138,135,-289,139,295.273,545.982,1752.3009999999997,2214.967,-1.141,135.93,140.93,-300.307,3,2,84140670,-30.013999999999996,-3.1140000000000043,21.89,293,393,1416,,287.904,440.066,1614.4850000000001,2568.0370000000003,60.03,74.1,71.83,78.63,false,false,6.84,0.98,ETF加碼金額或跨基金共識不足
13,7750,新代,TWSE,電機機械,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,"已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 2,230.22 且法人籌碼轉弱，先減碼三分之一。",未觸發明確減碼訊號,78.1,75.2,60.5,85,100,完整,2375,2450,202.65,95.42,27.76,45.28,228.69,42.53,40.82,12.67,0.67,6,0,2,13,13,120,13,48.458,161.58599999999998,33.43799999999998,-306.216,0,13,36,331.64,2,1,30875000,6.415000000000003,28.991000000000007,17.02,51,131,-30,,49.631,142.17100000000002,-31.552999999999976,-668.708,53.12,47.79,44.8,53.75,true,false,2.42,4.63,20日趨勢尚未上彎；ETF加碼金額或跨基金共識不足
14,2855,統一證,TWSE,金融保險業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 46.63 且法人籌碼轉弱，先減碼三分之一。,未觸發明確減碼訊號,66.9,74.8,71.6,85,100,可用,52,54.5,19.6,252.71,,87.34,112.56,6.96,5.4,1.73,4.06,11,-7,1362,4434,6038,13538,0,1936.236,2593.8060000000005,7187.968000000001,7629.950000000001,-15,4645.139,6250.879,13733.94,4,1,241547228,0,0,7.09,2047,1013,5293,,1951.236,-2051.333,937.0889999999995,-6103.990000000002,70.61,91.34,86.09,101.84,false,false,7.49,4.94,短線過熱或乖離過大
15,2542,興富發,TWSE,建材營造,等待確認,保護持有,protect,今天不新增部位；未完成確認前不機械式賣出,今天收盤後；若跌破，再看下一交易日是否收復,已有部位暫停加碼；若收盤跌破60日EMA約 45.17，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。,外資持股5/10日下降且外資5日賣超,75.3,73.9,53.5,85,100,可用,48,48,196.59,404.28,24.76,77.72,140.2,2.45,11.11,2.05,8.33,11,2705,9252,13314,15891,22229,3571,-815.245,8769.531,11084.230000000001,51801.412,2705,13314,15899.3,22081.351,5,0,639072000,198.13899999999998,699.144,8.29,-2120,-6088,-8081,,-3640.62,-4742.608,-5514.214,28565.378,59.54,70.19,63.99,82.61,true,false,1.63,2.89,外資持股5/10日下降，且外資5日賣超
16,6739,竹陞科技,TPEX,其他電子業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,"已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 1,087.67 且法人籌碼轉弱，先減碼三分之一。",未觸發明確減碼訊號,67.8,73.8,65.1,85,100,可用,1110,1110,99.49,97.13,58.57,38.6,181.02,13.31,47.01,25.11,1.17,1,0,0,0,0,0,0,99.281,99.281,99.281,99.281,17,17,17,17,1,0,18870000,0.904,0.904,3.77,,,,,81.377,81.377,81.377,81.377,54.28,67.47,67.4,67.6,false,false,3.79,-5.93,外資持股趨勢資料不足或期間有非市場異動
17,2428,興勤,TWSE,電子零組件業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 252.60 且法人籌碼轉弱，先減碼三分之一。,未觸發明確減碼訊號,67.9,73.6,71.5,85,100,完整,259.5,260,48.36,24.42,22.64,36.2,299.37,7.55,18.44,2.82,2.27,4,-8,-8,-28,0,2344,-27,-112.855,799.9830000000001,-1147.142,-5446.367,-8,-28,-2000,454.324,0,2,-7266000,16.078,27.631,14.7,-84,1005,903,,-108.064,811.9050000000001,825.227,-6062.251,53.74,49.3,38.52,70.85,true,false,2.72,2.98,20日累積後5日轉為調節；ETF 1/3日已轉為減碼；主動ETF 5日轉為減碼
18,2382,廣達,TWSE,電腦及週邊設備業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 333.54 且法人籌碼轉弱，先減碼三分之一。,未觸發明確減碼訊號,76.2,73.1,47.5,85,100,可用,347.5,350,131.32,92.67,3.1,87.6,112.75,12.93,15.14,5.5,4.49,48,866,586,3017,4830,6131,0,657.411,21885.234,33882.503000000004,45430.557,1083.154,4313.24,6257.392,9036.981,5,0,1498850900,255.98000000000005,663.164,23.85,-764,20077,26857,,-627.21,17316.014,26961.947000000004,36690.71200000001,61.6,83.25,80.16,89.44,false,false,4.35,2.66,外資持股趨勢資料不足或期間有非市場異動
19,6531,愛普*,TWSE,半導體業,等待確認,保護持有,protect,今天不新增部位；未完成確認前不機械式賣出,今天收盤後；若跌破，再看下一交易日是否收復,已有部位暫停加碼；若收盤跌破60日EMA約 880.96，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。,外資持股5/10日下降且外資5日賣超,74.5,73.1,66.6,85,100,可用,960,980,144.57,102.88,29.44,24.47,373.6,8.33,55.36,12.46,0.73,20,28,41,50,780,452,44,871.686,-695.786,647.8580000000001,1160.6199999999997,37.364,531.231,1801.231,-3434.9800000000005,5,0,509981760,10.797,67.149,33.03,1014,-1172,-1146,,792.799,-1237.814,-1220.5220000000002,4600.746999999999,57.46,69.05,69.9,67.35,false,true,6.47,3.56,外資持股5/10日下降，且外資5日賣超
20,2606,裕民,TWSE,航運業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 68.13 且法人籌碼轉弱，先減碼三分之一。,未觸發明確減碼訊號,64.9,73,67.5,85,100,可用,78.6,79.5,26.34,26.31,28.58,55.87,161.86,3.51,11.59,1.65,3.56,7,-168,-237,112,-1321,-1401,-125,-205.158,911.563,15370.364,29599.144999999997,-170,308,-1968,-1481.427,2,3,24208800,232.85999999999999,-887.3980000000001,24.41,-494,542,18356,,-124.932,370.7030000000001,18225.762,30921.612,66.83,76.46,70.09,89.22,true,false,7.79,3.29,ETF 1/3日已轉為減碼；主動ETF 5日轉為減碼
21,3515,華擎,TWSE,電腦及週邊設備業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 219.85 且法人籌碼轉弱，先減碼三分之一。,未觸發明確減碼訊號,73,73,60,85,100,可用,231,235,131.35,18.86,8.04,52.42,174.78,7.1,14.92,2.45,4.76,3,5,13,17,21,21,0,220.613,857.1510000000001,1033.295,2062.5879999999997,5,17,21,21,4,0,3927000,-20.882,-25.872000000000003,9.02,257,506,711,,243.656,861.033,1038.167,1971.805,60.49,64.15,59.72,73.01,true,true,4.44,3.82,外資持股趨勢資料不足或期間有非市場異動；ETF加碼金額或跨基金共識不足
22,2357,華碩,TWSE,電腦及週邊設備業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 842.12 且法人籌碼轉弱，先減碼三分之一。,未觸發明確減碼訊號,75.1,72.7,55.1,85,100,可用,999,991,53.33,40.88,7.05,62.01,128,38.83,14.61,2.46,4.2,43,1396,1612,3226,3273,3731,-15,-1141.415,5357.367,8066.228,18315.638000000003,1435.59,3629.2819999999997,3846.709,4561.655,5,0,3625652718,-170.25899999999996,-231.77399999999997,39.88,-2150,3651,5787,,-2433.14,1898.344,4451.293,14019.336999999998,63.18,78.28,77.18,80.5,true,true,5.79,0,主動ETF 5日轉為減碼；ETF加碼金額或跨基金共識不足
23,2376,技嘉,TWSE,電腦及週邊設備業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 342.46 且法人籌碼轉弱，先減碼三分之一。,未觸發明確減碼訊號,74.4,72.7,51.8,85,100,可用,364.5,367.5,59.67,49.96,6.23,74.46,144.47,17.73,13.64,3.67,3.29,30,460,542,2097,2446,3718,-171,-89.939,-25.185999999999922,685.8770000000002,3534.7980000000007,464.621,1045.5610000000001,-856.935,760.975,4,1,381106985,-343.203,-574.461,23.58,-159,559,2991,,-370.378,-727.5439999999999,2117.2729999999997,3178.8880000000017,56.72,71.07,65.17,82.85,false,false,3.07,1.82,主動ETF 5日轉為減碼；ETF加碼金額或跨基金共識不足
24,3044,健鼎,TWSE,電子零組件業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 458.95 且法人籌碼轉弱，先減碼三分之一。,未觸發明確減碼訊號,70.8,72.5,60.9,85,100,可用,493,495,56.55,34.71,20.58,48.8,162.21,13.02,21.12,4.65,2.58,25,-15,48,383,238,69,225,76.588,313.501,1001.025,-1115.2409999999995,33.416,632.6659999999999,401.61799999999994,3193.625,5,0,311904338,-66.22000000000001,-132.12499999999997,48.43,19,-250,757,,15.964,-252.945,731.5319999999999,-3958.841000000001,59.55,69.69,68.43,72.23,false,false,3.87,-0.7,
25,2897,王道銀行,TWSE,金融保險業,等待確認,保護持有,protect,今天不新增部位；未完成確認前不機械式賣出,今天收盤後；若跌破，再看下一交易日是否收復,已有部位暫停加碼；若收盤跌破60日EMA約 10.34，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。,KD高檔死亡交叉（僅屬時機警示）,70.3,72.2,69.2,85,100,完整,10.75,10.75,17.35,28.22,,91.08,,0.54,13.44,0.72,4.84,2,0,1776,3028,3028,2994,3028,2339.541,22111.783,30548.336,32577.21,0,3028,3028,2993.848,3,0,32551000,164.79500000000002,57.795000000000016,9.69,2435,19065,27725,,2295.521,18918.988,27462.541,29154.567000000003,66.71,80.28,83.2,74.43,false,true,2.8,3.86,KD高檔死亡交叉，等待動能確認；ETF加碼金額或跨基金共識不足
26,3231,緯創,TWSE,電腦及週邊設備業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 172.71 且法人籌碼轉弱，先減碼三分之一。,未觸發明確減碼訊號,81.6,71.8,45.4,85,100,可用,197,191.5,60.76,88.16,3.59,82.37,118.14,7.78,15.65,3.23,2.79,42,2150,4737,7064,8186,1562,1151,-7450.078,54620.399999999994,30065.59199999999,7242.604999999993,2948.657,28655.234999999997,30023.390999999992,23037.025999999994,5,0,5645081295,1540.484,1374.125,34.04,-17169,18588,-4961,,-10618.915,24424.680999999997,-1331.9240000000045,-15401.922000000006,64.98,74.1,58.98,104.35,false,false,6.95,10.67,20日趨勢尚未上彎
27,8112,至上,TWSE,電子通路業,等待確認,保護持有,protect,今天不新增部位；未完成確認前不機械式賣出,今天收盤後；若跌破，再看下一交易日是否收復,已有部位暫停加碼；若收盤跌破60日EMA約 89.57，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。,外資持股5/10日下降且外資5日賣超,65.1,71.6,54.8,85,100,完整,90.4,90.9,333.48,180.42,3.16,85.96,127.95,9.45,6.84,2.22,4.2,7,-11,89,199,159,2177,0,-1464.873,-12052.015,-25585.253,1704.0099999999911,-11,199,159,1816.1019999999999,2,2,17989600,175.582,-713.831,17.45,-1301,-11017,-24165,,-1493.011,-12426.597,-25030.422000000002,1254.6939999999995,48.82,24.28,24.93,22.98,false,false,-0.82,-0.44,外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA；ETF加碼金額或跨基金共識不足
28,2603,長榮,TWSE,航運業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 218.62 且法人籌碼轉弱，先減碼三分之一。,未觸發明確減碼訊號,68.8,71.5,66.7,85,100,可用,233,248.5,43.07,4.21,14.77,39.75,138.81,11.24,9.24,0.9,6.87,31,426,2016,3548,2479,4438,1181,701.211,-64.60200000000077,5680.339999999999,104670.603,495,3128.3929999999996,-2581.879000000001,506.73299999999915,4,1,728915569,-403.009,-2349.179,26.45,-1023,-6603,6758,,87.305,-2789.986000000001,10611.398,105201.33599999998,55.14,35.75,39.11,29.02,false,false,0.84,-0.21,
29,4763,材料*-KY,TWSE,化學工業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 47.94 且法人籌碼轉弱，先減碼三分之一。,未觸發明確減碼訊號,75.3,71.5,73.4,85,100,完整,50.6,50.3,32.05,-24.98,41.68,18.57,438.89,1.85,12.13,2.56,6.03,8,0,1395,2378,2384,2267,2382,-1257.82,6184.745000000001,5082.404,5519.000999999999,-3,2372,2385,2249.5769999999998,3,2,120023200,897.303,978.8550000000001,46.53,-1920,-825,-3292,,-1323.8,2915.4419999999996,1718.5489999999995,2367.7929999999997,55.52,68.48,57.81,89.81,false,false,3.28,9.29,ETF加碼，但外資持股5/10日同步下降；ETF加碼金額或跨基金共識不足
30,3135,凌航,TWSE,半導體業,等待確認,保護持有,protect,今天不新增部位；未完成確認前不機械式賣出,今天收盤後；若跌破，再看下一交易日是否收復,已有部位暫停加碼；若收盤跌破60日EMA約 164.49，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。,外資持股5/10日下降且外資5日賣超,61,71.5,62.9,85,85,完整,173,175.5,204.32,247.31,20.31,53.77,264.03,20.87,7.47,3.61,2.16,1,0,0,0,0,302,0,-132.303,-682.043,-1935.176,-1164.164,0,0,0,288,0,0,0,-26.382,-46.723000000000006,0.95,-117,-387,-1424,,-133,-655.6610000000001,-1888.4530000000002,-1377.204,56.22,46.26,62.17,14.44,false,false,3.09,-0.69,外資持股5/10日下降，且外資5日賣超
31,2845,遠東銀,TWSE,金融保險業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 13.10 且法人籌碼轉弱，先減碼三分之一。,未觸發明確減碼訊號,76.7,71.3,63.2,85,100,可用,13.75,13.75,5.43,15.28,,92.03,,0.54,13.61,0.93,4.58,9,-1,1347,5748,5745,10733,5656,5447.554,53547.197,52844.888,76678.12800000001,-10,5686,5683,10593.858,2,3,78182500,-169.15599999999995,1759.505,10.65,5195,48055,44187,,5219.336,48030.353,45402.383,61937.765,62.08,76.22,65.36,97.94,true,false,2.89,3.07,ETF加碼金額或跨基金共識不足
32,3491,昇達科,TPEX,通信網路業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,"已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 1,368.44 且法人籌碼轉弱，先減碼三分之一。",未觸發明確減碼訊號,71.7,71,63.1,85,100,可用,1510,1525,82.02,70.79,28.88,37.31,263.15,8.15,120.03,22.88,0.45,13,-1,115,237,543,587,234,-216.443,-216.443,-216.443,-216.443,31.67,31.67,31.67,31.67,1,0,47821700,14.57,14.57,30.58,,,,,-262.683,-262.683,-262.683,-262.683,60.03,75.86,68.6,90.38,false,false,9.74,9.42,外資持股趨勢資料不足或期間有非市場異動
33,2527,宏璟,TWSE,建材營造,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 42.58 且法人籌碼轉弱，先減碼三分之一。,未觸發明確減碼訊號,62.9,70.7,70.9,85,100,完整,43.4,43.85,30.49,1500.25,22.9,25.51,148.94,3.99,7.63,0.31,3.46,1,0,0,0,0,-1,0,-211.624,-219.941,-1109.879,-1918.1329999999998,0,0,0,-1,0,0,0,-88.116,-228.184,43.09,-117,414,-303,,-207.712,-131.82499999999993,-881.6949999999999,-1925.9089999999997,48.33,50.22,49.2,52.28,false,false,-0.7,1.4,20日趨勢尚未上彎
34,3706,神達,TWSE,電腦及週邊設備業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 90.05 且法人籌碼轉弱，先減碼三分之一。,未觸發明確減碼訊號,72.4,70.7,58,85,100,完整,92.6,93.8,49.73,45.52,3.96,56.75,189.14,2.58,16.54,1.61,4.32,14,884,2702,3266,4670,8289,0,-2465.612,2660.7299999999977,3585.347999999997,20512.566,879,3255,4660.6,8268.103000000001,5,0,301413000,563.886,971.9949999999998,9.49,-2145,2372,-3054,,-3550.003,-1158.1560000000009,-2047.2470000000008,8287.271999999999,53.06,46.45,55.23,28.91,false,true,0.65,0.11,2日內除權息，等待價格重置
