排名,代號,名稱,市場,產業,新部位建議,既有部位狀態,持有判斷模式,今天動作,下一次確認,既有部位說明,主要原因,短期時機分數,中期研究分數,長期初篩分數,長期方法覆蓋率%,資料健康度,資料健康狀態,收盤價,即時價,營收YoY%,累計營收YoY%,營益率%,負債比%,流動比率%,EPS,本益比,股價淨值比,殖利率%,ETF家數,ETF_1日增減張,ETF_3日增減張,ETF_5日增減張,ETF_10日增減張,ETF_20日增減張,主動ETF_5日增減張,法人1日張,法人5日張,法人10日張,法人20日張,投信買賣超1日張,投信買賣超5日張,投信買賣超10日張,投信買賣超20日張,投信5日買超天數,投信5日賣超天數,投信5日估算金額,自營商買賣超5日張,自營商買賣超10日張,外資持股比率%,外資持股1日增減張,外資持股5日增減張,外資持股10日增減張,外資持股20日增減張,外資買賣超1日張,外資買賣超5日張,外資買賣超10日張,外資買賣超20日張,RSI14,KD-K,KD-D,KD-J,KD近3日黃金交叉,KD近3日死亡交叉,距20EMA%,5日報酬%,淘汰原因
20,2603,長榮,TWSE,航運業,等待確認,保護持有,protect,今天不新增部位；未完成確認前不機械式賣出,今天收盤後；若跌破，再看下一交易日是否收復,已有部位暫停加碼；若收盤跌破60日EMA約 224.87，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。,外資持股5/10日下降且外資5日賣超,73.8,74,67.4,85,100,可用,243,,48.64,9.78,14.77,39.75,138.81,11.24,9.64,0.94,6.58,32,2109,3109,4917,12529,15703,121,169.132,6058.17,11321.640000000001,14585.640000000001,1961.7,5268.901,15176.000999999998,13525.000999999997,4,1,1280342943,791.7620000000001,1025.957,25.89,-1830,-6930,-13556,,-1900.346,-2.493000000000052,-4880.318000000001,442.6819999999989,60.94,81.13,75.48,92.42,false,false,2.76,1.67,外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎
21,3491,昇達科,TPEX,通信網路業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,"已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 1,401.34 且法人籌碼轉弱，先減碼三分之一。",未觸發明確減碼訊號,77.3,73.9,62.9,85,100,可用,1565,,93.19,73.4,28.88,37.31,263.15,8.15,124.4,23.71,0.43,16,29,12,225,248,791,219,371.714,371.714,371.714,-232.28600000000006,72,72,72,1398,1,0,112680000,-2.397,-2.397,31.49,,,,,302.111,302.111,302.111,-1634.8890000000001,59.47,76.06,65.29,97.59,false,false,8.31,8.68,外資持股尚未完成5／10日可比核對或期間有非市場異動；此項不給分，不解讀為轉弱
22,2347,聯強,TWSE,電子通路業,等待確認,保護持有,protect,今天不新增部位；未完成確認前不機械式賣出,今天收盤後；若跌破，再看下一交易日是否收復,已有部位暫停加碼；若收盤跌破60日EMA約 88.73，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。,KD高檔死亡交叉（僅屬時機警示）,75.7,73.7,54.7,85,100,可用,94.5,,122.02,89.66,2.49,70.33,142.57,4.12,12.93,1.82,4.44,23,322,501,230,2491,4010,3,3414.885,4085.598,6181.136,7638.136,223,480.04,1709.4330000000002,3043.433,4,1,45363780,48.17599999999999,241.14299999999997,30.06,3178,3632,4278,,3188.361,3557.3819999999996,4230.5599999999995,4784.5599999999995,67.76,80.24,75.65,89.42,true,true,5.6,6.54,KD高檔死亡交叉，等待動能確認；ETF加碼金額或跨基金共識尚未同時成立
23,3017,奇鋐,TWSE,電腦及週邊設備業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,"已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 2,981.99 且法人籌碼轉弱，先減碼三分之一。",未觸發明確減碼訊號,77.6,73.7,47.5,85,100,可用,3470,,54.34,76.1,25.97,68.07,126.07,44.54,46.25,24.69,0.6,49,44,-7,68,105,57,120,291.464,79.71500000000002,457.4599999999999,2665.46,224,317.81199999999995,222.57499999999996,1756.5749999999998,4,1,1102807640,291.01099999999997,214.29599999999994,54.25,-240,-242,77,,20.62,-529.108,20.589,726.5889999999999,59.85,66,54.65,88.69,false,false,5.57,9.29,
24,6206,飛捷,TWSE,電腦及週邊設備業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 135.92 且法人籌碼轉弱，先減碼三分之一。,未觸發明確減碼訊號,66,73.7,79.2,85,100,完整,139,,62.18,30.08,29.65,29.6,275.95,5.93,15.36,3.79,3.96,7,0,0,-1,174,294,0,-10.201,467.47999999999996,874.548,1036.548,0,-0.575,430.632,550.6320000000001,0,1,-79925,95.624,89.356,19.98,-23,436,420,,-1.056,372.43100000000004,354.56000000000006,614.5600000000001,50.7,68.4,66.4,72.39,false,false,0.19,0.72,20日累積後5日轉為調節；20日趨勢尚未上彎
25,2059,川湖,TWSE,電子零組件業,等待確認,保護持有,protect,今天不新增部位；未完成確認前不機械式賣出,今天收盤後；若跌破，再看下一交易日是否收復,"已有部位暫停加碼；若收盤跌破60日EMA約 11,105.06，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。",外資持股5/10日下降且外資5日賣超,72,73.1,70.5,85,100,可用,12390,,344.42,163.96,77.05,28.35,356.12,110.96,68.31,34.98,0.41,35,-20,5,11,10,-153,17,34.914,-286.45099999999996,-359.91499999999996,-582.915,-42,66.351,69.44399999999999,-514.556,4,1,822088890,23.513,-32.522999999999996,23.26,63,-334,-388,,60.3,-376.31500000000005,-396.836,-81.83600000000001,48.98,46.77,37.37,65.56,false,false,-1.8,2.86,外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
26,2618,長榮航,TWSE,航運業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 41.59 且法人籌碼轉弱，先減碼三分之一。,未觸發明確減碼訊號,79.5,73.1,56.7,85,100,完整,42.85,,24.92,18.06,13.25,62.38,115.28,2.24,9.02,1.66,4.67,29,7794,12647,23559,28698,39771,2237,19319.371,37931.78400000001,39118.075000000004,51667.075000000004,7481,24313.811,28668.882999999998,41759.883,5,0,1041846801,1467.811,1355.8989999999997,32.93,11576,14336,2733,,11207.675,12150.161999999997,9093.292999999996,10974.292999999998,55.7,72.37,58.28,100.56,false,false,1.66,3.75,20日趨勢尚未上彎
27,1815,富喬,TPEX,電子零組件業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 104.58 且法人籌碼轉弱，先減碼三分之一。,未觸發明確減碼訊號,68.5,72.9,67.5,85,100,可用,120,,79.21,51.2,23.66,36.17,273.98,2.24,34.78,5.12,0.83,4,0,0,82,143,582,0,-3224.52,-3224.52,-3224.52,54137.479999999996,0,0,0,24350,0,0,0,38.609,38.609,26.11,,,,,-3263.129,-3263.129,-3263.129,31883.871,56.48,45.24,42.56,50.59,true,false,3.07,1.27,外資持股尚未完成5／10日可比核對或期間有非市場異動；此項不給分，不解讀為轉弱；ETF加碼金額或跨基金共識尚未同時成立
28,2368,金像電,TWSE,電子零組件業,等待確認,正常持有,strong,強勢續抱；不追高,今日收盤確認是否守住20日EMA,"價格仍在20／60日EMA之上且短線強勢；外資偏弱先觀察，不因分歧減碼。若收盤跌破20日EMA約 1,044.83 且法人續弱，再轉為保護持有。",價格強勢站上20／60日EMA；外資偏弱，先觀察,74.8,72.9,55.2,85,100,可用,1140,,76.39,71.25,26.62,56.53,165.77,16.17,40.92,13.99,0.86,37,94,249,1445,945,-474,1248,150.989,-5433.884,-6908.0960000000005,-10539.096000000001,505,1457.2060000000001,-901.9799999999999,3198.02,4,1,1661214840,1057.535,271.4970000000002,23.99,-523,-8106,-6300,,-554.329,-7948.625,-6277.613,-14282.613000000001,58.75,60.36,38.95,103.18,true,false,9.11,14.92,外資持股5/10日下降，且外資5日賣超；高波動且5日漲幅過大；融資增幅與短線漲幅同步偏高；借券賣出與借券賣出餘額壓力升高
29,6672,騰輝電子-KY,TWSE,電子零組件業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 267.93 且法人籌碼轉弱，先減碼三分之一。,未觸發明確減碼訊號,73.1,72.9,66.1,85,100,完整,307,,133.24,53.6,14.55,29.42,311.02,4.75,46.37,5.22,1.09,2,0,0,0,-3,-24,0,917.904,885.2890000000002,1568.7680000000003,2506.768,0.011,2.011,98.011,77.011,2,0,617377,54.44399999999999,104.12299999999999,24.25,806,479,1383,,823.233,828.8340000000001,1366.634,2280.634,59.59,62.66,58.99,70,true,false,5.18,0.99,
30,5351,鈺創,TPEX,半導體業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 105.04 且法人籌碼轉弱，先減碼三分之一。,未觸發明確減碼訊號,62.6,72.7,67.1,85,100,可用,109.5,,525.32,488.92,30.67,40.59,243.12,6.69,16.95,4.99,0,2,0,0,0,30,-212,0,-815.018,-815.018,-815.018,-19024.018,0,0,0,-242,0,0,0,6.18,6.18,33.6,,,,,-821.198,-821.198,-821.198,-18557.198,49.08,37.06,29.74,51.7,false,false,-1.07,3.79,外資持股尚未完成5／10日可比核對或期間有非市場異動；此項不給分，不解讀為轉弱；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
31,6505,台塑化,TWSE,油電燃氣業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 74.25 且法人籌碼轉弱，先減碼三分之一。,未觸發明確減碼訊號,79.6,72.6,68.5,85,100,完整,87.3,,50.29,16.72,13.74,16.6,520.61,4.32,15.16,1.71,1.37,11,309,417,1867,7536,7257,1933,3629.242,18954.968,-4878.177,7286.823,309,7500.498,21811.498,23015.498,4,1,654793475,1413.328,-991.962,6.77,2340,11004,-25730,,3215.873,10041.142,-25697.713,-16959.713,63.57,67.61,65.27,72.27,true,false,6.44,8.45,
32,3702,大聯大,TWSE,電子通路業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 109.69 且法人籌碼轉弱，先減碼三分之一。,未觸發明確減碼訊號,73.6,72.2,50.1,85,100,可用,114,,80.46,62.39,2.64,83.99,119.79,8.42,9.76,2.05,3.19,25,-1632,-513,1238,938,394,-3233,306.041,8096.210999999999,13606.262999999999,11057.262999999999,-1557,1639.526,800.5320000000002,-1021.4679999999998,3,2,186905964,177.01299999999992,-326.9040000000001,34.3,1808,6335,12886,,1808.576,6279.6720000000005,13132.635000000002,16932.635000000002,59.15,83.01,81.07,86.88,false,false,4.25,7.55,ETF 1/3日已轉為減碼；主動ETF 5日轉為減碼；ETF加碼金額或跨基金共識尚未同時成立
33,4916,事欣科,TWSE,電腦及週邊設備業,等待確認,正常持有,strong,強勢續抱；不追高,今日收盤確認是否守住20日EMA,價格仍在20／60日EMA之上且短線強勢；法人未同步轉弱。若收盤跌破20日EMA約 100.01 且法人續弱，再轉為保護持有。,價格強勢站上20／60日EMA；法人未同步轉弱,69,71.9,65.9,85,100,完整,104.5,,82.96,61.85,9.14,32.64,257.18,5.45,16,3.59,0.48,1,0,0,0,0,0,0,213.371,1483.719,1467.4859999999999,476.4859999999999,0,0,0,0,0,0,0,171.721,157.05900000000003,3.64,300,1414,1598,,271.652,1311.998,1310.4270000000001,475.42700000000013,58.96,71.99,57.96,100.05,false,false,4.49,11.29,單季稅前獲利對營業外貢獻依賴偏高
