排名,代號,名稱,市場,產業,新部位建議,既有部位狀態,持有判斷模式,今天動作,下一次確認,既有部位說明,主要原因,短期時機分數,中期研究分數,長期初篩分數,長期方法覆蓋率%,資料健康度,資料健康狀態,收盤價,即時價,營收YoY%,累計營收YoY%,營益率%,負債比%,流動比率%,EPS,本益比,股價淨值比,殖利率%,ETF家數,ETF_1日增減張,ETF_3日增減張,ETF_5日增減張,ETF_10日增減張,ETF_20日增減張,主動ETF_5日增減張,法人1日張,法人5日張,法人10日張,法人20日張,投信買賣超1日張,投信買賣超5日張,投信買賣超10日張,投信買賣超20日張,投信5日買超天數,投信5日賣超天數,投信5日估算金額,自營商買賣超5日張,自營商買賣超10日張,外資持股比率%,外資持股1日增減張,外資持股5日增減張,外資持股10日增減張,外資持股20日增減張,外資買賣超1日張,外資買賣超5日張,外資買賣超10日張,外資買賣超20日張,RSI14,KD-K,KD-D,KD-J,KD近3日黃金交叉,KD近3日死亡交叉,距20EMA%,5日報酬%,淘汰原因
13,3260,威剛,TPEX,半導體業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 403.69 且法人籌碼轉弱，先減碼三分之一。,未觸發明確減碼訊號,60.7,74.7,70.9,85,100,可用,395,395,331.29,206.73,38.98,62.91,181.44,62.46,5.33,3.39,4.12,15,-87,87,42,679,352,59,793.106,793.106,793.106,793.106,-87,-87,-87,-87,0,1,-35887500,79.114,79.114,23.96,,,,,800.992,800.992,800.992,800.992,44.58,24.39,37.55,-1.95,false,false,-3.2,-4.93,外資持股趨勢資料不足或期間有非市場異動；當下除權息調整價未守20日EMA；ETF加碼金額或跨基金共識不足
14,6670,復盛應用,TWSE,運動休閒,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 266.97 且法人籌碼轉弱，先減碼三分之一。,未觸發明確減碼訊號,73.4,74.1,67.5,85,100,完整,275,275,25.09,11.6,15.25,40.17,200.45,13.1,11.38,2.5,5.75,6,-1,72,91,90,-36,43,66.726,660.17,689.455,1068.172,-1,128.785,128.178,1.4500000000000028,3,1,35866623,-4.486999999999995,-4.076999999999995,24.92,79,580,636,,75.727,535.872,565.354,1046.013,54.96,59.98,62.58,54.79,false,true,1.65,-0.9,ETF加碼金額或跨基金共識不足
15,8109,博大,TPEX,電子零組件業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 128.55 且法人籌碼轉弱，先減碼三分之一。,未觸發明確減碼訊號,67.4,74,79.1,85,100,可用,131,131,45.35,26.9,36.05,22.91,415.49,3.84,18.3,3.69,3.31,1,23,23,23,23,19,0,66.704,66.704,66.704,66.704,23,23,23,23,1,0,3128000,81.499,81.499,4.06,,,,,-37.795,-37.795,-37.795,-37.795,50.47,51.68,44.23,66.57,true,false,0.03,0.38,外資持股趨勢資料不足或期間有非市場異動；ETF加碼金額或跨基金共識不足
16,2059,川湖,TWSE,電子零組件業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,"已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 10,260.62 且法人籌碼轉弱，先減碼三分之一。",未觸發明確減碼訊號,71.1,73.7,70.1,85,100,可用,13450,13450,355.52,136.58,77.05,28.35,356.12,110.96,76.44,39.14,0.37,38,-6,-54,-62,10,-19,-60,-42.69,48.373000000000005,340.659,498.6579999999999,-22.035,-186.875,86.855,361.748,0,5,-2591021875,27.033,73.94800000000001,23.56,-33,280,178,,-32.745,208.215,179.856,21.93599999999998,60.89,39.28,54.15,9.54,false,false,3.03,-6.21,ETF 1/3日已轉為減碼；主動ETF 5日轉為減碼；投信20日買超後近5日轉賣
17,2897,王道銀行,TWSE,金融保險業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 10.31 且法人籌碼轉弱，先減碼三分之一。,未觸發明確減碼訊號,72.3,73.1,67.9,85,100,完整,10.9,10.9,17.35,28.22,,91.08,,0.54,13.38,0.72,4.86,2,0,1252,1252,1252,1218,1252,3044.22,16477.22,24535.958000000002,21190.476000000006,0,1252,1252,1217.848,1,0,13396400,-203.838,-79.838,9.38,3052,15552,21832,,3044.058,15429.058,23363.796000000002,19854.466000000004,77.2,87.89,83.98,95.7,true,false,5,5.31,短線過熱或乖離過大；ETF加碼金額或跨基金共識不足
18,2845,遠東銀,TWSE,金融保險業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 13.06 且法人籌碼轉弱，先減碼三分之一。,未觸發明確減碼訊號,78.2,73,65.2,85,100,可用,13.65,13.65,5.43,15.28,,92.03,,0.54,12.87,0.88,4.85,9,-51,4401,4398,9164,9386,4242,12101.027,17931.324999999997,25201.316,37434.986000000004,-51,4345,9055,9255.858,1,2,56485000,1344.24,2559.24,9.87,12212,5690,6451,,13895.423,12242.085000000001,13587.076000000001,24342.888000000006,60.02,58.99,56.34,64.3,true,true,2.71,2.7,ETF加碼金額或跨基金共識不足
19,3044,健鼎,TWSE,電子零組件業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 457.04 且法人籌碼轉弱，先減碼三分之一。,未觸發明確減碼訊號,74.7,72.7,60.6,85,100,可用,487.5,487.5,56.55,34.71,20.58,48.8,162.21,13.02,21.51,4.74,2.53,25,32,249,113,27,-68,128,28.073,892.7930000000001,-741.5049999999999,-1490.2949999999994,114.985,69.235,945.071,3771.194,4,1,34755970,-113.58099999999999,-59.58599999999998,48.48,-74,951,-1596,,-73.716,937.139,-1626.99,-5022.493,57.89,71.58,66.25,82.25,false,false,3.5,1.35,
20,6531,愛普*,TWSE,半導體業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 877.47 且法人籌碼轉弱，先減碼三分之一。,未觸發明確減碼訊號,73.6,72.7,66.6,85,100,可用,912,912,144.57,102.88,29.44,24.47,373.6,8.33,55.19,12.42,0.73,20,-4,9,439,1000,411,445,54.752,304.07800000000003,1616.9739999999997,1497.9779999999994,7,796.867,-624.065,-3779.014,4,1,762601719,1.851999999999994,-8.294000000000011,33.47,20,-547,2028,,46.144,-494.64099999999996,2249.333,5173.171999999999,52.63,72.45,72.36,72.65,false,false,2.02,-0.55,
21,2889,國票金,TWSE,金融保險業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 15.42 且法人籌碼轉弱，先減碼三分之一。,未觸發明確減碼訊號,70.8,72.6,65.1,85,100,完整,16.45,16.45,16.12,104.08,,88.92,,0.77,13.11,1.22,3.69,2,0,0,0,0,-21,0,11118.589,35508.384999999995,42228.96599999999,40627.70899999999,0,0,0,-2026.394,0,0,0,-6.350999999999999,137.649,10.55,11009,32831,42407,,11091.589,35514.736,42091.316999999995,42251.924,68.98,65.8,63.25,70.9,true,false,4.92,2.45,
22,2382,廣達,TWSE,電腦及週邊設備業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 332.85 且法人籌碼轉弱，先減碼三分之一。,未觸發明確減碼訊號,75.7,72.4,47.9,85,100,可用,335,335,131.32,92.67,3.1,87.6,112.75,12.93,14.68,5.33,4.63,48,356,3829,4002,5590,5556,1,117.373,11994.331999999999,16705.032,22498.999,484.206,4537.256,5963.683,7587.8009999999995,4,1,1529055272,634.404,429.38499999999993,23.41,2564,7333,-887,,-286.767,6822.6720000000005,10311.964,15193.197999999997,53.95,77.28,76.71,78.42,false,false,1.5,0.45,外資持股趨勢資料不足或期間有非市場異動
23,2357,華碩,TWSE,電腦及週邊設備業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 830.47 且法人籌碼轉弱，先減碼三分之一。,未觸發明確減碼訊號,73.8,71.9,54.7,85,100,可用,971,971,53.33,40.88,7.05,62.01,128,38.83,14.77,2.49,4.16,43,397,1755,1750,1587,2533,-18,1655.913,5631.460999999999,7512.245000000001,19033.613999999998,429.264,2032.181,1847.58,2196.039000000001,4,1,2052502810,115.46300000000002,5.957000000000008,39.88,1340,4242,7173,,1312.657,3483.817,5658.708,16785.848,62.35,74.02,74.24,73.6,false,true,4.47,0.31,主動ETF 5日轉為減碼；ETF加碼金額或跨基金共識不足
24,3515,華擎,TWSE,電腦及週邊設備業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 219.40 且法人籌碼轉弱，先減碼三分之一。,未觸發明確減碼訊號,71.2,71.4,60.1,85,100,完整,220,220,131.35,18.86,8.04,52.42,174.78,7.1,14.76,2.43,4.81,3,1,4,7,8,8,0,498.028,872.902,801.6750000000001,1679.5869999999995,1,7,8,8.494,3,0,1599500,7.914999999999998,44.352999999999994,9.04,357,693,472,,488.191,857.9869999999999,749.3219999999999,1572.0310000000002,51.46,56.06,57.74,52.7,false,true,0.27,0.92,ETF加碼金額或跨基金共識不足
25,3081,聯亞,TPEX,通信網路業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,"已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 2,435.20 且法人籌碼轉弱，先減碼三分之一。",未觸發明確減碼訊號,71.8,71.1,67.9,85,100,可用,3120,3120,176.54,120.95,44.5,24.1,288.03,7.75,292.17,66.56,0.12,20,7,132,253,491,1318,207,24.668,24.668,24.668,24.668,-78,-78,-78,-78,0,1,-264810000,0.013,0.013,20.38,,,,,102.655,102.655,102.655,102.655,58.85,71.58,78.5,57.75,false,true,6.73,-7.42,外資持股趨勢資料不足或期間有非市場異動
26,3135,凌航,TWSE,半導體業,等待確認,保護持有,protect,今天不新增部位；未完成確認前不機械式賣出,下一交易日收盤，確認是否收復防守區,已有部位暫停加碼；若收盤跌破60日EMA約 163.91，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。,外資持股5/10日下降且外資5日賣超,60.4,71.1,62.8,85,85,完整,172.5,172.5,204.32,247.31,20.31,53.77,264.03,20.87,7.6,3.67,2.13,1,0,0,0,302,302,0,-20.048,-481.227,-846.5879999999997,-1469.078,0,0,288,288,0,0,0,-5.021000000000002,-3.0589999999999993,1,-35,-369,-967,,-30.591,-476.206,-1131.529,-1737.4329999999995,55.87,66.72,75.3,49.56,false,true,3.5,-0.97,外資持股5/10日下降，且外資5日賣超
27,2618,長榮航,TWSE,航運業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 41.29 且法人籌碼轉弱，先減碼三分之一。,未觸發明確減碼訊號,71.8,70.6,56.4,85,100,完整,42.8,42.8,21.42,17.08,13.25,62.38,115.28,2.24,8.87,1.63,4.74,28,2270,5759,5335,5017,2196,2448,307.959,-3278.325,29200.704000000005,52971.00600000001,2344.855,6906.721,6517.826,7173.794,5,0,291118290,-1766.5130000000001,-1952.6430000000003,32.69,-1077,-5589,27450,,-1821.447,-8418.533,24635.521,51417.30100000001,53.91,50.39,52.52,46.12,false,false,1.25,0.12,20日趨勢尚未上彎；借券賣出與借券賣出餘額壓力升高
28,3017,奇鋐,TWSE,電腦及週邊設備業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,"已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 2,757.29 且法人籌碼轉弱，先減碼三分之一。",未觸發明確減碼訊號,76.2,70.6,47.6,85,100,可用,3300,3300,57.39,80.34,25.97,68.07,126.07,44.54,44.12,23.55,0.63,48,-149,-152,37,425,204,-301,0.916,1582.583,1790.8170000000005,10312.862000000001,-242.676,1333.2530000000002,2015.4740000000002,4428.777,3,2,4413067430,52.66899999999998,196.07699999999997,54.09,237,217,-292,,296.188,196.66099999999994,-420.73400000000004,5721.508,62.89,77.88,76.27,81.09,false,false,7.04,-1.2,ETF 1/3日已轉為減碼；主動ETF 5日轉為減碼；ETF加碼金額或跨基金共識不足
29,3491,昇達科,TPEX,通信網路業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,"已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 1,366.40 且法人籌碼轉弱，先減碼三分之一。",未觸發明確減碼訊號,69.4,70.6,63.2,85,100,可用,1405,1405,82.02,70.79,28.88,37.31,263.15,8.15,114.86,21.89,0.47,13,-17,122,429,433,463,425,-431.807,-431.807,-431.807,-431.807,-12,-12,-12,-12,0,1,-17340000,-5.377,-5.377,30.99,,,,,-414.43,-414.43,-414.43,-414.43,54.61,63.21,62.2,65.24,false,false,4.32,-1.4,外資持股趨勢資料不足或期間有非市場異動
30,3706,神達,TWSE,電腦及週邊設備業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 89.86 且法人籌碼轉弱，先減碼三分之一。,未觸發明確減碼訊號,74,70.2,57.8,85,100,完整,91.5,91.5,49.73,45.52,3.96,56.75,189.14,2.58,16.91,1.65,4.22,14,401,1037,1983,3226,5891,1425,-3181.085,12417.783,12377.294000000002,35702.845,402,1985.6,3228.6,5882.103,4,1,188036320,1609.1719999999998,1603.9599999999998,9.97,-4662,6238,5614,,-3272.02,8823.010999999999,7544.733999999998,25014.058999999997,50,58.5,63.25,49.01,false,true,-0.41,0.11,當下除權息調整價未守20日EMA
31,6505,台塑化,TWSE,油電燃氣業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 68.32 且法人籌碼轉弱，先減碼三分之一。,未觸發明確減碼訊號,73.3,70.2,68.6,85,100,完整,76.5,76.5,32.35,11.84,13.74,16.6,520.61,4.32,13.66,1.54,1.52,8,-37,-38,-12,1,-3513,0,-8094.005,6522.612000000001,-2574.1939999999977,-20587.403,672.368,734.736,729.1039999999999,-8675.018999999998,3,2,57823723,588.293,1324.846,7,-8359,5380,-4554,,-8426.299,5199.582999999999,-4628.144,-12865.943,57.43,68.27,60.32,84.15,false,false,4.73,5.23,ETF 1/3日已轉為減碼
32,3167,大量,TWSE,電機機械,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 713.34 且法人籌碼轉弱，先減碼三分之一。,未觸發明確減碼訊號,69.1,70.1,51.1,85,100,完整,730,730,152.87,131.8,24.48,64.49,143.75,9.26,54.28,16.14,0.51,4,-22,-22,-23,242,176,-23,-201.968,233.08800000000002,-722.9109999999998,-2611.325,-22,28,1031,790,1,2,21672000,-54.83,-132.596,9.42,-26,333,-708,,-175.524,259.918,-1621.3149999999998,-3282.7760000000003,51.26,64.81,68.08,58.29,false,true,0.79,-1.62,20日累積後5日轉為調節；ETF 1/3日已轉為減碼；主動ETF 5日轉為減碼
33,4576,大銀微系統,TWSE,電機機械,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 210.81 且法人籌碼轉弱，先減碼三分之一。,未觸發明確減碼訊號,71.7,70,54.7,85,100,完整,231,231,60.14,49.67,17.35,38.14,200.45,1.92,73.78,6.76,0.33,1,0,0,0,0,0,0,1263.583,2959.389,2192.9700000000003,1883.3100000000002,0,0,0,0,0,0,0,199.08599999999996,158.27199999999993,8.01,1261,2643,1828,,1231.592,2760.303,2034.6980000000003,1734.6040000000005,59.04,68.74,59.35,87.54,false,false,6.91,7.19,
34,3231,緯創,TWSE,電腦及週邊設備業,等待確認,保護持有,protect,今天不新增部位；未完成確認前不機械式賣出,下一交易日收盤，確認是否收復防守區,已有部位暫停加碼；若收盤跌破60日EMA約 171.06，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。,外資持股5/10日下降且外資5日賣超,73.3,69.8,46.2,85,100,可用,188.5,188.5,60.76,88.16,3.59,82.37,118.14,7.78,14.73,3.04,2.96,42,1119,3498,3214,5154,-4449,626,13838.131,-2147.6690000000017,-26077.801000000003,-25450.50600000001,6582.8,9049.337,10003.072,-9282.198,4,1,1678652014,32.52300000000014,327.32100000000014,33.73,7801,-8840,-32407,,7065.906,-11229.528999999999,-36408.193999999996,-14774.153000000002,59.41,55.28,43.25,79.33,false,false,3.99,5.01,外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎
