排名,代號,名稱,市場,產業,新部位建議,既有部位狀態,今天動作,下一次確認,既有部位說明,短期時機分數,中期研究分數,長期初篩分數,長期方法覆蓋率%,資料健康度,資料健康狀態,收盤價,即時價,營收YoY%,累計營收YoY%,營益率%,負債比%,流動比率%,EPS,本益比,股價淨值比,殖利率%,ETF家數,ETF_1日增減張,ETF_3日增減張,ETF_5日增減張,ETF_10日增減張,ETF_20日增減張,主動ETF_5日增減張,法人1日張,法人5日張,法人10日張,法人20日張,投信買賣超1日張,投信買賣超5日張,投信買賣超10日張,投信買賣超20日張,投信5日買超天數,投信5日賣超天數,投信5日估算金額,自營商買賣超5日張,自營商買賣超10日張,外資持股比率%,外資持股1日增減張,外資持股5日增減張,外資持股10日增減張,外資持股20日增減張,外資買賣超1日張,外資買賣超5日張,外資買賣超10日張,外資買賣超20日張,RSI14,KD-K,KD-D,KD-J,KD近3日黃金交叉,KD近3日死亡交叉,距20EMA%,5日報酬%,淘汰原因
11,2476,鉅祥,TWSE,電子零組件業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 120.11 且法人籌碼轉弱，先減碼三分之一。,73.1,74.5,73.8,85,100,完整,128,125,54.4,39.61,19.32,27.64,314.36,2.98,20.81,3.08,2.32,2,0,11,11,205,205,11,1119.343,996.485,1999.9000000000003,2162.6460000000006,0,11,205,205,1,0,1408000,488.488,892.533,9.93,696,86,409,,786.303,496.997,902.3670000000001,967.4489999999998,57.09,89.67,82.74,103.54,false,false,4.91,2.81,20日趨勢尚未上彎；2日內除權息，等待價格重置；ETF加碼金額或跨基金共識不足
12,3706,神達,TWSE,電腦及週邊設備業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 88.41 且法人籌碼轉弱，先減碼三分之一。,79.9,74.4,59.1,85,91,可用,92.4,93.15,49.73,45.52,3.72,50.24,171.44,1.1,17.63,1.85,4.33,15,-92,-99,206,452,9229,481,9786.27,14651.719,31217.096,39609.248,-92,205.503,473.503,9264.503,1,4,18988477,441.494,725.0780000000002,9.83,8773,10834,24068,,9467.114,14004.722000000002,30018.515000000003,32012.052,55.68,75.6,73.2,80.41,false,false,2.32,0.54,ETF 1/3日已轉為減碼；ETF加碼金額或跨基金共識不足
13,2360,致茂,TWSE,其他電子業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,"已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 2,047.41 且法人籌碼轉弱，先減碼三分之一。",74.6,74.2,61.5,85,100,可用,2195,2277.5,175.26,101.53,39.54,47.08,167.28,21.27,55.99,28.18,0.89,47,43,68,120,967,2077,87,114.214,647.693,-2207.583,-3338.9680000000008,229.949,-74.524,-774.6569999999999,3492.7230000000004,3,2,-163580180,-81.66199999999998,-115.72899999999998,58.46,-144,807,-3569,,-156.304,803.8789999999999,-1317.1970000000003,-7096.887000000001,58.05,72.39,60.49,96.18,false,false,8.57,16.45,短線過熱或乖離過大；高波動且5日漲幅過大
14,2542,興富發,TWSE,建材營造,等待確認,保護持有,今天不新增部位；未完成確認前不機械式賣出,今天收盤後；若跌破，再看下一交易日是否收復,已有部位暫停加碼；若收盤跌破60日EMA約 43.11，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。,72.3,73.8,54.2,85,100,可用,44.8,45.08,196.59,404.28,24.76,77.72,140.2,2.45,10.37,1.91,8.93,10,300,1265,2268,2701,37209,0,1024.866,1853.8139999999999,4167.377,9653.732,294,2262.051,2695.051,37702.651,5,0,101339885,-54.242999999999995,1840.5600000000002,7.96,1126,-1517,-1321,,729.145,-353.994,-368.2339999999999,-34690.389,59.55,83.89,74.67,102.32,false,false,1.67,1.7,外資持股5/10日下降，且外資5日賣超；官方重大訊息出現高風險關鍵字，須查原文
15,2855,統一證,TWSE,金融保險業,等待確認,保護持有,今天不新增部位；未完成確認前不機械式賣出,今天收盤後；若跌破，再看下一交易日是否收復,已有部位暫停加碼；若收盤跌破60日EMA約 45.19，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。,68,73.4,66.7,85,90.8,可用,47.5,48.28,19.6,252.71,,84.35,116.12,1.43,10.63,1.82,4.44,11,600,2542,4321,5407,9895,0,2476.058,1485.2769999999996,5029.9389999999985,2764.151999999999,594,4315.061,5437.061,9945.592,5,0,204965398,0,0,7.4,2439,-2243,-5171,,1882.058,-2829.7840000000006,-407.12200000000064,-7181.4400000000005,56.65,85.57,77.36,101.97,false,false,4.59,3.6,外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎
16,2347,聯強,TWSE,電子通路業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 88.45 且法人籌碼轉弱，先減碼三分之一。,72.1,73.2,56.8,85,100,可用,91.6,91.95,126.88,84.54,2.49,70.33,142.57,4.12,12.53,1.76,4.59,23,42,151,1295,1843,-10494,-10,2510.259,3892.9399999999996,10006.023,20247.475,116,1671.916,1734.911,-12640.213,5,0,153147506,13.214999999999982,-2823.2149999999997,30.01,2667,2710,13835,,2390.776,2207.8089999999997,11094.327,33567.301,52.69,52.05,62.77,30.61,false,true,0.93,-5.66,主動ETF 5日轉為減碼；ETF加碼金額或跨基金共識不足
17,4441,振大環球,TWSE,紡織纖維,等待確認,保護持有,今天不新增部位；未完成確認前不機械式賣出,今天收盤後；若跌破，再看下一交易日是否收復,已有部位暫停加碼；若收盤跌破60日EMA約 190.64，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。,62,72.7,74,85,100,完整,201,201.5,27.99,13.84,17.62,30.51,243.38,9.08,11.14,1.99,5.37,1,0,0,0,0,0,0,-18,51.999,2.4710000000000027,27.174,60,60,60,60,1,0,12060000,93.999,81,0.96,-95,-175,-260,,-79,-102,-138.52899999999997,-131.38799999999998,67.96,82.72,79.77,88.63,false,false,7.67,6.63,外資持股5/10日下降，且外資5日賣超
18,2344,華邦電,TWSE,半導體業,等待確認,降低部位,停止加碼；反彈未站回恢復區時分批減碼,每個交易日收盤後，確認是否站回恢復區,已有部位先停止加碼。反彈若仍未站回 163.42，分批降低部位；只有站回且ETF／外資賣壓收斂後才重新評估。,57.9,72.3,65.5,85,100,可用,177,182,291.55,160.97,42.34,40.78,159.78,7.65,19.51,4.83,0.28,35,-4369,-4885,-4899,637,2493,-4643,-43919.119,-47048.97,22327.028,-74847.777,-11140.522,-11172.258000000002,-9924.430000000002,-39484.200000000004,1,4,-1977489666,-2.966999999999871,-1559.761,16.99,-33941,-44556,-17029,,-30701.517,-35873.74500000001,33811.21899999999,-39294.46100000001,55.87,83.18,76.75,96.05,false,false,8.31,4.73,20日累積後5日轉為調節；ETF 1/3日已轉為減碼；主動ETF 5日轉為減碼；投信5/10日持續且具金額意義的賣超；外資持股5/10日下降，且外資5日賣超
19,2108,南帝,TWSE,橡膠工業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 28.16 且法人籌碼轉弱，先減碼三分之一。,67.2,72.3,75.3,85,85,完整,30.85,30.6,32.74,24.72,16.6,12.36,812.87,1.28,17.33,1.03,3.24,1,0,0,0,1,157,0,1586.497,4754.79,5300.321,3815.9539999999997,0,0,1,157,0,0,0,95.445,80.55,6.49,1584,4563,5730,,1584.349,4659.345,5218.771000000001,3572.9120000000003,68.65,85.26,71.14,113.49,false,false,8.32,12.39,
20,2428,興勤,TWSE,電子零組件業,等待確認,保護持有,今天不新增部位；未完成確認前不機械式賣出,今天收盤後；若跌破，再看下一交易日是否收復,已有部位暫停加碼；若收盤跌破60日EMA約 251.42，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。,68.8,71.9,72.8,85,100,完整,254.5,258.75,48.36,24.42,22.64,36.2,299.37,7.55,18.09,2.76,2.32,3,-12,-12,110,110,72,110,-229.8,-452.751,-912.2120000000001,580.8419999999998,-12,110.324,110.324,372.324,2,1,28077458,142.232,131.643,18.65,-162,-600,-600,,-243.353,-705.307,-1154.179,160.1199999999999,52.64,81.14,65.39,112.64,false,false,5,11.38,ETF 1/3日已轉為減碼；外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；高波動且5日漲幅過大；ETF加碼金額或跨基金共識不足
21,3017,奇鋐,TWSE,電腦及週邊設備業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,"已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 2,452.31 且法人籌碼轉弱，先減碼三分之一。",76.6,71.5,49.1,85,100,可用,2910,2932.5,57.39,80.34,25.97,68.07,126.07,44.54,38.79,20.7,0.72,45,143,158,220,1386,2341,118,260.367,3776.228,8013.954,7999.610999999999,-32,1503.5210000000002,3941.567,6477.308,3,2,4375246110,363.52299999999997,507.77799999999996,53.15,188,1654,3598,,139.001,1909.1839999999997,3564.609,645.4639999999997,64.3,84.55,80.9,91.84,false,false,13.6,6.59,短線過熱或乖離過大；官方重大訊息出現高風險關鍵字，須查原文
22,3033,威健,TWSE,電子通路業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 47.38 且法人籌碼轉弱，先減碼三分之一。,71.4,71.5,53.9,85,100,完整,50.3,49.45,78.71,32.99,3.65,78.4,133.84,3.38,11.05,2.07,3.82,5,1,0,1,505,641,0,1666.624,10393.606,12439.545,-543.902,1,1.442,505.51199999999994,641.6049999999999,2,1,72533,-441.35100000000006,64.35199999999998,25.87,2260,10731,9309,,1758.294,10833.515,11869.680999999999,1175.1629999999989,55.7,76.69,67.86,94.36,false,false,3.91,5.23,20日趨勢尚未上彎；ETF加碼金額或跨基金共識不足；官方重大訊息出現高風險關鍵字，須查原文
23,2383,台光電,TWSE,電子零組件業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,"已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 4,908.96 且法人籌碼轉弱，先減碼三分之一。",77.3,71.3,48.8,85,100,可用,5730,5747.5,129.4,89.4,24.72,63.23,135.5,42.46,89.6,35.2,0.44,51,40,161,191,923,1734,139,366.209,871.0089999999999,-1058.1380000000001,-1371.8620000000005,56.993,392.70700000000005,1284.103,1813.316,4,1,2250211110,-31.207,-153.29699999999997,42.9,294,583,-2547,,305.609,509.5089999999999,-2188.944,-3219.3409999999994,62.85,92.6,83.93,109.96,false,false,11.97,9.25,短線過熱或乖離過大
24,3030,德律,TWSE,其他電子業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 308.56 且法人籌碼轉弱，先減碼三分之一。,68,71.2,69.4,85,100,完整,307.5,312.25,38.19,26.75,38.59,34.3,215.96,7.36,23.3,7.46,2.28,6,0,-1,-1,2,15,0,624.913,860.134,1617.534,533.2450000000001,0,-1.832,8.768,25.768,0,1,-563340,62.828,201.669,10.81,278,604,1046,,579.833,799.138,1407.097,534.1249999999997,54.43,83.07,73.39,102.42,false,false,4.48,3.36,20日累積後5日轉為調節
25,3515,華擎,TWSE,電腦及週邊設備業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 217.64 且法人籌碼轉弱，先減碼三分之一。,67.6,71.1,62.5,85,100,完整,224.5,230.25,131.35,18.86,8.04,52.42,174.78,7.1,14.5,2.39,4.9,3,0,0,0,-2,-3,0,672.676,233.87400000000005,550.749,226.446,0,0.494,-1.3130000000000002,-2.212,1,0,110903,48.041000000000004,34.332000000000015,8.43,628,288,664,,640.993,185.33900000000003,517.73,210.11900000000014,62.41,81.59,74.8,95.18,false,false,6.98,7.16,
26,6139,亞翔,TWSE,其他電子業,等待確認,保護持有,今天不新增部位；未完成確認前不機械式賣出,今天收盤後；若跌破，再看下一交易日是否收復,已有部位暫停加碼；若收盤跌破60日EMA約 788.39，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。,71,70.8,54.1,85,91,可用,811,825.5,62.28,68.37,17.21,65.29,145.77,9.45,22.51,8.73,2.84,20,147,248,182,1020,2448,199,-680.779,-1379.776,-2064.1679999999997,-8387.344,212,95.17899999999997,1036.466,2044.2659999999996,3,2,77190169,160.424,479.345,23.67,-808,-1658,-7711,,-858.572,-1635.379,-3579.979,-10547.134,51.34,78.8,69.73,96.93,false,false,1.7,1.37,外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎
27,3088,艾訊,TPEX,電腦及週邊設備業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 132.66 且法人籌碼轉弱，先減碼三分之一。,61.5,70.6,71.5,85,100,可用,140,140.5,66.92,45.48,12.29,33.69,239.98,4.28,17.54,2.8,2.09,1,0,0,0,5,10,0,19.338,19.338,19.338,19.338,0,0,0,0,0,0,0,-36.012,-36.012,20.25,,,,,55.35,55.35,55.35,55.35,53.02,68.98,58.56,89.83,false,false,3.02,5.66,外資持股趨勢資料不足或期間有非市場異動；20日趨勢尚未上彎
28,3324,雙鴻,TPEX,其他電子業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 984.06 且法人籌碼轉弱，先減碼三分之一。,64.2,70.6,57.8,85,100,可用,1050,1032.5,116.7,83.28,16.87,59.14,183.92,23.01,24.22,7.37,1.13,3,0,0,-1,1,8,0,-71.423,-71.423,-71.423,-71.423,0,0,0,0,0,0,0,-29.777,-29.777,29.38,,,,,-41.646,-41.646,-41.646,-41.646,60.32,81.44,76.17,91.96,false,false,8.4,8.81,20日累積後5日轉為調節；外資持股趨勢資料不足或期間有非市場異動
29,1736,喬山,TWSE,運動休閒,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 128.76 且法人籌碼轉弱，先減碼三分之一。,67.7,70.5,53.4,85,100,完整,139,138,35.8,12.75,7.5,70.85,125.91,3.27,12.57,3.08,3.24,2,0,0,0,518,518,0,-285.055,1533.7709999999997,1971.156,1595.625,0,0.252,565.252,919.252,1,0,35028,2.135,-22.128,5.75,-248,1733,1420,,-286.055,1531.384,1428.0320000000002,688.0460000000004,54.91,70.65,63.12,85.7,false,false,3.72,3.35,
30,5904,寶雅*,TPEX,居家生活,等待確認,保護持有,今天不新增部位；未完成確認前不機械式賣出,今天收盤後；若跌破，再看下一交易日是否收復,已有部位暫停加碼；若收盤跌破60日EMA約 66.30，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。,71.3,70.3,51.6,85,100,可用,82.5,78,19.22,14.47,16.38,78.94,111.99,17.45,24.26,1.21,3.09,10,1058,6641,9381,9381,9188,6435,-25502.327,-25502.327,-25502.327,-25502.327,608,608,608,608,1,0,50160000,-278.784,-278.784,26.84,,,,,-25831.543,-25831.543,-25831.543,-25831.543,70.84,77.1,80.95,69.39,false,true,13.43,14.58,外資持股趨勢資料不足或期間有非市場異動；KD高檔死亡交叉，等待動能確認；強勢上漲後盤中急跌反轉
31,5274,信驊,TPEX,半導體業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,"已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 14,891.09 且法人籌碼轉弱，先減碼三分之一。",71.1,70.2,54,85,100,可用,17370,17865,97.59,68.06,53.36,45.44,201.99,78.28,115.87,84.28,0.47,30,43,59,84,179,365,83,33.104,33.104,33.104,33.104,63.002,63.002,63.002,63.002,1,0,1094344740,3.539,3.539,53.11,,,,,-33.437,-33.437,-33.437,-33.437,63.32,88.12,82.07,100.21,false,false,12.39,8.43,外資持股趨勢資料不足或期間有非市場異動；短線過熱或乖離過大
32,2441,超豐,TWSE,半導體業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 120.88 且法人籌碼轉弱，先減碼三分之一。,72.6,70.1,68,85,100,完整,125.5,127.25,41.65,24.68,20.06,18.34,230.57,2.98,23.24,2.6,2.39,10,0,-28,521,1520,4483,557,3158.783,7976.0869999999995,5459.843999999999,-634.7040000000011,0,520.766,1519.766,4482.766,2,2,65356133,621.7080000000001,804.5500000000002,11.21,2838,6357,465,,2931.702,6833.612999999999,3135.5279999999993,-4723.661000000001,52.43,82.82,73.65,101.15,false,false,3.79,5.91,20日趨勢尚未上彎
33,6245,立端,TPEX,通信網路業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 80.93 且法人籌碼轉弱，先減碼三分之一。,63,70,67.5,85,100,可用,88,87.95,102.55,17.99,8.15,41.82,223.77,1.81,20.09,2.17,4.32,1,0,0,1,-4,-7,0,74.383,74.383,74.383,74.383,0,0,0,0,0,0,0,-17.703,-17.703,11.07,,,,,92.086,92.086,92.086,92.086,62.82,79.06,70.48,96.21,false,false,6.96,8.64,外資持股趨勢資料不足或期間有非市場異動
34,8464,億豐,TWSE,居家生活,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 363.63 且法人籌碼轉弱，先減碼三分之一。,71.8,69.9,67.8,85,100,完整,391,368.75,16.43,3.86,27.66,25.49,384.65,10.37,17.08,3.98,4.09,11,20,18,95,81,90,0,0.684,280.3790000000001,513.9960000000002,678.9770000000001,20,94.907,85.523,117.809,2,2,37108637,1.5019999999999998,-7.5539999999999985,40.66,-11,155,300,,-19.323,183.97000000000006,436.02700000000004,572.3860000000001,64.21,63.54,60.85,68.93,true,false,3.85,4.13,當下除權息調整價未守20日EMA；ETF加碼金額或跨基金共識不足
35,8016,矽創,TWSE,半導體業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 291.49 且法人籌碼轉弱，先減碼三分之一。,70,69.7,66.5,85,100,完整,311.5,318.75,34.48,29.75,14.18,31.5,231.35,12.28,15.57,2.77,3.69,12,0,-17,96,-175,-75,120,115.435,438.68,1035.4900000000002,1812.8700000000001,0,95.68,-174.861,-120.91999999999999,1,3,29804320,60.552,87.534,44.77,87,243,1087,,93,282.448,1122.8170000000002,1918.0850000000005,56.08,77,69.16,92.68,false,false,4.61,6.5,20日趨勢尚未上彎
