排名,代號,名稱,市場,產業,新部位建議,既有部位建議,既有部位說明,分數,信心度,收盤價,即時價,營收YoY%,累計營收YoY%,營益率%,負債比%,流動比率%,EPS,本益比,股價淨值比,殖利率%,ETF家數,ETF_1日增減張,ETF_3日增減張,ETF_5日增減張,ETF_10日增減張,ETF_20日增減張,主動ETF_5日增減張,法人1日張,法人5日張,法人10日張,法人20日張,投信買賣超1日張,投信買賣超5日張,投信買賣超10日張,投信買賣超20日張,投信5日買超天數,投信5日賣超天數,投信5日估算金額,自營商買賣超5日張,自營商買賣超10日張,外資持股比率%,外資持股1日增減張,外資持股5日增減張,外資持股10日增減張,外資持股20日增減張,外資買賣超1日張,外資買賣超5日張,外資買賣超10日張,外資買賣超20日張,RSI14,KD-K,KD-D,KD-J,KD近3日黃金交叉,KD近3日死亡交叉,距20EMA%,5日報酬%,淘汰原因
11,5522,遠雄,TWSE,建材營造,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 68.79 且法人籌碼轉弱，先減碼三分之一。,68.4,100,65.6,,2513.5,792.74,26.72,56.07,173.09,1.76,6.93,1.08,8.38,5,0,-3,11,-202,770,0,-28.3,171.56600000000003,2390.197,3848.9480000000003,3,19.05,-60.94999999999999,1392.05,4,1,1249680,23,47.669,4.73,-242,-207,3323,,-29.3,129.51600000000002,2403.478,2356.2290000000003,42.49,23.86,33.84,3.88,false,false,-1.98,-0.76,當下除權息調整價未守20日EMA
12,2059,川湖,TWSE,電子零組件業,等待確認,續抱觀察,"已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 6,712.98 且法人籌碼轉弱，先減碼三分之一。",67.5,100,7145,,220.52,98.95,67.06,20.2,547.07,36.58,62.98,21.6,0.71,32,23,74,61,104,305,18,202.893,402.21500000000003,528.015,365.948,41.486,204.97400000000002,598.742,948.2,4,1,1464539230,10.366999999999994,36.51499999999999,23.97,121,192,-406,,130.224,186.87399999999997,-107.24200000000005,-633.167,44.14,27.3,36.79,8.32,false,false,-7.99,-12.06,當下除權息調整價未守20日EMA
13,3665,貿聯-KY,TWSE,其他電子業,等待確認,續抱觀察,"已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 2,058.52 且法人籌碼轉弱，先減碼三分之一。",67.5,100,2090,,63.79,33.97,14.9,45.52,223.16,11.66,42.18,8.74,0.73,37,192,695,1541,2318,2631,1124,324.693,2443.1130000000003,2665.047,4024.197,244.013,3271.96,6158.331000000001,6983.335000000001,5,0,6838396400,39.69099999999999,67.577,52.88,120,-239,-1069,,89.295,-868.5380000000001,-3560.861,-3006.7799999999997,52.27,70.84,70.1,72.33,false,false,2.37,-1.18,外資持股趨勢資料不足或期間有非市場異動；借券賣出與借券賣出餘額壓力升高
14,2605,新興,TWSE,航運業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 31.67 且法人籌碼轉弱，先減碼三分之一。,67.4,85,31.1,,51.62,32.98,35.32,22.98,186.53,0.66,14.88,1.03,3.22,1,0,4,4,185,185,0,1158.1,3290.718,5644.860999999999,13301.875999999998,6,22,200,198,5,0,684200,-1041.173,-1104.076,49.14,774,3845,11627,,1239.703,4309.8910000000005,6548.937000000002,13676.580000000002,49.57,46.86,57.3,26,false,true,-0.2,-1.11,當下除權息調整價未守20日EMA；ETF加碼金額或跨基金共識不足
15,2395,研華,TWSE,電腦及週邊設備業,等待確認,暫停加碼／跌破減碼,已有部位暫停加碼；若收盤跌破60日EMA約 494.77，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。,67.2,100,550,,73.39,32.18,18.29,40.64,165.38,3.85,42.67,9.63,2.03,30,189,359,741,2609,3122,124,195.039,-230.35000000000002,-1401.942,1658.534,807.085,1298.821,3159.37,3419.839,5,0,714351550,101.601,390.90999999999997,35.16,-705,-2002,-4057,,-677.219,-1630.772,-4952.222,-2499.821999999999,54.54,56.48,60.39,48.64,false,true,1.19,-7.72,外資持股5/10日下降，且外資5日賣超
16,3231,緯創,TWSE,電腦及週邊設備業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 153.70 且法人籌碼轉弱，先減碼三分之一。,67.1,100,169.5,,53.85,94.01,3.44,81.27,120.01,3.06,17,2.83,3.24,41,2291,6244,8344,-437,26928,6243,4458.334,144820.75400000002,185728.201,150934.516,1253.878,21282.839,4550.912000000001,28734.357,5,0,3607441211,2591.011,6360.055000000001,31.41,7103,127296,216759,,4022.653,120946.904,174817.23399999997,121661.73399999997,59.69,73.12,70.39,78.6,false,false,6.07,3.35,外資持股趨勢資料不足或期間有非市場異動
17,3702,大聯大,TWSE,電子通路業,等待確認,暫停加碼／跌破減碼,已有部位暫停加碼；若收盤跌破60日EMA約 108.45，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。,66.9,100,106,,131.85,55.18,2.68,80.68,123.6,3.3,12.94,1.98,3.58,31,457,671,9577,14547,57217,115,-781.2,1857.8000000000002,758.1320000000005,-12789.507,243.5,9310.446,12455.395,53265.256,5,0,986907276,436.352,3356.675,34.72,-1035,-7463,-24248,,-1041.783,-7888.998,-15053.937999999998,-68510.628,43.35,40.87,51.46,19.7,false,true,-5.48,-10.17,外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
18,2845,遠東銀,TWSE,金融保險業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 12.93 且法人籌碼轉弱，先減碼三分之一。,66.3,100,13.3,,20.15,17.21,,92.01,,0.25,15.11,0.91,4.74,7,490,2555,2555,3131,10838,0,476.041,10238.638999999997,16045.916999999998,49935.977,490,2555,3120,10814,3,0,33981500,309.23199999999997,222.23199999999997,9.24,-4402,1466,17031,,-128.959,7374.406999999999,12703.685,38633.636,54.42,43.01,48.16,32.73,false,false,0.33,-0.37,
19,6669,緯穎,TWSE,電腦及週邊設備業,等待確認,續抱觀察,"已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 4,960.93 且法人籌碼轉弱，先減碼三分之一。",66.3,100,5135,,29.79,41.71,6.31,67.6,153.41,75.95,17.21,6.81,3.2,39,83,234,219,86,1175,202,275.45,1511.4669999999999,2076.884,3431.1960000000004,137.958,1229.394,1432.925,4526.1669999999995,4,1,6312938190,103.63499999999999,169.18599999999998,28.24,154,132,-163,,90.907,178.438,474.77299999999997,-1328.307,50.05,62.78,67.27,53.78,false,true,-0.76,-6.64,當下除權息調整價未守20日EMA
20,2207,和泰車,TWSE,汽車工業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 485.32 且法人籌碼轉弱，先減碼三分之一。,65.9,100,519,,48.36,13.06,,77.85,100.73,7.95,15.2,3.65,3.85,15,0,4,62,-205,28,0,479.668,940.2080000000001,1526.3600000000001,2078.289,3,67.78999999999999,-200.80200000000005,29.07499999999996,3,1,35183010,11.652,8.139,22.34,499,813,2052,,469.405,860.766,1719.023,2016.4489999999996,73.23,74.9,66.06,92.59,true,false,6.01,5.49,
21,3022,威強電,TWSE,電腦及週邊設備業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 81.60 且法人籌碼轉弱，先減碼三分之一。,65.9,100,88,,79.97,18.78,2.29,27.05,323.07,0.96,24.93,1.35,3.98,2,0,0,0,-2,19,0,24.704,1160.8980000000001,3466.744,5754.468,0,0,-2.608,19.392,0,0,0,-62.389,35.761999999999986,21.17,-142,1774,5624,,89.219,1223.2869999999998,3433.5899999999997,5622.887,52.69,67.1,64.82,71.65,false,false,0.71,-3.19,單季稅前獲利對營業外貢獻依賴偏高
22,5288,豐祥-KY,TWSE,電機機械,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 177.29 且法人籌碼轉弱，先減碼三分之一。,65.7,100,183,,71.59,28.97,14.46,24.96,236.86,3.59,15.21,2.09,3.55,1,0,0,0,2,1,0,66.243,45.093999999999994,228.00199999999995,246.41699999999992,8,28,98,97,4,0,5124000,10.217999999999998,7.283999999999999,59.94,57,16,45,,54.28,6.876000000000001,122.718,115.768,46.95,43.82,56.97,17.52,false,true,-2.48,-5.67,當下除權息調整價未守20日EMA
23,3706,神達,TWSE,電腦及週邊設備業,等待確認,暫停加碼／跌破減碼,已有部位暫停加碼；若收盤跌破60日EMA約 87.53，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。,65.5,100,85.3,,80.93,44.8,3.72,50.24,171.44,1.1,16.28,1.7,4.69,15,37,1223,2627,8777,37317,0,544.503,786.4809999999998,8392.152,11949.632,46,2646,8791,37618,5,0,225703800,-1438.007,-2392.3849999999998,7.89,941,-1696,-1097,,832.189,-421.51200000000017,1993.5369999999998,-22664.578999999998,40.47,46.98,56.92,27.09,false,true,-4.45,-6.47,外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
24,2603,長榮,TWSE,航運業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 201.99 且法人籌碼轉弱，先減碼三分之一。,65.1,100,201.5,,30.01,-2.44,10.34,35.3,161.2,3.84,8.81,0.75,7.94,30,739,1116,84,-2086,-2985,0,3901.656,9103.782,37373.786,62773.217,147.199,-697.279,-5539.909,-8843.47,4,1,-140501718,176.367,2310.543,21.46,3646,2791,50358,,3688.87,9624.694,40603.151999999995,70704.32999999999,51.76,54.69,65.15,33.77,false,true,0.79,-2.18,
25,2006,東和鋼鐵,TWSE,鋼鐵工業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 69.70 且法人籌碼轉弱，先減碼三分之一。,65,100,72.4,,9.01,-1.3,10.22,37.35,152.88,1.66,10.92,1.63,5.94,11,94,547,1037,2008,3876,0,468.24,3628.2619999999997,9541.849,13934.078000000001,100,1049.6390000000001,1978.56,3842.56,4,0,75993864,-23.945,-79.848,25.32,365,2745,11395,,377.879,2602.5679999999998,7643.137000000001,10133.436000000002,61.31,78.49,73.71,88.05,false,false,2.11,1.83,累計營收負成長且當月改善不足
26,6277,宏正,TWSE,電腦及週邊設備業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 73.25 且法人籌碼轉弱，先減碼三分之一。,64.3,100,76.3,,35.12,12.79,14.42,32.83,208.56,1.08,23.48,1.96,4.59,2,0,0,0,37,37,0,223.434,518.0020000000001,1208.5969999999998,1217.5369999999998,0,0,37,37,0,0,0,30.013,32.003,10.33,307,514,938,,227.434,487.98900000000003,1139.5939999999998,1151.5339999999999,53.46,40.01,47.81,24.4,false,false,0.87,-2.68,
27,1101,台泥,TWSE,水泥工業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 24.07 且法人籌碼轉弱，先減碼三分之一。,64.1,100,24.35,,32.4,1.54,8.42,49.01,223.86,0.1,,0.78,3.29,7,12,19,9,-3746,-3993,0,1376.272,38139.297,71009.869,-9659.334000000003,53,97,-3684,-3947,3,1,2361950,364.93300000000005,-657.778,14.48,6597,47281,92251,,1455.2,37677.364,75351.647,-4334.472999999998,55.58,75.02,75.37,74.34,false,true,1.9,2.1,
28,2887,台新新光金,TWSE,金融保險業,等待確認,暫停加碼／跌破減碼,已有部位暫停加碼；若收盤跌破60日EMA約 30.85，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。,63.9,100,32.6,,329.5,334.28,,93.39,,0.82,15.98,1.43,3.37,33,10862,18134,32378,190579,273496,0,3505.741,11085.802,11960.787999999999,125387.79699999999,2420.353,20709.235,120480.39600000001,185073.349,4,1,675121061,15954.543000000001,31953.645,22.87,-10864,-22204,-176939,,-4816.549,-25577.976000000002,-140473.253,-102743.465,43.97,24.27,31.95,8.92,false,false,-4.13,-5.78,外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA；借券賣出與借券賣出餘額壓力升高
29,2890,永豐金,TWSE,金融保險業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 36.10 且法人籌碼轉弱，先減碼三分之一。,63.9,100,38.6,,50.94,55.23,,92.98,,0.76,18.47,2.11,3.37,30,6528,12236,46424,96086,206207,270,8026.84,32565.947000000004,45807.625,124848.14300000001,2142.995,12896.097,45413.35400000001,141380.69300000003,5,0,497789344,-166.7400000000007,17464.777,29.13,3143,22219,10807,,2923.198,19836.59,-17070.506000000005,-44650.441000000006,52.31,49.56,46.13,56.42,false,false,-0.3,-2.54,20日趨勢尚未上彎；當下除權息調整價未守20日EMA；借券賣出與借券賣出餘額壓力升高
30,6446,藥華藥,TWSE,生技醫療業,等待確認,續抱觀察,"已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 1,011.80 且法人籌碼轉弱，先減碼三分之一。",63.7,100,1080,,94.88,74.59,40.75,14.06,652.75,5.79,67.71,11.66,0.24,17,8,135,136,76,520,129,457.422,-22.403999999999996,-1580.672,-3174.733,8,101.51100000000002,79.90800000000003,491.908,3,1,109631880,35.025999999999996,-9.520000000000007,24.97,951,703,-2165,,442.573,-158.94100000000003,-1651.06,-3646.429,44.07,12.88,14.89,8.86,false,false,-7.12,-8.47,20日趨勢尚未上彎；當下除權息調整價未守20日EMA
31,2707,晶華,TWSE,觀光餐旅,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 179.05 且法人籌碼轉弱，先減碼三分之一。,63.6,100,180,,13.94,5.11,28.9,65.43,123.74,5.73,12.86,6.48,5.97,1,0,0,0,4,3,0,171.066,425.331,660.3270000000001,1366.259,0,0,4,2,0,0,0,18.661,14.419,7.14,116,314,598,,169.066,406.67,641.908,1356.84,53.78,65.67,58.39,80.23,false,false,0.35,0.56,
32,2539,櫻花建,TWSE,建材營造,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 40.38 且法人籌碼轉弱，先減碼三分之一。,63.5,100,42.65,,79.55,22.59,40.49,41.67,297.64,0.68,15.07,2.72,6.57,3,0,0,8,-154,-746,0,1807.373,2525.069,3708.6970000000006,5455.4980000000005,0,8,-154,-746,1,0,341200,-12.338,61.596,2.26,1885,2483,3828,,1754.139,2529.407,3801.101,6130.9220000000005,67.16,69.02,63.08,80.91,true,false,5.52,6.63,
33,6024,群益期,TWSE,金融保險業,等待確認,暫停加碼／跌破減碼,已有部位暫停加碼；若收盤跌破60日EMA約 61.16，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。,63.5,100,63.1,,124.15,-29.03,,87.11,113.58,1.76,10.57,1.45,5.5,2,0,1,1,126,125,0,-21.398,-528.461,-299.0300000000001,-3.8850000000001046,0,1,126,125,1,0,63100,5,7,4.6,8,-503,-344,,-23.398,-534.461,-432.0300000000001,-137.8850000000001,49.42,45.08,58.3,18.63,false,true,-0.81,-2.17,外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA；2日內除權息，等待價格重置
34,6670,復盛應用,TWSE,運動休閒,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 265.13 且法人籌碼轉弱，先減碼三分之一。,63.4,100,267,,7.85,9.91,14.94,33.72,249.05,6.96,12.95,2.21,5.99,7,0,0,0,-388,-568,0,67.686,641.0310000000001,928.518,1513.668,1,2,-361.64500000000004,-792.645,2,0,534000,-102.841,-264.667,24.25,67,737,1783,,65.386,741.872,1554.83,2547.906,53.19,73.46,76.57,67.23,false,true,1.01,1.71,
35,8114,振樺電,TWSE,電腦及週邊設備業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 206.09 且法人籌碼轉弱，先減碼三分之一。,63.3,100,209.5,,19.14,-25.79,17.79,29.6,215.8,2.75,13.97,2.11,5.47,3,0,0,0,0,-4,0,5.692,1533.24,2440.388,2919.691,0,108,228,383,1,0,22626000,-7.466,17.019999999999996,14.67,-335,1088,1831,,-2.38,1432.7060000000001,2195.3680000000004,2490.606,51,54.14,56.99,48.42,false,true,0.63,-5.2,
36,6414,樺漢,TWSE,電腦及週邊設備業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 385.43 且法人籌碼轉弱，先減碼三分之一。,63.2,100,436.5,,56.97,23.33,5.37,62.87,127.12,5.15,20.28,2.42,3.16,9,0,0,0,-16,-190,0,-186.738,2669.8360000000002,4581.991,8341.336,0,-20,34,-30,0,2,-8730000,-116.09,-563.343,47.71,-198,2800,7257,,-190.745,2805.926,5111.334,9935.864,55.52,54.77,68.14,28.03,false,true,2.29,-10.92,
37,5269,祥碩,TWSE,半導體業,等待確認,續抱觀察,"已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 1,426.71 且法人籌碼轉弱，先減碼三分之一。",62.8,100,1450,,-22.41,5.4,23.09,10.61,299.01,24.85,17.79,2.91,3.13,18,4,8,53,353,1942,0,322.301,831.6629999999999,1063.8259999999998,2740.5429999999997,5,45,345,1934,5,0,65250000,-146.94799999999998,-201.35799999999998,9.13,382,1300,951,,359.892,933.6110000000001,920.1840000000001,1080.5120000000002,50.03,47.86,40.59,62.41,true,false,0.1,2.47,20日趨勢尚未上彎；單季稅前獲利對營業外貢獻依賴偏高
38,2412,中華電,TWSE,通信網路業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 138.93 且法人籌碼轉弱，先減碼三分之一。,62.1,100,140.5,,11.4,7.83,21.85,24.9,164.38,1.3,27.93,2.75,3.7,36,550,1056,1796,5256,25979,-944,13096.671,50305.62,103918.821,58116.674,-564.666,243.474,1538.6059999999998,20857.093999999997,3,2,34208097,3420.276,5498.896,17.16,14197,51830,100273,,12934.049,46641.87000000001,96881.31900000002,42866.90400000001,55.74,82.43,77.82,91.65,false,false,1.1,1.44,主動ETF 5日轉為減碼；外資持股趨勢資料不足或期間有非市場異動；20日趨勢尚未上彎
39,8464,億豐,TWSE,居家生活,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 356.20 且法人籌碼轉弱，先減碼三分之一。,62.1,100,378.5,,11.73,1.69,28.11,34.78,246.69,5.62,17.14,4.07,4.23,11,0,3,2,9,1134,0,51.235,-20.908999999999992,164.981,767.393,12,26.441000000000003,32.286,1158.277,3,1,10007919,3.169,-3.6639999999999997,40.53,47,-88,185,,39.408,-50.519000000000005,136.35899999999992,-388.4910000000001,64.18,80.32,68.4,104.16,false,false,3.81,4.27,
40,1907,永豐餘,TWSE,造紙工業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 26.86 且法人籌碼轉弱，先減碼三分之一。,62,100,28.45,,12.66,4.44,-0.43,46.4,119.9,0.13,20.32,0.6,3.51,3,0,0,7,32,1392,0,1602.789,2857.7630000000004,3678.3970000000004,9443.006000000001,0,9.007,24.706999999999997,1379.7069999999999,2,0,256249,33,16,12.6,-349,1388,4184,,1586.789,2815.7560000000003,3637.69,7998.137999999999,58.3,43.09,39.72,49.83,true,false,1.96,1.43,單季稅前獲利對營業外貢獻依賴偏高
41,6206,飛捷,TWSE,電腦及週邊設備業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 125.53 且法人籌碼轉弱，先減碼三分之一。,61.9,100,123,,26.29,24.61,28.09,19.03,419.58,2.51,17.25,3.17,4.47,7,0,0,0,494,480,0,-160.868,884.5,1109.5049999999999,445.83299999999986,0,0,494.45799999999997,479.45799999999997,0,0,0,-31.019000000000002,-210.52,15.56,-133,546,-1049,,-148.208,915.519,825.5669999999998,193.3439999999997,44.83,48.55,50.51,44.65,false,true,-2.91,-2.77,當下除權息調整價未守20日EMA
42,2425,承啟,TWSE,電腦及週邊設備業,等待確認,暫停加碼／跌破減碼,已有部位暫停加碼；若收盤跌破60日EMA約 39.07，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。,61.9,85,44.15,,375.57,116.51,0.01,54.57,183.46,0.62,,1.7,0.23,1,0,3,49,206,206,0,-395.618,-3078.592,-1822.9479999999999,-2161.021,0,49,206,206,3,0,2163350,75.715,71.676,8.56,-303,-2484,-1398,,-407.618,-3203.307,-2100.624,-2477.386,55.67,56.02,56.74,54.58,false,true,2.64,-2.21,外資持股5/10日下降，且外資5日賣超；單季稅前獲利對營業外貢獻依賴偏高
