排名,代號,名稱,市場,產業,新部位建議,既有部位狀態,今天動作,下一次確認,既有部位說明,短期時機分數,中期研究分數,長期初篩分數,長期方法覆蓋率%,資料健康度,資料健康狀態,收盤價,即時價,營收YoY%,累計營收YoY%,營益率%,負債比%,流動比率%,EPS,本益比,股價淨值比,殖利率%,ETF家數,ETF_1日增減張,ETF_3日增減張,ETF_5日增減張,ETF_10日增減張,ETF_20日增減張,主動ETF_5日增減張,法人1日張,法人5日張,法人10日張,法人20日張,投信買賣超1日張,投信買賣超5日張,投信買賣超10日張,投信買賣超20日張,投信5日買超天數,投信5日賣超天數,投信5日估算金額,自營商買賣超5日張,自營商買賣超10日張,外資持股比率%,外資持股1日增減張,外資持股5日增減張,外資持股10日增減張,外資持股20日增減張,外資買賣超1日張,外資買賣超5日張,外資買賣超10日張,外資買賣超20日張,RSI14,KD-K,KD-D,KD-J,KD近3日黃金交叉,KD近3日死亡交叉,距20EMA%,5日報酬%,淘汰原因
11,2330,台積電,TWSE,半導體業,等待確認,保護持有,今天不新增部位；未完成確認前不機械式賣出,下一交易日收盤，確認是否收復防守區,"已有部位暫停加碼；若收盤跌破60日EMA約 2,350.41，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。",73.2,76,68,85,100,可用,2420,2415,44.69,37.01,59.29,30.94,245.76,49.33,27.82,9.68,0.92,69,306,633,403,-3557,24051,-416,-17.12,-1210.2640000000001,2534.4329999999995,-40864.570999999996,658.43,838.7159999999998,349.8990000000001,3450.107,4,1,2012918400,1611.637,1073.8229999999999,69.17,-1498,-4277,-94923,,-1151.127,-3660.6169999999997,1110.7109999999993,-52677.50200000001,54.22,60.08,53.05,74.15,true,false,1.45,2.98,主動ETF 5日轉為減碼；外資持股5/10日下降，且外資5日賣超
12,7750,新代,TWSE,電機機械,等待確認,保護持有,今天不新增部位；未完成確認前不機械式賣出,下一交易日收盤，確認是否收復防守區,"已有部位暫停加碼；若收盤跌破60日EMA約 2,200.87，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。",76,75.1,60.4,85,100,完整,2350,2370,202.65,95.42,27.76,45.28,228.69,42.53,40.39,12.53,0.68,5,0,0,25,108,229,25,-38.136,-465.5590000000001,-248.78600000000006,-580.517,0,213,296,259.64,1,1,500550000,19.899,31.240999999999996,16.98,-62,-644,-627,,-62.579,-698.4580000000001,-576.027,-862.3100000000001,53.28,42.28,45.62,35.59,false,false,2.13,-6.56,外資持股5/10日下降，且外資5日賣超；ETF加碼金額或跨基金共識不足
13,8112,至上,TWSE,電子通路業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 89.23 且法人籌碼轉弱，先減碼三分之一。,74.3,74.9,54.4,85,100,完整,93.2,93.1,333.48,180.42,3.16,85.96,127.95,9.45,7.11,2.31,4.04,7,2,4,836,2025,1384,0,-3095.904,5750.282999999999,-9431.858,40876.62199999999,2,836,1664.253,-801.0310000000002,3,0,78584000,-402.21599999999995,-1478.796,21.13,-3354,5649,55300,,-2823.327,5316.499000000001,-9617.314999999999,43717.109000000004,54.09,45.2,47.7,40.21,false,false,1.64,2.42,ETF加碼金額或跨基金共識不足
14,8422,可寧衛*,TWSE,綠能環保,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 27.07 且法人籌碼轉弱，先減碼三分之一。,73.7,74.1,55.1,85,100,完整,27.35,27.25,59.87,28.17,27.67,55.71,104.84,0.55,28.33,3.59,4.41,4,0,0,2559,3689,3660,0,-44.084,4760.3060000000005,12249.635,7758.585999999997,0,2550,3680,2250.396,1,1,69360000,82.536,196.321,5.43,-733,6929,20521,,-54,2127.7699999999995,8373.313999999998,4978.665,57.19,80.59,75.13,91.52,true,false,2.36,2.43,ETF加碼金額或跨基金共識不足；官方重大訊息出現高風險關鍵字，須查原文
15,3324,雙鴻,TPEX,其他電子業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 994.69 且法人籌碼轉弱，先減碼三分之一。,72.2,73.9,56.1,85,100,可用,1070,1075,116.7,83.28,16.87,59.14,183.92,23.01,24.56,7.47,1.12,3,0,0,0,-2,1,0,1495.127,1495.127,1495.127,1495.127,470,470,470,470,1,0,500550000,201.862,201.862,31.95,,,,,823.265,823.265,823.265,823.265,61.27,63.84,49.12,93.29,true,false,7.05,8.19,外資持股趨勢資料不足或期間有非市場異動
16,3706,神達,TWSE,電腦及週邊設備業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 89.22 且法人籌碼轉弱，先減碼三分之一。,75.6,73.5,58.2,85,100,完整,91.5,91.5,49.73,45.52,3.96,56.75,189.14,2.58,16.32,1.59,4.38,15,-1,1206,1257,3624,4205,1314,-3643.811,-194.3929999999996,18083.547,27078.416999999998,-1,1246,3613,5989.503000000001,3,2,113884400,2412.7639999999997,3109.4669999999996,9.47,-3393,-2290,24041,,-3537,-3853.157,11361.079999999998,17986.514999999996,52.84,43,42.38,44.25,true,false,0.66,0.88,
17,6206,飛捷,TWSE,電腦及週邊設備業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 133.71 且法人籌碼轉弱，先減碼三分之一。,67.1,73.3,77.5,85,100,完整,142.5,142.5,38.19,26.39,29.65,29.6,275.95,5.93,15.41,3.8,3.94,6,0,0,1,-5,-505,0,-773.549,-1168.177,-329.72599999999994,1314.1249999999998,0,1,-5,-129.668,1,0,139500,-3.897999999999999,-164.628,19.29,-825,-1402,5619,,-795.399,-1165.2789999999998,-160.0979999999997,1595.4750000000004,52.97,25.35,27.81,20.44,false,false,1.46,-1.38,
18,2615,萬海,TWSE,航運業,等待確認,保護持有,今天不新增部位；未完成確認前不機械式賣出,下一交易日收盤，確認是否收復防守區,已有部位暫停加碼；若收盤跌破60日EMA約 90.24，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。,69.6,73.2,76.7,85,100,可用,115,115,50.13,12.83,22.16,33.53,299.27,6.84,8.69,1.23,2.37,12,-15,826,825,1603,1668,829,5661.467,55757.948,93356.978,116248.17800000001,-11.147,811.853,1589.789,720.4410000000003,2,3,102699404,2298.941,4909.323,48.49,4349,56936,153670,,5680.573,52647.153999999995,86857.866,109723.62699999998,68.99,79.17,85.94,65.62,false,true,12.39,7.98,短線過熱或乖離過大；KD高檔死亡交叉，等待動能確認；借券賣出與借券賣出餘額壓力升高
19,7749,意騰-KY,TWSE,半導體業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 386.65 且法人籌碼轉弱，先減碼三分之一。,65.7,73.2,78.9,85,91,可用,377,376.5,42.67,60.24,32,10.43,897.15,3.56,30.66,4.51,2.36,1,0,0,18,18,18,0,-43.572,-51.089000000000006,-109.58800000000001,-221.723,0,18,18,8,1,0,6876000,-0.5709999999999993,-9.702,23.91,-39,75,377,,-37.786,-68.518,-117.886,-214.61599999999999,56.42,74.2,60.55,101.51,true,false,5.55,15.82,ETF加碼金額或跨基金共識不足
20,1608,華榮,TWSE,電器電纜,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 34.10 且法人籌碼轉弱，先減碼三分之一。,68.3,73.1,68.9,85,100,完整,37.9,37.6,42.67,19.38,10.42,37.4,158.43,7.04,3.17,1.37,5.46,3,0,0,0,-27,-35,0,-720.994,1418.4009999999998,7298.948,11899.775000000001,0,-6,-32.666000000000004,48.108,0,1,-219600,-8.788,-76.08299999999997,4.44,-701,1055,12898,,-718.393,1433.1889999999999,7407.696999999999,12377.044,65.37,62.67,50.15,87.73,true,false,7.49,7.37,單季稅前獲利對營業外貢獻依賴偏高
21,2382,廣達,TWSE,電腦及週邊設備業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 331.98 且法人籌碼轉弱，先減碼三分之一。,76.7,72.8,48,85,100,可用,332,332.5,131.32,92.67,3.1,87.6,112.75,12.93,14.31,5.2,4.75,49,81,280,1128,1368,4806,377,1247.204,4462.988,14102.373000000003,-2369.7789999999977,74.332,991.6100000000001,2648.697,6039.353999999999,3,2,325743885,-478.9580000000001,-1105.4220000000003,23.23,1179,-5524,205516,,1388.754,3950.336,12559.098,-1428.617999999999,53.79,58.57,61.37,52.96,false,false,2.28,0.3,外資持股趨勢資料不足或期間有非市場異動
22,2395,研華,TWSE,電腦及週邊設備業,等待確認,保護持有,今天不新增部位；未完成確認前不機械式賣出,下一交易日收盤，確認是否收復防守區,已有部位暫停加碼；若收盤跌破60日EMA約 572.14，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。,75.1,72.6,59.1,85,100,可用,685,688,87.58,40.26,19.04,40.5,171.12,9.05,42.43,10.52,1.67,34,589,580,1245,2396,2590,1300,163.314,-71.01600000000003,1703.96,3692.4290000000005,609,1443.746,2846.626,3797.798,3,2,967309820,-53.681,-248.02200000000002,35.36,-524,-1419,-3119,,-474.343,-1461.0810000000001,-894.6440000000005,-42.29700000000048,63.99,49.59,50.73,47.29,false,false,5.99,-1.3,外資持股5/10日下降，且外資5日賣超
23,3167,大量,TWSE,電機機械,等待確認,保護持有,今天不新增部位；未完成確認前不機械式賣出,下一交易日收盤，確認是否收復防守區,已有部位暫停加碼；若收盤跌破60日EMA約 700.84，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。,72.8,72.4,51.5,85,100,完整,715,716,152.87,131.8,24.48,64.49,143.75,9.26,47.27,14.05,0.58,5,113,113,228,228,76,228,-78.916,-1726.562,-1732.1689999999996,-2969.9219999999996,113,965,797,1569,2,1,650410000,-90.47800000000001,7.0029999999999895,8.85,-103,-1693,-587,,-165.765,-2601.084,-2536.172,-4490.348,52.44,45.11,52.97,29.37,false,false,4.08,3.17,外資持股5/10日下降，且外資5日賣超
24,6139,亞翔,TWSE,其他電子業,等待確認,降低部位,停止加碼；反彈未站回恢復區時分批減碼,每個交易日收盤後，確認是否站回恢復區,已有部位先停止加碼。反彈若仍未站回 786.59，分批降低部位；只有站回且ETF／外資賣壓收斂後才重新評估。,66.9,72.4,54,85,100,完整,795,800,62.28,68.37,18.19,75.95,125.12,25.91,15.47,8.74,2.99,21,14,-7,-122,0,901,-85,-299.983,-1269.701,-3417.61,-6750.570000000001,14,-274,-337,-384.221,2,3,-210432000,109.73599999999999,27.016999999999996,22.67,-398,-939,-12505,,-363.018,-1105.4370000000001,-3107.6270000000004,-6326.091,51.11,37.37,29.92,52.27,true,false,1.25,3.79,20日累積後5日轉為調節；投信5/10日持續且具金額意義的賣超；外資持股5/10日下降，且外資5日賣超
25,2495,普安,TWSE,電腦及週邊設備業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 40.93 且法人籌碼轉弱，先減碼三分之一。,64.1,72,69.3,85,100,完整,38.7,38.6,64.24,46.43,14.2,42.69,215.77,0.61,19.06,2.33,2.07,2,0,1,1,2,32,0,-282.663,145.11299999999997,679.5909999999999,-7883.3189999999995,0,1,2,17,1,0,38700,-88.595,-157.436,8.03,-208,256,2684,,-266.978,232.70799999999997,835.0269999999999,-7463.044,48.41,39.36,36.03,46.03,true,false,0.59,3.75,ETF加碼金額或跨基金共識不足
26,2603,長榮,TWSE,航運業,等待確認,保護持有,今天不新增部位；未完成確認前不機械式賣出,下一交易日收盤，確認是否收復防守區,已有部位暫停加碼；若收盤跌破60日EMA約 213.49，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。,69.2,71.8,66.4,85,100,可用,228.5,231,43.07,4.21,14.77,39.75,138.81,11.24,9.75,0.95,6.5,31,-1008,-989,-12,1111,4021,-1011,2918.291,45193.932,94443.90800000001,142606.79499999998,-926.858,23.524000000000115,2116.056,410.29600000000005,4,1,5786904,-1939.9790000000003,-547.8660000000001,26.46,6925,44236,149532,,5595.197,47110.387,92875.718,140792.152,55.01,70.22,82.65,45.36,false,true,0.84,-4.99,20日累積後5日轉為調節；ETF 1/3日已轉為減碼；主動ETF 5日轉為減碼；KD高檔死亡交叉，等待動能確認
27,3017,奇鋐,TWSE,電腦及週邊設備業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,"已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 2,623.47 且法人籌碼轉弱，先減碼三分之一。",76.4,71.8,48,85,100,可用,3135,3155,57.39,80.34,25.97,68.07,126.07,44.54,39.32,20.99,0.71,46,111,178,343,-112,1282,199,196.812,620.9900000000001,5276.162,8589.664000000002,50,775.375,1119.1570000000002,2989.619,5,0,2287356250,-204.534,-219.72800000000004,54.19,270,155,4431,,88.378,50.14899999999998,4376.733,5608.6849999999995,62.45,49.85,52.33,44.89,false,false,9.7,1.29,
28,4916,事欣科,TWSE,電腦及週邊設備業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 99.60 且法人籌碼轉弱，先減碼三分之一。,66.9,71.8,67.1,85,100,完整,102.5,102.5,128.95,58.42,9.14,32.64,257.18,5.45,15.54,3.48,0.49,1,0,0,0,0,0,0,263.784,-257.37200000000007,-2018.7389999999996,-6652.112000000001,0,0,0,36,0,0,0,-19.278999999999996,3.3410000000000015,2.49,355,291,-4678,,250.383,-238.093,-2022.08,-6749.2519999999995,50.87,28.09,25.66,32.95,true,false,0.77,1.99,單季稅前獲利對營業外貢獻依賴偏高
29,6446,藥華藥,TWSE,生技醫療業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,"已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 1,188.00 且法人籌碼轉弱，先減碼三分之一。",71.9,71.8,68.9,85,100,可用,1580,1585,92.59,77.46,43.77,16.54,527.8,11.35,72.97,15.12,0.17,20,30,29,22,246,359,32,-305.2,-756.696,-859.227,1288.7449999999994,30,19,478.431,633.1070000000001,1,3,28310000,37.481,20.025000000000002,24.91,-280,-426,8958,,-332.57,-813.177,-1357.683,666.096,69.22,71.39,63.96,86.26,true,false,14.62,12.86,外資持股趨勢資料不足或期間有非市場異動；短線過熱或乖離過大；高波動且5日漲幅過大
30,2376,技嘉,TWSE,電腦及週邊設備業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 338.58 且法人籌碼轉弱，先減碼三分之一。,72.4,71.6,52.2,85,100,可用,350.5,351.5,59.67,49.96,6.23,74.46,144.47,17.73,13.01,3.5,3.45,31,38,44,994,1389,1143,867,106.886,-4991.4439999999995,2042.6560000000009,9417.845,38.701,872.701,1670.571,-516.989,3,1,303263598,137.67600000000002,323.997,23.15,79,-5988,13238,,37.18,-6001.821,48.08800000000065,8686.841,51.24,18.36,23.78,7.5,false,false,0.35,0.57,
31,3135,凌航,TWSE,半導體業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 169.57 且法人籌碼轉弱，先減碼三分之一。,60.7,71.5,62.1,85,85,完整,184,185.5,204.32,247.31,20.31,53.77,264.03,20.87,7.77,3.75,2.08,1,0,-30,288,288,288,-30,-400.495,284.35299999999984,340.4019999999999,532.507,0,288,288,288,1,1,51840000,18.377000000000002,-7.2669999999999995,2.14,-308,9,-601,,-388.026,-22.024,59.66900000000001,212.33399999999997,59.73,79.8,65.51,108.4,false,false,9.3,20.26,主動ETF 5日轉為減碼；短線過熱或乖離過大；高波動且5日漲幅過大
32,2542,興富發,TWSE,建材營造,等待確認,保護持有,今天不新增部位；未完成確認前不機械式賣出,下一交易日收盤，確認是否收復防守區,已有部位暫停加碼；若收盤跌破60日EMA約 44.39，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。,72.1,71.4,53.5,85,100,可用,47.85,48,196.59,404.28,24.76,77.72,140.2,2.45,11,2.03,8.42,10,221,352,565,6046,8621,0,960.279,15782.024000000001,40936.537,45068.883,221,409,5890,17488.051,4,1,19427500,-106.98099999999998,350.24800000000005,8.63,-752,551,587,,850.57,15480.005000000001,34696.289,27178.967000000004,65.98,76.31,84.75,59.41,false,true,3.13,-0.62,KD高檔死亡交叉，等待動能確認；ETF加碼金額或跨基金共識不足
33,6274,台燿,TPEX,電子零組件業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,"已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 1,421.40 且法人籌碼轉弱，先減碼三分之一。",76.2,71.4,55.3,85,100,可用,1530,1530,121.52,91.3,21.29,48.55,205.37,12.4,75.42,18.4,0.51,24,203,342,638,771,1717,474,554.656,554.656,554.656,554.656,443,443,443,443,1,0,657855000,93.412,93.412,28.71,,,,,18.244,18.244,18.244,18.244,53.51,30.99,36.59,19.8,false,false,3.17,2,外資持股趨勢資料不足或期間有非市場異動
34,1808,潤隆,TWSE,建材營造,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 32.23 且法人籌碼轉弱，先減碼三分之一。,67.1,70.8,54.2,85,100,完整,35.45,35.6,3460.15,13488.27,22.07,73.55,166.02,2.52,8.59,2.35,4.13,1,0,0,0,0,-14,0,-95.459,3331.448,4738.474,8387.9,0,0,0,-13.962,0,0,0,301,307,4.74,-232,2633,4463,,-96.459,3030.448,4431.474,7781.861999999999,61.34,69.03,73.23,60.61,false,true,4.81,6.46,
35,2421,建準,TWSE,電子零組件業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 143.09 且法人籌碼轉弱，先減碼三分之一。,67.2,70.6,60.5,85,100,完整,150.5,151.5,31.65,20.34,15.56,50.21,164.23,4.78,15.48,3.91,3.64,7,1,4,4,5,-176,0,-216.536,-1000.327,109.10199999999992,5284.753999999999,1,2,3,-175.087,2,1,288000,-137.336,-248.432,31.04,-154,-708,6352,,-208.97,-864.9910000000001,354.53399999999993,5906.688999999999,59.52,47.63,36.48,69.93,true,false,4.55,3.79,ETF加碼金額或跨基金共識不足
36,3680,家登,TPEX,半導體業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 474.23 且法人籌碼轉弱，先減碼三分之一。,68.1,70.3,57.4,85,100,可用,488,488,71.69,28.67,16.54,47.06,233.81,8.09,31.04,3.42,1.49,2,0,0,0,0,1,0,-29.876,-29.876,-29.876,-29.876,0,0,0,0,0,0,0,-0.998,-0.998,26.67,,,,,-28.878,-28.878,-28.878,-28.878,57.16,54.65,52.52,58.9,true,false,5.49,5.86,外資持股趨勢資料不足或期間有非市場異動
