排名,代號,名稱,市場,產業,新部位建議,既有部位狀態,今天動作,下一次確認,既有部位說明,短期時機分數,中期研究分數,長期初篩分數,長期方法覆蓋率%,資料健康度,資料健康狀態,收盤價,即時價,營收YoY%,累計營收YoY%,營益率%,負債比%,流動比率%,EPS,本益比,股價淨值比,殖利率%,ETF家數,ETF_1日增減張,ETF_3日增減張,ETF_5日增減張,ETF_10日增減張,ETF_20日增減張,主動ETF_5日增減張,法人1日張,法人5日張,法人10日張,法人20日張,投信買賣超1日張,投信買賣超5日張,投信買賣超10日張,投信買賣超20日張,投信5日買超天數,投信5日賣超天數,投信5日估算金額,自營商買賣超5日張,自營商買賣超10日張,外資持股比率%,外資持股1日增減張,外資持股5日增減張,外資持股10日增減張,外資持股20日增減張,外資買賣超1日張,外資買賣超5日張,外資買賣超10日張,外資買賣超20日張,RSI14,KD-K,KD-D,KD-J,KD近3日黃金交叉,KD近3日死亡交叉,距20EMA%,5日報酬%,淘汰原因
1,2542,興富發,TWSE,建材營造,可開始承接,符合加碼條件,只在回測承接區且法人未轉弱時分2–3批,回測時與每個交易日收盤後,已有部位可續抱；回測20日EMA約 44.44 且ETF、外資與投信未轉弱時，才考慮下一批。,77.9,75.5,53.3,85,100,可用,45.9,46,196.59,404.28,24.76,77.72,140.2,2.45,10.74,1.98,8.62,10,1432,2239,3200,4140,38265,0,7778.066,10066.898000000001,9250.092,16958.800000000003,1432,3200.051,4140.0509999999995,38764.651,5,0,148482366,275.225,1892.219,8.24,6072,5308,4751,,6156.704,6591.621999999999,3217.821999999999,-28466.987,64.48,85.03,81.37,92.35,false,false,3.28,3.61,
2,8271,宇瞻,TWSE,半導體業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 209.44 且法人籌碼轉弱，先減碼三分之一。,73.4,81.9,69.5,85,100,完整,229,228,164.99,235.51,34.73,55.84,184.73,35.51,5.71,3.13,1.94,5,0,1,16,361,245,15,-718.489,-2496.0969999999998,4291.716,3559.1259999999993,0,15.318,361.42,246.42000000000002,2,0,3515481,-199.626,-75.57499999999999,10.89,-619,2900,4422,,-720.664,-2311.7889999999998,4005.871000000001,3399.0330000000004,56.74,54.3,63.89,35.13,false,false,3.59,-2.76,ETF加碼金額或跨基金共識不足
3,3260,威剛,TPEX,半導體業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 400.76 且法人籌碼轉弱，先減碼三分之一。,69,81.8,70.9,85,100,可用,412.5,410.75,331.29,206.73,38.98,62.91,181.44,62.46,5.29,3.37,4.16,14,0,-7,-24,10,316,0,1015.561,1015.561,1015.561,1536.5610000000001,0,0,0,-101,0,0,0,-42.191,-42.191,21.3,,,,,1057.752,1057.752,1057.752,2027.752,54.55,54.18,60.38,41.77,false,false,2.66,-0.84,20日累積後5日轉為調節；外資持股趨勢資料不足或期間有非市場異動
4,5289,宜鼎,TPEX,電腦及週邊設備業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,"已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 1,478.84 且法人籌碼轉弱，先減碼三分之一。",71,80.6,76.9,85,100,可用,1490,1487.5,636.53,548.79,56.13,48.99,233.33,166.45,8.53,6.35,1.11,11,-1,-1,10,111,100,9,187.703,187.703,187.703,462.703,-4,-4,-4,-531,0,1,-6140000,-22.094,-22.094,26.95,,,,,213.797,213.797,213.797,1072.797,52.09,57.96,64.32,45.25,false,false,2.75,-0.67,ETF 1/3日已轉為減碼；外資持股趨勢資料不足或期間有非市場異動；ETF加碼金額或跨基金共識不足
5,6005,群益證,TWSE,金融保險業,等待確認,保護持有,今天不新增部位；未完成確認前不機械式賣出,今天收盤後；若跌破，再看下一交易日是否收復,已有部位暫停加碼；若收盤跌破60日EMA約 30.81，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。,76,78.6,71.4,85,91,可用,31.05,30.88,25.09,110.96,,86.55,110.74,1.34,8.55,1.38,5.59,8,0,1340,1399,4790,-19939,445,-2864.202,-26801.417,-30775.127000000004,-47751.761000000006,0,-20.843,3396.91,-21289.111,0,3,-637796,0,0,17.48,-2845,-33502,-39737,,-2864.202,-26780.574,-34172.037000000004,-26463.649999999994,52.36,57.26,54.33,63.11,true,false,1.51,3.74,外資持股5/10日下降，且外資5日賣超；ETF加碼金額或跨基金共識不足
6,2408,南亞科,TWSE,半導體業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 405.17 且法人籌碼轉弱，先減碼三分之一。,69.6,78.4,81.8,85,100,可用,519,515.5,719.61,660.87,69.08,16.78,691.01,23.38,19.95,5.5,0.26,35,-93,-763,-1650,212,7073,-1789,46274.45,81069.361,135951.76100000003,101099.084,1778.13,2168.358,7381.228,6819.911,4,1,1114536012,3051.1259999999997,1075.6849999999997,15.9,40163,114094,100273,,42740.922,75849.87700000001,127494.848,93361.391,63.17,85.92,83.03,91.7,false,false,15.25,13.57,20日累積後5日轉為調節；ETF 1/3日已轉為減碼；主動ETF 5日轉為減碼；短線過熱或乖離過大；高波動且5日漲幅過大
7,2605,新興,TWSE,航運業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 31.77 且法人籌碼轉弱，先減碼三分之一。,66.7,78.2,81.5,85,85,完整,32.35,32.67,36.27,35.12,33.49,26.88,212.23,3.67,6.59,0.98,3.1,1,0,0,0,2,187,0,-2969.994,-321.92100000000005,3314.0499999999993,7429.842,0,0,11,218,0,0,0,96.48299999999998,-324.27200000000005,49.53,-2240,2271,6116,,-2252.206,-418.404,3627.322,8795.147,55.76,63.09,66.94,55.4,false,true,1.67,-0.61,單季稅前獲利對營業外貢獻依賴偏高
8,2603,長榮,TWSE,航運業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 204.65 且法人籌碼轉弱，先減碼三分之一。,79.7,76.6,67.1,85,100,可用,217,218.25,43.07,4.21,14.77,39.75,138.81,11.24,9.42,0.8,7.42,31,26,1769,3538,3446,2281,1344,1359.261,21002.339999999997,25034.544,61497.124,48.751,3889.097,3407.8530000000005,-1686.7539999999997,5,0,838100404,113.47399999999999,-82.275,22.37,428,19633,22424,,1349.953,16999.769,21708.966,60913.561,64.71,80.1,78.94,82.43,false,false,4.42,4.58,官方重大訊息出現高風險關鍵字，須查原文
9,2360,致茂,TWSE,其他電子業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,"已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 2,064.03 且法人籌碼轉弱，先減碼三分之一。",76.3,75.3,61.3,85,100,可用,2310,2292.5,175.26,101.53,39.54,47.08,167.28,21.27,58.67,29.53,0.85,47,86,146,254,168,1855,228,446.855,760.346,-1243.185,-2452.7160000000003,220.02,605.3420000000001,-2072.794,3027.282,4,1,1392286600,-125.86099999999999,-183.927,58.5,177,-1061,-3392,,270.973,280.865,1013.5359999999998,-5703.884,62.31,78.74,69.98,96.25,false,false,11.42,13.79,ETF加碼，但外資持股5/10日同步下降；高波動且5日漲幅過大
10,2855,統一證,TWSE,金融保險業,等待確認,保護持有,今天不新增部位；未完成確認前不機械式賣出,今天收盤後；若跌破，再看下一交易日是否收復,已有部位暫停加碼；若收盤跌破60日EMA約 45.34，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。,70.7,74.7,66.6,85,90.8,可用,47.65,47.58,19.6,252.71,,84.35,116.12,1.43,10.59,1.82,4.46,11,599,2169,3714,5527,10468,0,-587.602,2273.93,4629.829999999999,2443.416999999999,599,3714.061,5551.061,10530.288999999999,5,0,175860788,0,0,7.34,-1023,-293,-6193,,-1186.602,-1440.1310000000003,-921.2310000000004,-8086.871999999999,57.04,83.41,80.83,88.58,false,false,4.05,7.08,外資持股5/10日下降，且外資5日賣超
11,2330,台積電,TWSE,半導體業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,"已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 2,337.80 且法人籌碼轉弱，先減碼三分之一。",76.1,74.5,66.5,85,90.9,可用,2430,2427.5,44.69,37.01,58.1,31.5,248.83,22.08,32.74,10.72,0.9,68,-571,420,17,10388,47811,-1100,4801.405,14081.81,17681.338999999996,-45407.47,735.993,1918.5159999999998,8516.706,16640.463,5,0,4671586460,1305.167,-1566.915,69.18,4246,6568,-38970,,3972.231,10858.126999999999,10731.547999999997,-80427.897,55.06,87.23,81.64,98.41,false,false,2.04,2.53,主動ETF 5日轉為減碼；20日趨勢尚未上彎；ETF加碼金額或跨基金共識不足
12,6491,晶碩,TWSE,生技醫療業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 341.23 且法人籌碼轉弱，先減碼三分之一。,70.3,73.9,67.1,85,100,完整,371.5,369.75,17.42,23.1,28.18,31.22,147.7,13.13,15.43,2.46,2.71,2,0,-5,2,237,214,2,80.31,865.336,1972.8219999999997,2160.5549999999994,0,-68,107,81,0,2,-25160000,3.656,63.556,21.87,76,1890,1859,,75.841,929.6800000000001,1802.266,2134.32,59.93,72.25,77.23,62.29,false,true,3.15,-0.4,ETF加碼金額或跨基金共識不足
13,6691,洋基工程,TWSE,其他電子業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 695.70 且法人籌碼轉弱，先減碼三分之一。,65.9,72.2,54.2,85,100,完整,721,723.5,177.06,98.1,16.22,72.04,135.24,17.46,21.78,11.84,3.02,10,0,-3,-10,96,384,-6,-83.759,285.45799999999997,306.67899999999986,-1315.5750000000003,0,-10.499,95.501,386.501,0,4,-7643272,-12.787,30.580000000000002,12.96,-135,120,-813,,-85.026,308.744,180.598,-1689.018,53.47,73.02,72.89,73.27,false,false,1.75,-1.9,20日累積後5日轉為調節；主動ETF 5日轉為減碼
14,6446,藥華藥,TWSE,生技醫療業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,"已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 1,108.64 且法人籌碼轉弱，先減碼三分之一。",73.4,71.8,69.2,85,100,可用,1485,1507.5,92.59,77.46,43.77,16.54,527.8,11.35,70.76,14.66,0.18,18,2,11,68,115,192,43,-243.084,2278.571,1513.558,906.6109999999999,2.59,315.049,391.90799999999996,439.025,4,1,455245805,-27.807,-32.39,25.27,-461,11434,12137,,-262.356,1991.3289999999997,1154.0399999999995,483.0199999999993,67.66,80.08,76.2,87.86,false,false,15.6,19.76,外資持股趨勢資料不足或期間有非市場異動；短線過熱或乖離過大；高波動且5日漲幅過大
15,2108,南帝,TWSE,橡膠工業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 28.26 且法人籌碼轉弱，先減碼三分之一。,66.4,71.8,75.2,85,85,完整,29.1,29.15,32.74,24.72,16.6,12.36,812.87,1.28,17.02,1.01,3.3,1,0,0,0,1,157,0,1011.169,5690.678,6237.666,4865.995999999999,0,0,1,157,0,0,0,125.94,73.907,6.7,1020,6523,6751,,990.323,5564.738,6162.759000000001,4607.717000000001,53.58,72.6,74.39,69.01,false,true,1.4,1.39,
