排名,代號,名稱,市場,產業,新部位建議,既有部位狀態,今天動作,下一次確認,既有部位說明,短期時機分數,中期研究分數,長期初篩分數,長期方法覆蓋率%,資料健康度,資料健康狀態,收盤價,即時價,營收YoY%,累計營收YoY%,營益率%,負債比%,流動比率%,EPS,本益比,股價淨值比,殖利率%,ETF家數,ETF_1日增減張,ETF_3日增減張,ETF_5日增減張,ETF_10日增減張,ETF_20日增減張,主動ETF_5日增減張,法人1日張,法人5日張,法人10日張,法人20日張,投信買賣超1日張,投信買賣超5日張,投信買賣超10日張,投信買賣超20日張,投信5日買超天數,投信5日賣超天數,投信5日估算金額,自營商買賣超5日張,自營商買賣超10日張,外資持股比率%,外資持股1日增減張,外資持股5日增減張,外資持股10日增減張,外資持股20日增減張,外資買賣超1日張,外資買賣超5日張,外資買賣超10日張,外資買賣超20日張,RSI14,KD-K,KD-D,KD-J,KD近3日黃金交叉,KD近3日死亡交叉,距20EMA%,5日報酬%,淘汰原因
11,2603,長榮,TWSE,航運業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 207.63 且法人籌碼轉弱，先減碼三分之一。,74.3,72.4,66.4,85,100,可用,236.5,238.75,43.07,4.21,14.77,39.75,138.81,11.24,9.44,0.92,6.72,31,-172,-821,1108,2453,2787,393,14762.648,49249.976,69618.95,90670.38299999999,-77,2092.532,3865.8230000000003,1797.0270000000003,4,1,498022616,1392.1129999999998,1474.1759999999997,24.42,14947,42003,57592,,15066.712,45765.331,64278.951,87151.33,75.55,87.91,85.99,91.74,false,false,9.93,10.26,ETF 1/3日已轉為減碼
12,2855,統一證,TWSE,金融保險業,等待確認,保護持有,今天不新增部位；未完成確認前不機械式賣出,今天收盤後；若跌破，再看下一交易日是否收復,已有部位暫停加碼；若收盤跌破60日EMA約 45.43，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。,64.5,72.3,69.6,85,90.8,可用,45.7,45.85,19.6,252.71,,84.35,116.12,1.43,10.48,1.8,4.5,11,621,1806,2999,6673,10082,0,678.891,1868.6889999999999,1970.7479999999998,750.9609999999993,613,2991,6665.061,10140.288999999999,5,0,140128350,0,0,7.03,-3226,-3527,-7239,,65.891,-1122.3109999999997,-4694.313,-9389.328000000001,48.68,59.04,69.92,37.28,false,true,-0.48,-3.79,外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
13,6446,藥華藥,TWSE,生技醫療業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,"已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 1,136.79 且法人籌碼轉弱，先減碼三分之一。",67.6,71.4,68.9,85,100,可用,1390,1417.5,92.59,77.46,43.77,16.54,527.8,11.35,68.56,14.21,0.18,19,311,212,224,300,473,-458,450.322,-102.53099999999996,2477.286,1233.438,310.772,459.431,581.71,728.077,4,1,643203400,-17.456,-46.098,25.01,-258,-2053,462,,144.033,-544.5060000000001,1941.674,535.5509999999999,58.63,64.67,70.72,52.58,false,true,5.67,-3.47,主動ETF 5日轉為減碼；ETF加碼金額或跨基金共識不足
14,8112,至上,TWSE,電子通路業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 88.35 且法人籌碼轉弱，先減碼三分之一。,64.2,71.4,54.6,85,100,完整,89.7,90.05,333.48,180.42,3.16,85.96,127.95,9.45,6.83,2.22,4.21,7,55,1359,1189,552,1982,0,-3109.606,-15182.141,38518.26699999999,51601.46799999998,55,828.2529999999999,95.96899999999994,-294.01200000000006,4,0,74791246,-1076.58,-823.5679999999999,20.14,-2644,-22270,28663,,-3043.686,-14933.814,39245.866,53252.234,50.25,42.77,61.87,4.56,false,true,-0.46,-7.43,當下除權息調整價未守20日EMA；ETF加碼金額或跨基金共識不足
15,2428,興勤,TWSE,電子零組件業,等待確認,保護持有,今天不新增部位；未完成確認前不機械式賣出,今天收盤後；若跌破，再看下一交易日是否收復,已有部位暫停加碼；若收盤跌破60日EMA約 252.09，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。,68.7,71.2,72.1,85,100,完整,258,257,48.36,24.42,22.64,36.2,299.37,7.55,17.91,2.73,2.34,4,226,226,214,336,335,214,-138.045,-3793.667,-4026.11,-3817.177,226,324,446.324,645.3240000000001,3,1,81648000,7.376999999999999,123.593,15.74,-412,-3888,-4359,,-361.99,-4125.044,-4596.027,-4527.044999999999,53.81,78.83,77.29,81.9,false,false,4.19,1.38,外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；ETF加碼金額或跨基金共識不足；借券賣出與借券賣出餘額壓力升高
16,5274,信驊,TPEX,半導體業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,"已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 15,229.79 且法人籌碼轉弱，先減碼三分之一。",73.1,71.2,54.1,85,100,可用,16330,16210,97.59,68.06,53.36,45.44,201.99,78.28,113.77,82.75,0.47,31,17,13,70,115,325,75,12.078,12.078,12.078,12.078,16.883,16.883,16.883,16.883,1,0,287939565,0.134,0.134,52.45,,,,,-4.939,-4.939,-4.939,-4.939,53.52,44.88,62.84,8.97,false,false,1.52,-5.99,外資持股趨勢資料不足或期間有非市場異動
17,8422,可寧衛*,TWSE,綠能環保,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 27.04 且法人籌碼轉弱，先減碼三分之一。,67.3,71.2,57.5,85,100,完整,26.95,27.03,59.87,28.17,27.67,55.71,104.84,0.55,28.23,3.58,4.43,4,718,1129,1130,1084,1115,0,3775.746,7489.329,12901.667999999998,17471.08,718,1130,1084.396,1158.396,3,1,30623000,113.785,474.72799999999995,4.92,1574,-3784,-1948,,3009.503,6245.544000000001,11342.544000000002,15866.071000000002,54.37,72.8,71.69,75.01,true,false,1.86,0.19,ETF加碼，但外資持股5/10日同步下降；ETF加碼金額或跨基金共識不足
18,6491,晶碩,TWSE,生技醫療業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 343.26 且法人籌碼轉弱，先減碼三分之一。,64.3,71.1,66.7,85,100,完整,365,365.25,17.42,23.1,28.18,31.22,147.7,13.13,15.08,2.4,2.77,2,0,0,-5,166,237,-5,43.52,267.28099999999995,1623.65,2013.7610000000002,0,-5,36,104,0,1,-1807500,-28.833000000000002,-18.140000000000008,22.01,17,284,1528,,47.74,301.11400000000003,1605.79,2000.094,55.31,36.36,51.86,5.36,false,false,1.16,-3.44,主動ETF 5日轉為減碼
19,5904,寶雅*,TPEX,居家生活,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 68.22 且法人籌碼轉弱，先減碼三分之一。,72,70.7,51.9,85,100,可用,78.1,79.35,19.22,14.47,16.38,78.94,111.99,17.45,23.15,1.16,3.24,9,0,64,1212,9535,9482,1239,-55.467,-55.467,-55.467,-55.467,0,0,0,0,0,0,0,-33.267,-33.267,25.71,,,,,-22.2,-22.2,-22.2,-22.2,58.89,37.37,48.93,14.25,false,false,4.03,-5.33,外資持股趨勢資料不足或期間有非市場異動
20,1815,富喬,TPEX,電子零組件業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 91.11 且法人籌碼轉弱，先減碼三分之一。,64.7,70.5,68.9,85,100,可用,93.2,94.05,68.11,46.9,23.66,36.17,273.98,2.24,27.62,4.07,1.05,3,-2,-9,-9,9082,10872,0,2987.449,2987.449,2987.449,2987.449,98.185,98.185,98.185,98.185,1,0,9357031,229.804,229.804,14.72,,,,,2659.46,2659.46,2659.46,2659.46,58.02,66.22,76.39,45.88,false,true,6.99,3.56,20日累積後5日轉為調節；ETF 1/3日已轉為減碼；外資持股趨勢資料不足或期間有非市場異動
21,2383,台光電,TWSE,電子零組件業,等待確認,保護持有,今天不新增部位；未完成確認前不機械式賣出,今天收盤後；若跌破，再看下一交易日是否收復,"已有部位暫停加碼；若收盤跌破60日EMA約 5,087.90，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。",75.2,70.5,48.4,85,100,可用,5945,5937.5,129.4,89.4,24.72,63.23,135.5,42.46,97.03,38.11,0.4,51,11,-31,10,82,1293,45,274.802,1554.5170000000003,2030.2160000000003,-175.19799999999978,-167.415,46.42600000000001,285.28100000000006,1494.74,3,2,288073330,89.91499999999999,21.625999999999983,43.2,354,1356,1761,,428.269,1418.176,1723.309,-1678.076,60.5,78.62,85.43,64.98,false,true,8.16,3.75,KD高檔死亡交叉，等待動能確認
22,5314,世紀*,TPEX,其他,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 15.48 且法人籌碼轉弱，先減碼三分之一。,56.4,70.5,66.5,85,100,可用,21.5,21.5,149.63,159.94,12.5,49.57,97.87,0.66,4.22,3.16,9.03,1,0,1598,1597,1594,1605,0,-2.621,-2.621,-2.621,-2.621,0,0,0,0,0,0,0,1.379,1.379,7.97,,,,,-4,-4,-4,-4,79.34,97.54,93.24,106.14,false,false,36.18,43,外資持股趨勢資料不足或期間有非市場異動；短線過熱或乖離過大；高波動且5日漲幅過大；ETF加碼金額或跨基金共識不足
23,8070,長華*,TWSE,電子通路業,等待確認,保護持有,今天不新增部位；未完成確認前不機械式賣出,今天收盤後；若跌破，再看下一交易日是否收復,已有部位暫停加碼；若收盤跌破60日EMA約 49.93，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。,74.5,70.1,63.8,85,100,完整,52.8,52.3,33.63,26.21,12.01,39.01,235.2,1.3,32.19,1.44,4.98,8,2063,2238,2235,2228,2193,2075,6753.02,7807.467,8817.525999999996,8416.267999999996,2063,2235,2227.9160000000006,2215.7690000000007,2,1,121584000,225.418,291.025,12.12,4591,5357,6261,,4589.058,5347.048999999999,6298.584999999999,6003.066,60.41,80.22,78.83,83.01,true,true,7,8.42,KD高檔死亡交叉，等待動能確認；ETF加碼金額或跨基金共識不足
24,2376,技嘉,TWSE,電腦及週邊設備業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 337.14 且法人籌碼轉弱，先減碼三分之一。,73.2,69.9,52.6,85,100,可用,345,345.75,59.67,49.96,6.23,74.46,144.47,17.73,13.02,3.5,3.45,31,426,265,395,-716,2614,817,-2077.881,7034.1,15907.466,20216.884000000005,430.701,797.87,-816.4000000000001,562.687,4,1,277658760,186.32100000000003,235.275,24.04,-2117,7284,20238,,-2233.931,6049.909000000001,16488.591,21534.866,48.43,37.92,59.26,-4.75,false,true,-1.93,-8.12,當下除權息調整價未守20日EMA
25,3706,神達,TWSE,電腦及週邊設備業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 88.86 且法人籌碼轉弱，先減碼三分之一。,71.3,69.8,58.5,85,100,完整,89.8,90,49.73,45.52,3.96,56.75,189.14,2.58,16.18,1.58,4.42,15,2178,2464,2367,2908,6938,0,-1269.821,18277.940000000002,29159.034000000003,42773.35799999999,2178,2367,2907.503,6978.503000000001,3,2,214450200,696.703,751.9179999999999,9.64,-5916,6263,13843,,-3305.388,15214.237,25499.613,36437.026,48.47,39.57,57.23,4.24,false,true,-0.97,-2.81,當下除權息調整價未守20日EMA
26,1714,和桐,TWSE,化學工業,等待確認,保護持有,今天不新增部位；未完成確認前不機械式賣出,今天收盤後；若跌破，再看下一交易日是否收復,已有部位暫停加碼；若收盤跌破60日EMA約 15.18，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。,69.4,69.4,64.7,85,100,完整,16.75,16.9,77.38,61.22,11.49,29.6,335.99,0.89,14.32,1.25,1.07,2,-24,-24,55,-3,2854,94,-2413.155,-9.297000000000367,-13695.458999999999,-18809.538999999993,-24,55,-3,2854,1,1,929500,38.99300000000001,443.52,16.42,-2680,-2516,-14068,,-2332.619,-103.2899999999994,-14135.979000000001,-22043.839000000007,55.06,71.87,76.16,63.28,false,true,4.01,-3.74,ETF 1/3日已轉為減碼；外資持股5/10日下降，且外資5日賣超；2日內除權息，等待價格重置
27,2395,研華,TWSE,電腦及週邊設備業,等待確認,保護持有,今天不新增部位；未完成確認前不機械式賣出,今天收盤後；若跌破，再看下一交易日是否收復,已有部位暫停加碼；若收盤跌破60日EMA約 554.67，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。,72.3,69.4,59.4,85,100,可用,699,698,87.58,40.26,19.04,40.5,171.12,9.05,43,10.66,1.64,33,1186,1148,1151,1089,2390,343,261.331,1774.976,3618.0289999999995,2727.455,1251.55,1402.8799999999999,1485.515,2396.6800000000003,3,2,952555520,-194.34099999999998,-116.16599999999997,35.52,-1616,537,2353,,-1022.327,566.4369999999999,2248.6800000000003,66.13300000000027,71.86,80.32,79.01,82.96,true,true,10.49,1.9,KD高檔死亡交叉，等待動能確認
28,9945,潤泰新,TWSE,其他,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 26.65 且法人籌碼轉弱，先減碼三分之一。,65,69.4,72.7,85,100,完整,29.5,29.73,2.01,33.94,20.1,34.7,158.5,3.7,5.19,0.52,3.7,5,0,0,0,-12,9,0,1797.361,18845.511,17942.240999999998,35784.153,0,0,-12.024,8.975999999999999,0,0,0,564.3679999999999,643.7169999999999,8.26,77,15743,16284,,1982.449,18281.142999999996,17310.547999999995,35417.126999999986,68.95,76.84,77.1,76.31,false,true,6.51,8.46,單季稅前獲利對營業外貢獻依賴偏高
29,6672,騰輝電子-KY,TWSE,電子零組件業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 237.85 且法人籌碼轉弱，先減碼三分之一。,73.2,69.1,65.3,85,100,完整,283,283.25,90.82,42.48,14.55,29.42,311.02,4.75,43.5,4.89,1.16,2,202,202,201,196,239,203,1033.123,2216.918,1499.4440000000004,-158.97899999999964,202,201,196,239,1,1,57888000,238.32600000000002,330.434,20.74,630,1332,600,,785.27,1777.592,973.0100000000003,-762.7739999999998,63.97,87.35,86.84,88.38,false,false,11.83,5.6,ETF加碼金額或跨基金共識不足
30,6274,台燿,TPEX,電子零組件業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,"已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 1,406.22 且法人籌碼轉弱，先減碼三分之一。",72.2,68.8,55.1,85,100,可用,1515,1507.5,121.52,91.3,21.29,48.55,205.37,12.4,78.47,19.15,0.49,24,202,150,133,707,1275,128,549.147,549.147,549.147,549.147,70,70,70,70,1,0,108150000,-122.94,-122.94,29.5,,,,,602.087,602.087,602.087,602.087,53.28,55.97,71.12,25.67,false,true,3.11,-5.31,外資持股趨勢資料不足或期間有非市場異動
31,3003,健和興,TWSE,電子零組件業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 62.41 且法人籌碼轉弱，先減碼三分之一。,66.8,68.8,69.9,85,93,可用,65.8,65.7,92.99,39.79,10.05,23.56,446.65,1.46,27.38,1.6,1.47,2,0,0,0,0,1,0,365.352,477.32599999999996,3722.074,3870.905,0,0,0,0,0,0,0,97.19500000000001,76.88100000000003,6.51,270,349,3626,,295.041,380.131,3645.193,3811.194,54.52,56.24,64.89,38.96,false,false,2.33,-5.6,
32,5351,鈺創,TPEX,半導體業,等待確認,保護持有,今天不新增部位；未完成確認前不機械式賣出,今天收盤後；若跌破，再看下一交易日是否收復,已有部位暫停加碼；若收盤跌破60日EMA約 94.75，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。,56.1,68.3,65.9,85,100,可用,123,125.25,590.83,481.09,30.67,40.59,243.12,6.69,18.89,5.56,0,2,-5,-5,-5,747,757,-5,561.826,561.826,561.826,561.826,-5,-5,-5,-5,0,1,-610000,-29.239,-29.239,42.94,,,,,596.065,596.065,596.065,596.065,63.41,72.56,82.34,53.01,false,true,13.16,0.82,20日累積後5日轉為調節；ETF 1/3日已轉為減碼；主動ETF 5日轉為減碼；外資持股趨勢資料不足或期間有非市場異動；短線過熱或乖離過大；KD高檔死亡交叉，等待動能確認
33,3081,聯亞,TPEX,通信網路業,等待確認,保護持有,今天不新增部位；未完成確認前不機械式賣出,今天收盤後；若跌破，再看下一交易日是否收復,"已有部位暫停加碼；若收盤跌破60日EMA約 2,100.66，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。",65.4,68.1,68.2,85,100,可用,2765,2740,176.54,120.95,44.5,24.1,288.03,7.75,251.72,57.34,0.14,15,145,209,693,770,838,698,309.655,309.655,309.655,309.655,721.717,721.717,721.717,721.717,1,0,2111022225,-2.879,-2.879,19.56,,,,,-409.183,-409.183,-409.183,-409.183,64.99,77.15,82.22,67.02,true,true,18.48,1.47,外資持股趨勢資料不足或期間有非市場異動；短線過熱或乖離過大；KD高檔死亡交叉，等待動能確認
34,6245,立端,TPEX,通信網路業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 81.39 且法人籌碼轉弱，先減碼三分之一。,60,68.1,67.6,85,100,可用,82.2,83.2,102.55,17.99,8.15,41.82,223.77,1.81,18.54,2,4.68,1,0,0,0,-2,-7,0,-450.673,-450.673,-450.673,-450.673,0,0,0,0,0,0,0,39.873,39.873,11.17,,,,,-490.546,-490.546,-490.546,-490.546,49.36,35.82,52.52,2.43,false,false,-0.79,-6.59,外資持股趨勢資料不足或期間有非市場異動
35,3653,健策,TWSE,電子零組件業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,"已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 3,917.65 且法人籌碼轉弱，先減碼三分之一。",71.9,67.8,64.5,85,100,可用,5385,5455,90.96,35.95,35.34,28.69,256.61,25.33,116.23,32.05,0.42,39,199,135,133,-3,985,322,1106.974,1261.389,940.3089999999999,1729.506,306,341.132,608.533,3269.4320000000002,3,2,1756829800,11.695000000000004,94.25700000000002,25.85,942,795,307,,922.55,908.5619999999999,237.51899999999978,-1750.4030000000002,72.72,89.17,87.77,91.97,false,false,23.78,20.47,短線過熱或乖離過大；高波動且5日漲幅過大
