排名,代號,名稱,市場,產業,新部位建議,既有部位狀態,今天動作,下一次確認,既有部位說明,短期時機分數,中期研究分數,長期初篩分數,長期方法覆蓋率%,資料健康度,資料健康狀態,收盤價,即時價,營收YoY%,累計營收YoY%,營益率%,負債比%,流動比率%,EPS,本益比,股價淨值比,殖利率%,ETF家數,ETF_1日增減張,ETF_3日增減張,ETF_5日增減張,ETF_10日增減張,ETF_20日增減張,主動ETF_5日增減張,法人1日張,法人5日張,法人10日張,法人20日張,投信買賣超1日張,投信買賣超5日張,投信買賣超10日張,投信買賣超20日張,投信5日買超天數,投信5日賣超天數,投信5日估算金額,自營商買賣超5日張,自營商買賣超10日張,外資持股比率%,外資持股1日增減張,外資持股5日增減張,外資持股10日增減張,外資持股20日增減張,外資買賣超1日張,外資買賣超5日張,外資買賣超10日張,外資買賣超20日張,RSI14,KD-K,KD-D,KD-J,KD近3日黃金交叉,KD近3日死亡交叉,距20EMA%,5日報酬%,淘汰原因
1,5289,宜鼎,TPEX,電腦及週邊設備業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,"已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 1,483.46 且法人籌碼轉弱，先減碼三分之一。",78.5,85.3,76.5,85,100,可用,1560,1560,636.53,548.79,56.13,48.99,233.33,166.45,8.67,6.46,1.09,10,0,18,46,49,156,48,844.628,844.628,844.628,844.628,0,0,0,0,0,0,0,51.664,51.664,28.19,,,,,792.964,792.964,792.964,792.964,55.76,56.37,49.96,69.21,true,false,5.83,5.76,外資持股趨勢資料不足或期間有非市場異動；ETF加碼金額或跨基金共識不足
2,4967,十銓,TWSE,半導體業,等待確認,保護持有,今天不新增部位；未完成確認前不機械式賣出,下一交易日收盤，確認是否收復防守區,已有部位暫停加碼；若收盤跌破60日EMA約 253.98，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。,67.3,80.9,71.6,85,100,完整,276,276,98.75,71.29,35.94,50.67,191.64,53.44,4.1,2.1,3.12,2,0,0,0,-30,-59,0,1336.015,-1146.8839999999998,-1880.66,2505.205,0,0,-30,-59.29,0,0,0,-29.769000000000002,-155.82,8.85,1296,-758,-3544,,1252.18,-1117.1149999999998,-1694.84,2401.9079999999994,59.88,51.75,49.44,56.36,true,false,6.25,0.36,外資持股5/10日下降，且外資5日賣超
3,2637,慧洋-KY,TWSE,航運業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 82.12 且法人籌碼轉弱，先減碼三分之一。,71.7,78.6,69.3,85,100,可用,102,102,56.22,35.67,33.36,41.18,92.13,4.1,11.35,1.54,3.43,9,0,603,585,569,-192,610,3962.495,6944.278,7926.536,14845.105,-179,403,387.833,3128.833,2,3,41106000,84.047,35.547000000000004,26.36,4606,7672,8610,,3996.405,6457.231000000001,7503.156000000002,11753.155000000002,79.48,87.45,83.51,95.32,false,false,16.21,19.02,短線過熱或乖離過大；融資增幅與短線漲幅同步偏高；借券賣出與借券賣出餘額壓力升高
4,2408,南亞科,TWSE,半導體業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 421.55 且法人籌碼轉弱，先減碼三分之一。,72.1,78.5,80.8,85,100,可用,528,528,719.61,660.87,69.08,16.78,691.01,23.38,20.49,5.65,0.26,35,-43,228,722,-1461,2916,-135,7352.337,34937.161,103322.83,133273.02399999998,241.581,1946.8560000000002,4466.879000000001,3566.245999999999,4,1,1027939968,115.31299999999996,2304.9219999999996,16.67,5827,35450,85699,,6032.764,32874.992,96551.029,130133.07699999999,61.37,63.18,68.04,53.45,false,false,11.23,3.13,主動ETF 5日轉為減碼
5,6177,達麗,TWSE,建材營造,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 47.07 且法人籌碼轉弱，先減碼三分之一。,67,76.7,66.1,85,100,完整,47.5,47.5,470.04,637.82,35.66,73.72,132.76,5.03,5.24,1.87,6.32,2,0,0,0,-7,-32,0,1432.678,3365.343,-1054.1850000000002,122.28699999999998,0,0,-6.963,-104.774,0,0,0,207.634,395.003,6.75,1286,2258,-1887,,1313.688,3157.7090000000007,-1442.2249999999995,-632.3549999999994,49.12,48.37,52.69,39.72,false,true,-0.58,-0.52,當下除權息調整價未守20日EMA
6,2606,裕民,TWSE,航運業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 64.87 且法人籌碼轉弱，先減碼三分之一。,70.8,76.5,70,85,100,可用,72.6,72.6,26.34,26.31,28.58,55.87,161.86,3.51,10.71,1.52,3.86,8,0,-4,7,-9,-519,0,5309.138,12182.262999999999,12000.579000000002,25525.906000000003,0,573,557.573,-1008.427,3,1,41599800,1298.523,1049.9329999999998,21.99,4483,10301,10386,,4499.706,10310.74,10393.073,25263.975,72.58,90.86,85.65,101.28,false,false,8.71,9.5,
7,3135,凌航,TWSE,半導體業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 168.25 且法人籌碼轉弱，先減碼三分之一。,67.2,75.3,62.6,85,85,完整,170.5,170.5,204.32,247.31,20.31,53.77,264.03,20.87,7.36,3.55,2.19,1,0,318,318,318,318,0,-98.754,654.799,896.34,-864.8569999999999,0,318,318,318,1,0,54219000,3.8739999999999988,-59.434000000000005,2.67,-114,323,640,,-103.309,332.92500000000007,637.774,-1197.9499999999998,53.16,57.15,42.84,85.78,true,false,3.92,3.96,
8,2855,統一證,TWSE,金融保險業,等待確認,保護持有,今天不新增部位；未完成確認前不機械式賣出,下一交易日收盤，確認是否收復防守區,已有部位暫停加碼；若收盤跌破60日EMA約 45.53，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。,68.3,75.2,70.2,85,90.8,可用,47.1,47.1,19.6,252.71,,84.35,116.12,1.43,10.54,1.81,4.48,11,730,2313,3509,7246,12078,0,487.245,192.92099999999994,3438.669,150.66599999999903,626,3388,7125.061,11387.061,5,0,159574800,0,0,6.88,-9,-6739,-6478,,-138.755,-3195.0789999999997,-3686.392,-11236.395,54.43,58.7,64.05,48,false,false,2.15,-0.63,外資持股5/10日下降，且外資5日賣超
9,2615,萬海,TWSE,航運業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 86.91 且法人籌碼轉弱，先減碼三分之一。,72,75.1,77.3,85,100,可用,124.5,124.5,50.13,12.83,22.16,33.53,299.27,6.84,8.55,1.21,2.41,12,829,828,1645,1591,1744,1611,18524.109,59125.978,92423.282,110498.89099999999,829,1627.833,1566.7950000000003,1849.8070000000005,2,3,202665209,4923.086,6650.2480000000005,47.88,19314,54614,86967,,16238.724,52575.05900000001,84206.23899999999,102641.90600000002,91.15,94.62,87.91,108.03,false,false,30.31,37.42,短線過熱或乖離過大；融資增幅與短線漲幅同步偏高；借券賣出與借券賣出餘額壓力升高
10,8112,至上,TWSE,電子通路業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 88.73 且法人籌碼轉弱，先減碼三分之一。,67.4,73,54.2,85,100,完整,93.5,93.5,333.48,180.42,3.16,85.96,127.95,9.45,7.07,2.3,4.06,7,2,834,1055,2018,1377,0,164.049,-7743.984,23199.902999999995,37841.445999999996,2,1055,1657.1019999999999,749.4729999999998,4,0,98642500,-557.02,-1118.477,20.28,1207,-12697,12874,,869.075,-8241.964,22661.278000000002,38875.828,55.58,42.69,52.07,23.93,false,false,2.92,-2.4,ETF加碼金額或跨基金共識不足
