排名,代號,名稱,市場,產業,新部位建議,既有部位狀態,今天動作,下一次確認,既有部位說明,短期時機分數,中期研究分數,長期初篩分數,長期方法覆蓋率%,資料健康度,資料健康狀態,收盤價,即時價,營收YoY%,累計營收YoY%,營益率%,負債比%,流動比率%,EPS,本益比,股價淨值比,殖利率%,ETF家數,ETF_1日增減張,ETF_3日增減張,ETF_5日增減張,ETF_10日增減張,ETF_20日增減張,主動ETF_5日增減張,法人1日張,法人5日張,法人10日張,法人20日張,投信買賣超1日張,投信買賣超5日張,投信買賣超10日張,投信買賣超20日張,投信5日買超天數,投信5日賣超天數,投信5日估算金額,自營商買賣超5日張,自營商買賣超10日張,外資持股比率%,外資持股1日增減張,外資持股5日增減張,外資持股10日增減張,外資持股20日增減張,外資買賣超1日張,外資買賣超5日張,外資買賣超10日張,外資買賣超20日張,RSI14,KD-K,KD-D,KD-J,KD近3日黃金交叉,KD近3日死亡交叉,距20EMA%,5日報酬%,淘汰原因
15,6691,洋基工程,TWSE,其他電子業,等待確認,保護持有,今天不新增部位；未完成確認前不機械式賣出,下一交易日收盤，確認是否收復防守區,已有部位暫停加碼；若收盤跌破60日EMA約 689.64，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。,72.3,74.1,52.7,85,91,可用,738,735,115.19,84.29,15.74,73.14,132.4,7.19,26.75,14.62,3.05,11,92,94,106,121,408,98,128.041,21.220999999999975,-1015.754,-1907.7380000000005,92,106,124,454,3,2,76532000,43.367000000000004,19.34700000000001,12.72,48,-157,-1535,,33.314,-128.14600000000002,-1159.101,-2390.4300000000003,57.62,72.64,54.94,108.02,false,false,5.99,13.54,外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；ETF加碼金額或跨基金共識不足
16,2476,鉅祥,TWSE,電子零組件業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 119.40 且法人籌碼轉弱，先減碼三分之一。,73.9,74,72.4,85,91,可用,125,125.5,53.76,36.92,17.83,22.15,420.68,1.14,29.18,2.99,2.33,2,0,68,194,194,194,194,369.101,1574.0330000000001,1448.7130000000002,1965.7310000000002,0,194,194,194,2,0,24735000,473.32399999999996,422.7099999999999,10.01,254,1127,516,,277.009,906.7090000000001,832.0029999999997,973.4449999999994,54.32,83.43,70.64,109.02,false,false,3.74,10.13,20日趨勢尚未上彎；ETF加碼金額或跨基金共識不足
17,1590,亞德客-KY,TWSE,電機機械,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,"已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 1,365.33 且法人籌碼轉弱，先減碼三分之一。",74.5,73.3,71.1,85,91,可用,1550,1545,44.88,30.08,33.2,17.79,280.31,13.35,34.15,6.14,1.87,17,0,17,18,-167,378,18,45.718,137.67399999999998,3.89999999999997,708.098,13,79.734,-161.214,402.982,4,0,124385040,-33.504,-23.053000000000004,80.69,22,-15,-407,,41.968,91.44400000000002,188.16699999999997,324.47,64.81,82.86,73.12,102.34,false,false,9.63,16.98,ETF加碼，但外資持股5/10日同步下降
18,2357,華碩,TWSE,電腦及週邊設備業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 729.59 且法人籌碼轉弱，先減碼三分之一。,71.7,73.3,63.4,85,91,可用,809,817,55.63,38.85,5.71,52.83,148.3,13.19,14.62,2.12,5.13,44,183,306,351,2283,1983,-270,-622.274,7321.706,10228.082,26057.684999999998,259.582,516.482,1713.7049999999997,-418.5320000000003,3,2,422482276,530.489,775.534,37.49,-874,6247,15054,,-834.189,6274.735,7738.842999999999,24104.551999999996,59.68,73.98,78.03,65.88,false,true,5.14,-0.12,主動ETF 5日轉為減碼；ETF加碼金額或跨基金共識不足
19,6214,精誠,TWSE,資訊服務業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 137.70 且法人籌碼轉弱，先減碼三分之一。,67.9,73.3,66.6,85,91,可用,147,146.5,76.9,37,4.94,47.39,168.59,2.64,15.25,2.08,4.12,7,0,-1,-5,2,-13,0,-1242.822,224.56200000000035,2026.3210000000004,6031.466,0,-5.595,1.4489999999999998,211.572,0,2,-814072,-23.570000000000007,11.97699999999999,14.67,-1175,557,2508,,-1225,253.72700000000032,2012.8950000000002,5764.8189999999995,54.94,59.62,67.81,43.26,true,true,1.78,-4.55,
20,2347,聯強,TWSE,電子通路業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 88.08 且法人籌碼轉弱，先減碼三分之一。,74.2,73,54.6,85,100,完整,93.4,93.4,135.45,77.39,2.49,70.33,142.57,4.12,16.47,2.01,4.44,23,35,29,312,1486,-10051,87,1385.235,7144.431,8851.930999999999,27761.587,161,160.995,796.995,-13274.079000000002,3,2,15246227,-2913.671,-2279.7549999999997,29.92,1241,10225,24654,,1241.308,9897.107,10334.690999999999,46000.297,56.45,74.23,73.1,76.49,false,false,3.2,-0.32,ETF加碼金額或跨基金共識不足；官方重大訊息出現高風險關鍵字，須查原文
21,6446,藥華藥,TWSE,生技醫療業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,"已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 1,050.39 且法人籌碼轉弱，先減碼三分之一。",72.8,72.7,69.2,85,88,可用,1250,1240,94.88,74.59,40.75,14.06,652.75,5.79,80.88,13.92,0.2,17,1,42,47,184,371,41,155.724,-765.013,-1138.155,-3648.112,-2.18,76.859,217.187,133.138,3,2,99148110,-4.582999999999991,18.10300000000001,24.92,149,9829,9586,,179.502,-837.289,-1373.445,-3773.0330000000004,56.48,66.36,55.82,87.44,false,false,5.38,17.92,外資持股趨勢資料不足或期間有非市場異動；20日趨勢尚未上彎；高波動且5日漲幅過大
22,6139,亞翔,TWSE,其他電子業,等待確認,保護持有,今天不新增部位；未完成確認前不機械式賣出,下一交易日收盤，確認是否收復防守區,已有部位暫停加碼；若收盤跌破60日EMA約 785.68，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。,72.5,72.1,54.7,85,91,可用,802,802,49.7,69.88,17.21,65.29,145.77,9.45,23.2,9,2.75,20,-107,153,708,1004,2196,710,427.777,678.329,-4400.51,-8432.227,-314,602.36,719.087,1807.087,3,2,503572960,410.457,239.47000000000003,24.65,654,-466,-6447,,635.112,-334.488,-5359.067,-10220.384,50.37,68.07,51.52,101.16,false,false,1.15,13.44,外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；高波動且5日漲幅過大；借券賣出與借券賣出餘額壓力升高
23,2615,萬海,TWSE,航運業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 81.67 且法人籌碼轉弱，先減碼三分之一。,63.8,72.1,76.6,85,90.2,可用,84.8,84.9,32.7,6.39,17.32,31.69,396.45,2.73,7.78,0.83,3.56,11,0,-26,-49,235,-248,-15,-888.906,5251.506,19736.658,52831.909,-5,-29.909,295.956,-206.26700000000002,1,4,-2521329,-197.317,-426.631,44.72,-635,5360,40117,,-650.813,5478.732,19867.333,53601.276000000005,55.07,56.38,58.96,51.23,false,true,1.19,0.12,主動ETF 5日轉為減碼
24,1714,和桐,TWSE,化學工業,等待確認,保護持有,今天不新增部位；未完成確認前不機械式賣出,下一交易日收盤，確認是否收復防守區,已有部位暫停加碼；若收盤跌破60日EMA約 14.67，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。,70.1,71.7,66.9,85,100,完整,15.8,15.75,73.41,58.4,11.49,29.6,335.99,0.89,13.73,1.2,1.11,2,-59,555,1706,1844,3951,1695,1378.459,-14035.711,-4009.0250000000005,-7643.201000000003,-59,1706,1844,3951,4,1,27637200,319.275,-7.099000000000018,17.69,1582,-15298,-12470,,1152.961,-16060.986,-5845.926000000002,-10996.155000000004,52.68,68.63,51.57,102.74,false,false,3.81,21.07,外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；短線過熱或乖離過大；ETF加碼金額或跨基金共識不足；融資增幅與短線漲幅同步偏高
25,2610,華航,TWSE,航運業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 21.14 且法人籌碼轉弱，先減碼三分之一。,72.5,71.7,54,85,91,可用,22.45,22.5,28.82,16.09,11.29,70.94,74.06,0.85,8.65,1.32,3.66,17,-96,1163,-505,5426,25836,1463,-1361.438,66550.207,154294.085,166036.96399999992,-96,-457.37099999999987,5558.0380000000005,-16522.341000000004,3,2,-10130768,-517.5790000000002,-65.06500000000014,17.5,-178,69876,130546,,-121.72,67525.157,148801.11200000005,184705.70700000008,58.51,77.48,76.89,78.65,false,false,2.78,0.22,20日累積後5日轉為調節
26,2887,台新新光金,TWSE,金融保險業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 31.75 且法人籌碼轉弱，先減碼三分之一。,68.6,71.5,62.8,85,88,可用,35.35,35.15,329.5,334.28,,93.39,,0.82,16.91,1.51,3.19,35,-3192,-5489,2324,28803,252380,-3262,-16996.945,49527.912000000004,74831.62800000001,102454.82500000001,-1311,-2051.054,3686.0850000000005,160257.07400000002,1,4,-70761363,-1469.5589999999997,16375.441,23.17,-9632,116983,13496,,-15939.384,53048.525,54770.102000000006,-97673.25600000001,56.73,73.36,67.57,84.95,false,false,2.27,-1.67,ETF 1/3日已轉為減碼；主動ETF 5日轉為減碼；投信20日買超後近5日轉賣；外資持股趨勢資料不足或期間有非市場異動；20日趨勢尚未上彎；ETF加碼金額或跨基金共識不足
27,2383,台光電,TWSE,電子零組件業,等待確認,保護持有,今天不新增部位；未完成確認前不機械式賣出,下一交易日收盤，確認是否收復防守區,"已有部位暫停加碼；若收盤跌破60日EMA約 4,841.74，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。",71.7,71.1,49.8,85,100,完整,5220,5240,120.69,81.82,24.72,63.23,135.5,42.46,82.96,32.59,0.47,51,-5,32,443,1022,1900,343,57.226,-1279.703,-2135.7599999999998,-2282.793,102.516,646.0360000000001,944.299,1795.426,3,2,3427220980,-177.08700000000002,-57.69600000000002,42.74,1,-1707,-4116,,-20.664,-1748.652,-3022.363,-4129.652,54.62,81.56,70.56,103.54,false,false,5.03,10.01,外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；高波動且5日漲幅過大
28,3017,奇鋐,TWSE,電腦及週邊設備業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,"已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 2,415.76 且法人籌碼轉弱，先減碼三分之一。",75.9,71.1,48.2,85,90.8,可用,2775,2785,66.11,85.46,24.51,70.84,120.56,20.17,48.31,25.55,0.71,44,-16,246,900,1476,2204,797,3263.223,7359.4890000000005,7475.095,6486.068999999999,908,3008.7999999999997,4333.164000000001,5227.933,5,0,8845872000,172.531,295.67400000000004,53.32,2303,4080,2240,,2310.535,4178.157999999999,2846.2569999999996,876.4749999999995,60.83,83.5,76.12,98.26,false,false,12.29,19.61,短線過熱或乖離過大；高波動且5日漲幅過大
29,2360,致茂,TWSE,其他電子業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,"已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 2,038.83 且法人籌碼轉弱，先減碼三分之一。",68.1,70.9,60.2,85,90.9,可用,2030,2030,73.02,90.6,40.45,47.77,158.31,9.12,62.28,30.17,0.99,46,-48,-943,-86,1047,1965,-262,334.202,-2003.531,-2550.842,-3199.6060000000007,-459.846,-2678.1360000000004,391.9799999999995,2328.7299999999996,1,4,-5289318600,-58.066,144.279,58.45,764,790,-5285,,793.987,732.671,-3087.101,-5797.769000000001,50.85,50.99,47.48,58,true,false,1.92,-3.33,20日累積後5日轉為調節；ETF 1/3日已轉為減碼；投信20日買超後近5日轉賣
30,7769,鴻勁,TWSE,半導體業,等待確認,保護持有,今天不新增部位；未完成確認前不機械式賣出,下一交易日收盤，確認是否收復防守區,"已有部位暫停加碼；若收盤跌破60日EMA約 6,304.25，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。",68.4,70.5,68,85,90.9,可用,6305,6320,106.54,91.6,49.98,22.17,439.84,25.7,80.8,18.57,1,30,-53,-37,49,148,361,36,-63.94,68.858,294.06,350.62500000000006,-57,303.001,456.914,881.872,3,2,1961931475,-9.739999999999998,23.082,19.28,-24,-40,-122,,-4.4,-224.40300000000002,-185.936,-592.71,49.6,75.29,65.78,94.3,false,false,0.38,2.02,ETF 1/3日已轉為減碼；外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎
31,2317,鴻海,TWSE,其他電子業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 247.54 且法人籌碼轉弱，先減碼三分之一。,75.5,70.2,51.3,85,88,可用,260,260,52.11,34.99,3.57,61.98,145.13,3.56,18.79,2.08,2.71,44,-499,-1495,4631,17135,28879,699,22027.14,124411.399,72804.14000000001,157059.09600000005,135.888,2226.329,5636.09,8044.542999999999,3,2,588864021,1338.9609999999998,6324.392,40.69,22145,112433,113073,,21743.362,120846.109,60843.65800000001,131810.59599999996,57.15,81.95,72.7,100.45,false,false,4.13,3.79,ETF 1/3日已轉為減碼；外資持股趨勢資料不足或期間有非市場異動
32,2059,川湖,TWSE,電子零組件業,等待確認,保護持有,今天不新增部位；未完成確認前不機械式賣出,下一交易日收盤，確認是否收復防守區,"已有部位暫停加碼；若收盤跌破60日EMA約 7,224.57，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。",65.8,70,70.6,85,100,完整,11110,11110,220.52,98.95,77.05,28.35,356.12,110.96,55.68,28.51,0.5,34,-14,38,76,204,339,55,-104.049,57.89899999999998,326.488,433.1479999999999,3.97,499.45000000000005,796.787,1345.3129999999996,5,0,5044445000,-34.687000000000005,-0.23700000000000276,23.43,-121,-403,-436,,-109.644,-406.864,-470.06199999999995,-924.7189999999999,75.53,91.07,76.79,119.63,false,false,29.67,41.53,外資持股5/10日下降，且外資5日賣超；短線過熱或乖離過大；高波動且5日漲幅過大
33,2395,研華,TWSE,電腦及週邊設備業,等待確認,保護持有,今天不新增部位；未完成確認前不機械式賣出,下一交易日收盤，確認是否收復防守區,已有部位暫停加碼；若收盤跌破60日EMA約 515.56，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。,67.9,69.8,62.8,85,100,完整,638,634,73.39,32.18,19.04,40.5,171.12,9.05,39.39,9.77,1.79,30,-38,-281,-151,387,2827,-268,1240.955,992.5140000000001,1612.663,920.0740000000002,-23,-974.318,-21.046999999999947,2321.876,1,4,-606025796,158.065,211.68600000000004,35.43,1702,1959,-1818,,1405.798,1808.767,1422.024,-2124.2850000000003,69.95,70,63.91,82.18,true,false,11.55,13.32,20日累積後5日轉為調節；ETF 1/3日已轉為減碼；主動ETF 5日轉為減碼；投信5/10日持續且具金額意義的賣超
34,3617,碩天,TWSE,其他電子業,等待確認,正常持有,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 212.57 且法人籌碼轉弱，先減碼三分之一。,67,69.8,73.5,85,91,可用,232.5,232,25.6,8.89,16.26,37.35,279.17,4.13,16.18,2.36,4.35,3,0,-1,5,5,3,0,-45.578,626.712,595.0109999999999,474.6919999999998,0,4.867,4.867,2.753,1,2,1112110,30.767999999999994,9.15699999999999,9.28,-36,606,633,,-31.08,591.077,580.987,461.95699999999994,60.83,82.07,71.88,102.45,false,false,6.26,7.64,20日趨勢尚未上彎；ETF加碼金額或跨基金共識不足
